movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
Leaving Las Vegas,0.0,0.0,0.0,0.6,0.2,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Husbands and Wives,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.1,0.0
Levon's Trade,0.05,0.1,0.0,0.2,0.05,0.15,0.1,0.1,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
My Old Ass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All the Right Moves,0.2,0.05,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Space Cadet,0.2,0.15,0.0,0.05,0.0,0.7,0.0,0.65,0.0,0.25,0.0,0.4,0.05,1.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.15,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Siege,0.95,0.2,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.8,0.1,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.1,0.0,0.0
Terminator Genisys,0.95,0.7,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.6,0.5,0.15,0.1,1.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.98,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Last House on the Left,0.2,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Someone Like You,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 Lives,0.2,0.15,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.3,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0
The Secret: Dare to Dream,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.0,0.9,0.15,0.0,0.1,0.0,0.0,0.25,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald's Game,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.15,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Tales from the Crypt: Demon Knight,0.7,0.25,0.0,0.1,0.0,0.15,0.1,0.2,0.0,0.3,0.05,0.0,0.6,0.95,0.0,0.0,0.85,0.1,0.0,0.5,0.1,0.0,0.0,0.2,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Insomnia,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Abduction,0.7,0.65,0.0,0.05,0.1,0.15,0.6,0.0,0.0,0.75,0.0,0.2,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Onward,0.7,0.85,1.0,0.2,0.0,0.8,0.0,0.0,0.0,0.75,0.1,0.95,0.9,1.0,0.0,0.0,0.05,0.25,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.15,0.0,0.0,0.65,0.0,0.0,0.0
Waves,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blood Games,0.75,0.1,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Glass House,0.2,0.05,0.0,0.05,0.0,0.1,0.15,0.15,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Time Cut,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Dead Don't Die,0.1,0.15,0.0,0.25,0.0,0.6,0.05,0.7,0.0,0.4,0.0,0.05,0.3,1.0,0.0,0.0,0.85,0.15,0.0,0.2,0.0,0.05,0.0,0.1,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Olympus Has Fallen,0.95,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.25,0.05,0.0,0.95,0.15,0.1,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
The Monster Squad,0.6,0.75,0.0,0.1,0.0,0.65,0.0,0.0,0.0,0.2,0.05,0.85,0.9,1.0,0.0,0.0,0.8,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.7
Feel the Beat,0.05,0.01,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.95,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Five Feet Apart,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The 5th Wave,0.7,0.65,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.75,0.2,0.15,0.0,0.95,0.0,0.0,0.6,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9
Noah,0.7,0.8,0.0,0.6,0.2,0.05,0.0,0.0,0.0,0.9,0.95,0.4,0.75,1.0,0.85,0.9,0.1,0.2,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Dual,0.75,0.1,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Mother and Child,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.2,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remember the Titans,0.05,0.0,0.0,0.05,0.8,0.1,0.0,0.0,0.0,0.95,0.0,0.8,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.9,0.05,0.0,0.0,0.0,0.95,0.0,0.0
Spider-Man,0.95,0.8,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.6,0.0,0.75,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Intruders,0.6,0.1,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Bird,0.0,0.0,0.0,0.8,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
Ocean's Thirteen,0.7,0.2,0.0,0.05,0.0,0.85,0.95,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0
First Daughter,0.1,0.2,0.0,0.05,0.15,0.3,0.0,0.0,0.0,0.4,0.0,0.7,0.0,1.0,0.1,0.0,0.0,0.05,0.05,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.15,0.3,0.0
Infinite,0.85,0.7,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.6,0.2,0.0,0.4,0.95,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Summer Snow,0.01,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Pulp Fiction,0.7,0.0,0.0,0.6,0.0,0.85,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.8,0.65,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0
New Nightmare,0.05,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Terminator Genisys,0.95,0.7,0.0,0.05,0.1,0.15,0.0,0.1,0.0,0.6,0.5,0.1,0.15,1.0,0.2,0.1,0.2,0.05,0.0,0.25,0.0,0.05,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Florida Project,0.0,0.0,0.0,0.75,0.0,0.05,0.0,0.1,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pompeii,0.95,0.8,0.0,0.1,0.05,0.1,0.0,0.0,0.0,0.7,0.65,0.2,0.1,0.95,0.8,0.85,0.15,0.05,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Jonah Hex,0.85,0.7,0.0,0.1,0.2,0.15,0.25,0.1,0.0,0.4,0.2,0.1,0.6,0.95,0.5,0.45,0.1,0.15,0.0,0.3,0.1,0.05,0.0,0.15,0.0,0.35,0.1,0.9,0.0,0.0,0.0,0.0
The End of the Affair,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.99,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Lady Bird,0.05,0.01,0.0,0.15,0.05,0.7,0.02,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.02,0.0,0.2,0.5,0.0,0.0,0.01,0.0,0.0,0.55,0.0,0.0,0.0
Despicable Me 2,0.2,0.6,0.95,0.15,0.0,0.85,0.05,0.25,0.0,0.1,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Antwone Fisher,0.01,0.01,0.0,0.05,0.95,0.05,0.01,0.01,0.01,0.98,0.01,0.1,0.0,0.95,0.1,0.95,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
The Equalizer,0.95,0.1,0.0,0.05,0.0,0.05,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Save the Last Dance,0.1,0.15,0.0,0.2,0.05,0.3,0.05,0.0,0.0,0.75,0.05,0.6,0.05,1.0,0.0,0.0,0.0,0.5,0.4,0.05,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.15,0.0,0.65,0.0
The Bloody Hundredth,0.7,0.1,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.75,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.0
The Secret: Dare to Dream,0.0,0.0,0.0,0.05,0.85,0.0,0.0,0.0,0.95,0.8,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Gerald's Game,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The First Purge,0.85,0.1,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.2,0.0,0.9,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.15,0.0,0.0
War Horse,0.65,0.85,0.0,0.7,0.2,0.05,0.0,0.0,0.0,0.95,0.8,0.75,0.1,1.0,0.9,0.0,0.0,0.2,0.1,0.05,0.0,0.25,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.9,0.0,0.0
Seems Like Old Times,0.05,0.01,0.0,0.25,0.1,0.5,0.05,0.0,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.4,0.2,0.4,0.0
Trick 'r Treat,0.1,0.05,0.0,0.2,0.0,0.25,0.05,0.0,0.0,0.3,0.0,0.15,0.05,1.0,0.0,0.0,0.95,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.0
Seven Years in Tibet,0.1,0.65,0.0,0.2,0.95,0.05,0.0,0.0,0.7,0.9,0.5,0.2,0.0,0.3,0.9,0.9,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0
