movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Love the Coopers,0.05,0.0,0.0,0.1,0.0,0.75,0.0,0.2,0.0,0.6,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Crush,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time Lapse,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.95,0.3,0.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars: Episode III - Revenge of the Sith,0.95,0.9,0.0,0.1,0.15,0.05,0.0,0.0,0.0,0.8,0.9,0.7,0.85,1.0,0.1,0.0,0.05,0.6,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.2,0.0,0.98
A Soldier's Story,0.2,0.05,0.0,0.15,0.85,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.0,0.95,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.8,0.0,0.0
Where Eagles Dare,0.95,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.0,1.0,0.65,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.98,0.0,0.0,0.75,0.0,0.0
Bastard Out of Carolina,0.05,0.0,0.0,0.15,0.8,0.1,0.0,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.9,0.9,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Edge of Seventeen,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Internship,0.05,0.0,0.0,0.05,0.0,0.95,0.0,0.15,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mud,0.2,0.5,0.0,0.6,0.1,0.15,0.25,0.05,0.0,0.85,0.0,0.4,0.0,1.0,0.15,0.1,0.0,0.1,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Nomadland,0.05,0.2,0.0,0.35,0.1,0.0,0.05,0.0,0.95,0.9,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
Rat Race,0.2,0.35,0.0,0.05,0.0,0.9,0.0,0.8,0.0,0.15,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0
The Deer Hunter,0.25,0.05,0.0,0.7,0.6,0.05,0.1,0.0,0.0,0.95,0.4,0.0,0.0,1.0,0.7,0.8,0.0,0.15,0.0,0.1,0.05,0.0,0.0,0.0,0.1,0.15,0.9,0.0,0.0,0.0,0.0,0.0
The Super Mario Bros. Movie,0.75,0.9,1.0,0.2,0.0,0.85,0.0,0.15,0.0,0.1,0.15,0.95,0.8,1.0,0.05,0.0,0.0,0.6,0.25,0.05,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Fall Guy,0.85,0.6,0.0,0.05,0.0,0.7,0.0,0.65,0.0,0.2,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.45,0.55,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Evil Dead,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1,1.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.05,0.0,0.0,0.0
Austin Powers: International Man of Mystery,0.7,0.8,0.0,0.1,0.0,0.95,0.05,0.85,0.0,0.15,0.0,0.6,0.7,1.0,0.1,0.0,0.0,0.2,0.1,0.75,0.0,0.2,0.8,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Black Adam,0.95,0.8,0.0,0.05,0.2,0.1,0.15,0.05,0.0,0.6,0.7,0.1,0.85,1.0,0.25,0.2,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.3,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Wedding Singer,0.1,0.05,0.0,0.15,0.0,0.95,0.05,0.8,0.0,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.7,0.85,0.1,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.98,0.0
The Offering,0.05,0.0,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.05,1.0,0.1,0.15,0.2,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Guys and Dolls,0.05,0.0,0.0,0.1,0.0,0.8,0.1,0.6,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.1,0.0,0.9,0.95,0.1,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SpaceCamp,0.1,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
A Man Called Otto,0.01,0.01,0.0,0.05,0.05,0.6,0.0,0.55,0.0,0.85,0.02,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Mr. Deeds,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shrek Forever After,0.7,0.95,1.0,0.2,0.0,0.85,0.0,0.75,0.0,0.6,0.15,0.9,0.98,1.0,0.0,0.0,0.05,0.5,0.65,0.1,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.55,0.1
The Sandlot,0.2,0.6,0.0,0.15,0.0,0.85,0.0,0.2,0.0,0.5,0.0,0.95,0.05,1.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pure Nude Yoga: Zen Garden Goddess,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Oliver & Company,0.15,0.35,0.95,0.2,0.05,0.7,0.1,0.25,0.0,0.4,0.05,0.9,0.1,1.0,0.0,0.0,0.0,0.85,0.8,0.05,0.0,0.2,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Apprentice,0.01,0.01,0.0,0.0,0.05,0.15,0.0,0.05,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beneath the Valley of the Ultra-Vixens,0.1,0.05,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.0
Desperado,0.95,0.7,0.0,0.1,0.0,0.8,0.2,0.0,0.0,0.6,0.1,0.05,0.0,1.0,0.0,0.0,0.05,0.2,0.0,0.3,0.15,0.25,0.0,0.0,0.0,0.85,0.0,0.9,0.75,0.0,0.2,0.0
Star Trek VI: The Undiscovered Country,0.85,0.9,0.0,0.1,0.05,0.1,0.0,0.0,0.0,0.8,0.7,0.65,0.05,1.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.95
Patriots Day,0.7,0.0,0.0,0.05,0.95,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.9,0.9,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
5 lbs of Pressure,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Another 48 Hrs.,0.95,0.05,0.0,0.05,0.0,0.8,0.9,0.75,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Adjustment Bureau,0.2,0.15,0.0,0.1,0.0,0.25,0.0,0.15,0.0,0.6,0.05,0.0,0.4,1.0,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.7,0.2,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Master of Disguise,0.6,0.4,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.2,0.0,0.1,0.1,0.95,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Eat Pray Love,0.0,0.05,0.0,0.1,0.85,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.15,0.0
Fair Play,0.2,0.05,0.0,0.05,0.0,0.05,0.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Trance,0.65,0.05,0.0,0.1,0.0,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Clash of the Titans,0.95,0.9,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.7,0.85,0.6,0.9,1.0,0.2,0.0,0.2,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.0,0.0,0.25,0.0,0.1
Passenger 57,0.6,0.55,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.25,0.0,0.0
The Hand That Rocks the Cradle,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Mona Lisa Smile,0.0,0.0,0.0,0.6,0.75,0.2,0.0,0.15,0.0,0.9,0.0,0.05,0.0,1.0,0.4,0.7,0.0,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Jane,0.0,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0
Looking for Mr. Goodbar,0.0,0.0,0.0,0.25,0.0,0.05,0.6,0.1,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.3,0.4,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Dune: Part Two,0.95,0.9,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.8,0.9,0.1,0.85,1.0,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.2,0.0,0.98
Billy Madison,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Bad Moms Christmas,0.01,0.01,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Derailed,0.1,0.0,0.0,0.05,0.0,0.3,0.15,0.4,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.15,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Out in the Dark,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0
Sense and Sensibility,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.8,0.0,0.05,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noelle,0.1,0.2,0.95,0.15,0.05,0.8,0.0,0.25,0.0,0.5,0.0,0.9,0.1,1.0,0.05,0.05,0.0,0.2,0.2,0.1,0.0,0.6,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The French Dispatch,0.05,0.01,0.0,0.85,0.1,0.7,0.02,0.65,0.15,0.9,0.01,0.02,0.01,0.95,0.75,0.7,0.0,0.1,0.05,0.15,0.01,0.05,0.05,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0
88 Minutes,0.6,0.05,0.0,0.05,0.1,0.0,0.2,0.0,0.95,0.4,0.0,0.0,0.0,0.95,0.25,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
I'll Be Home for Christmas,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.99,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Skincare,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Watchers,0.2,0.15,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.95,0.05,0.0,0.4,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.0,0.05
Roar,0.2,0.3,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.4,0.05,0.15,0.0,1.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shutter Island,0.7,0.65,0.0,0.2,0.05,0.0,0.9,0.05,0.0,0.95,0.1,0.0,0.05,1.0,0.15,0.1,0.8,0.05,0.0,0.95,0.25,0.0,0.0,0.1,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
The Pledge,0.2,0.05,0.0,0.15,0.0,0.05,0.6,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0
Planet Terror,0.95,0.7,0.0,0.1,0.0,0.2,0.05,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.1
Death Proof,0.85,0.2,0.0,0.15,0.0,0.4,0.2,0.0,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.1,0.0,0.3,0.05,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0
Avengers: Endgame,0.98,0.95,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.92,0.7,0.2,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.97,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0
"See No Evil, Hear No Evil",0.2,0.05,0.0,0.15,0.0,0.7,0.3,0.65,0.0,0.25,0.0,0.1,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
How to Train Your Dragon,0.75,0.95,1.0,0.6,0.0,0.8,0.0,0.15,0.0,0.7,0.2,0.9,0.9,1.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.25,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
I Origins,0.05,0.1,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6
Patriots Day,0.6,0.05,0.0,0.05,0.95,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.9,0.9,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Jaws,0.7,0.65,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.1,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Natural Born Killers,0.2,0.0,0.0,0.4,0.05,0.7,0.9,0.95,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Summer of '42,0.05,0.35,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.7,0.0,0.6,0.0,1.0,0.2,0.5,0.0,0.1,0.0,0.05,0.0,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Another 9Â½ Weeks,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Warriors,0.95,0.7,0.0,0.2,0.05,0.15,0.9,0.1,0.0,0.85,0.4,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Frozen II,0.2,0.95,1.0,0.4,0.0,0.1,0.0,0.0,0.0,0.7,0.6,0.9,0.85,1.0,0.25,0.0,0.0,0.9,0.95,0.3,0.0,0.45,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0
Excision,0.85,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Batman,0.95,0.8,0.0,0.1,0.05,0.0,0.9,0.0,0.0,0.75,0.05,0.15,0.1,1.0,0.0,0.0,0.2,0.15,0.0,0.85,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Book of Clarence,0.05,0.15,0.95,0.2,0.1,0.4,0.0,0.3,0.0,0.5,0.0,0.8,0.8,1.0,0.05,0.0,0.0,0.15,0.1,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabotage,0.85,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Eat Pray Love,0.0,0.05,0.0,0.1,0.75,0.15,0.0,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fair Play,0.2,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.5,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Beverly Hills Cop III,0.85,0.6,0.0,0.05,0.0,0.7,0.2,0.5,0.0,0.1,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0
The Girl with the Dragon Tattoo,0.2,0.1,0.0,0.15,0.05,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.1,0.05,0.05,0.05,0.0,0.9,0.1,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
