movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Torque,0.95,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,0.0,0.8
The Pelican Brief,0.2,0.05,0.0,0.05,0.1,0.0,0.6,0.0,0.0,0.75,0.05,0.0,0.0,0.95,0.25,0.3,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Obsessed,0.15,0.0,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.15,0.0,0.0,0.0
The Bank Job,0.95,0.8,0.0,0.1,0.05,0.2,0.98,0.15,0.0,0.75,0.25,0.0,0.0,1.0,0.1,0.15,0.0,0.05,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Miami Vice,0.85,0.6,0.0,0.2,0.05,0.4,0.95,0.35,0.0,0.75,0.1,0.05,0.0,1.0,0.15,0.0,0.0,0.25,0.0,0.8,0.7,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.05,0.0
Borat,0.05,0.1,0.0,0.15,0.0,0.95,0.05,0.9,0.0,0.2,0.0,0.05,0.0,0.95,0.1,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Can You Keep a Secret?,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.4,0.0
Just Mercy,0.05,0.0,0.0,0.1,0.95,0.0,0.9,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0
Sin City,0.95,0.2,0.0,0.8,0.0,0.1,0.9,0.0,0.0,0.75,0.1,0.0,0.05,1.0,0.0,0.0,0.3,0.15,0.0,0.7,0.95,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.0
The Greatest Showman,0.25,0.3,0.0,0.1,0.6,0.4,0.0,0.05,0.0,0.7,0.2,0.8,0.15,0.95,0.5,0.55,0.0,0.95,0.98,0.05,0.0,0.75,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Your Monster,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Heathers,0.05,0.0,0.0,0.2,0.0,0.85,0.1,0.95,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Real Steel,0.85,0.7,0.0,0.1,0.05,0.3,0.0,0.0,0.0,0.6,0.2,0.75,0.1,0.95,0.05,0.0,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.9,0.3,0.0,0.0,0.25,0.0,0.0,0.5
Basic Instinct 2,0.1,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.35,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.25,0.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
Dangerous Lies,0.2,0.05,0.0,0.05,0.1,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0
Someone Like You,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Music Man,0.05,0.1,0.0,0.2,0.05,0.9,0.0,0.1,0.0,0.7,0.0,0.85,0.0,1.0,0.15,0.15,0.0,0.95,0.98,0.05,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monkey Man,0.2,0.1,0.0,0.15,0.0,0.3,0.05,0.0,0.0,0.25,0.0,0.1,0.15,0.95,0.0,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.4,0.0,0.0,0.0
Crimson Tide,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.85,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
John Wick: Chapter 2,0.98,0.85,0.0,0.1,0.02,0.05,0.95,0.02,0.0,0.7,0.2,0.0,0.0,1.0,0.0,0.0,0.05,0.15,0.0,0.6,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Thunder Force,0.7,0.2,0.0,0.05,0.0,0.6,0.0,0.55,0.0,0.4,0.0,0.5,0.1,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.25,0.3,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Finest Hours,0.85,0.7,0.0,0.05,0.6,0.0,0.0,0.0,0.0,0.9,0.2,0.4,0.0,0.95,0.8,0.9,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0
Anora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brewster's Millions,0.05,0.1,0.0,0.2,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloodsport,0.98,0.2,0.0,0.05,0.0,0.1,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.99,0.0,0.0,0.05,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0
Sleepaway Camp,0.2,0.05,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Perfume: The Story of a Murderer,0.01,0.01,0.0,0.65,0.95,0.02,0.98,0.01,0.0,0.9,0.05,0.0,0.01,0.99,0.8,0.9,0.1,0.05,0.0,0.8,0.01,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Big Heat,0.95,0.0,0.0,0.1,0.0,0.05,0.98,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.85,0.99,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.0
Hocus Pocus 2,0.1,0.25,0.0,0.05,0.0,0.7,0.0,0.2,0.0,0.15,0.0,0.85,0.9,1.0,0.0,0.0,0.1,0.05,0.1,0.05,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
To All the Boys I've Loved Before,0.01,0.01,0.0,0.03,0.0,0.65,0.0,0.15,0.0,0.7,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.05,0.02,0.05,0.0,0.95,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
PT 109,0.95,0.85,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.9,0.2,0.1,0.0,0.98,0.8,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.85,0.0,0.0
Spellbound,0.1,0.0,0.0,0.2,0.15,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.05,1.0,0.1,0.0,0.0,0.1,0.0,0.8,0.15,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.0
The Squid and the Whale,0.01,0.0,0.0,0.65,0.05,0.2,0.0,0.15,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hunt for Red October,0.95,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.9
Kundun,0.1,0.15,0.0,0.25,0.95,0.05,0.0,0.0,0.0,0.9,0.7,0.1,0.0,0.95,0.9,0.0,0.0,0.2,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.95,0.0,0.0
One of Them Days,0.0,0.0,0.0,0.05,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0
Surf's Up,0.1,0.3,0.95,0.15,0.0,0.8,0.0,0.0,0.0,0.25,0.05,0.9,0.2,1.0,0.0,0.0,0.0,0.2,0.15,0.05,0.0,0.05,0.0,0.0,0.7,0.05,0.0,0.0,0.2,0.0,0.1,0.05
Sniper: Ultimate Kill,0.95,0.1,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.4,0.05,0.0,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.1,0.0,0.0
Thirst,0.01,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Interstellar,0.7,0.95,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.9,0.85,0.2,0.4,1.0,0.1,0.0,0.05,0.15,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.98
Beauty and the Beast,0.05,0.1,0.95,0.7,0.0,0.15,0.0,0.0,0.0,0.65,0.0,0.9,0.85,1.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Bourne Supremacy,0.95,0.8,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
I Still Know What You Did Last Summer,0.2,0.05,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.7,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Dark Passage,0.1,0.0,0.0,0.2,0.0,0.0,0.75,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Noah,0.75,0.8,0.0,0.6,0.1,0.05,0.0,0.0,0.0,0.9,0.95,0.2,0.7,1.0,0.85,0.9,0.1,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Homeward Bound: The Incredible Journey,0.1,0.85,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.6,0.15,0.95,0.1,0.9,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Being John Malkovich,0.05,0.05,0.0,0.6,0.1,0.9,0.0,0.8,0.0,0.7,0.0,0.0,0.3,1.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Jesus Christ Superstar,0.05,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.95,0.9,0.9,0.0,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
On the Town,0.1,0.2,0.0,0.15,0.0,0.85,0.0,0.0,0.0,0.4,0.05,0.6,0.05,1.0,0.05,0.0,0.0,0.95,0.98,0.05,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.05,0.75,0.0
28 Weeks Later,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
All Hallows' Eve,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Windtalkers,0.95,0.85,0.0,0.05,0.6,0.0,0.0,0.0,0.0,0.7,0.75,0.1,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.98,0.0,0.0,0.9,0.0,0.0
Pride & Prejudice,0.01,0.01,0.0,0.05,0.0,0.5,0.0,0.05,0.0,0.95,0.0,0.2,0.0,1.0,0.1,0.8,0.0,0.05,0.0,0.05,0.0,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twin Peaks: Fire Walk with Me,0.1,0.05,0.0,0.2,0.75,0.05,0.6,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.0,0.0,0.8,0.15,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0
Zookeeper,0.2,0.3,0.0,0.05,0.0,0.7,0.0,0.6,0.0,0.4,0.0,0.65,0.1,1.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0
Distant,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
All of You,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kraven the Hunter,0.95,0.8,0.0,0.1,0.2,0.05,0.7,0.0,0.0,0.75,0.15,0.0,0.05,1.0,0.0,0.0,0.6,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Pawn Sacrifice,0.2,0.05,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Perfume: The Story of a Murderer,0.05,0.0,0.0,0.7,0.9,0.0,0.95,0.0,0.0,0.9,0.1,0.0,0.0,0.98,0.1,0.1,0.4,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Cabin in the Woods,0.2,0.15,0.0,0.05,0.0,0.4,0.05,0.7,0.0,0.3,0.0,0.0,0.6,1.0,0.0,0.0,0.9,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7
For Your Eyes Only,0.95,0.9,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.05,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Missing,0.1,0.05,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Something in the Water,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.0,0.9,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagman,0.2,0.0,0.0,0.05,0.0,0.1,0.7,0.25,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
House of Wax,0.2,0.1,0.0,0.15,0.0,0.05,0.15,0.05,0.0,0.3,0.0,0.0,0.05,1.0,0.0,0.0,0.7,0.05,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Detained,0.1,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.95,0.1,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Split,0.75,0.1,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
25th Hour,0.05,0.01,0.0,0.15,0.5,0.1,0.2,0.15,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Insidious: Chapter 3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
PT 109,0.95,0.8,0.0,0.05,0.9,0.05,0.0,0.0,0.0,0.9,0.2,0.1,0.0,1.0,0.95,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.0,0.0,0.0
Spellbound,0.1,0.05,0.0,0.25,0.15,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.05,1.0,0.1,0.0,0.0,0.05,0.0,0.8,0.1,0.3,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.2,0.0,0.0
Short Cuts,0.05,0.01,0.0,0.15,0.03,0.4,0.08,0.18,0.0,0.85,0.0,0.02,0.0,1.0,0.02,0.0,0.0,0.06,0.02,0.1,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.2,0.0
Basic Instinct,0.1,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0
The Last House on the Left,0.2,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.3,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
London Has Fallen,0.95,0.3,0.0,0.05,0.0,0.1,0.15,0.1,0.0,0.7,0.2,0.0,0.0,1.0,0.1,0.2,0.1,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
M3GAN 2.0,0.1,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.7,0.0,0.0,0.15
El Mariachi,0.8,0.2,0.0,0.6,0.05,0.25,0.3,0.35,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.15,0.0,0.4,0.05,0.2,0.1,0.05,0.0,0.0,0.0,0.45,0.0,0.05,0.0,0.0,0.0,0.0
Chicken Run,0.7,0.95,1.0,0.2,0.0,0.85,0.0,0.0,0.0,0.7,0.1,0.9,0.15,1.0,0.05,0.0,0.0,0.25,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.25,0.05,0.0,0.0
