movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
Katie's Mom,0.0,0.0,0.0,0.01,0.0,0.25,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Sisters,0.05,0.01,0.0,0.01,0.0,0.75,0.0,0.0,0.0,0.6,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2
Red One,0.85,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,1.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
Bad Faith,0.0,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
My Own Private Idaho,0.05,0.0,0.0,0.8,0.0,0.2,0.1,0.3,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm & Marie,0.0,0.0,0.0,0.6,0.0,0.05,0.0,0.1,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Omen,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.25,0.95,0.05,0.1,0.7,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
This Christmas,0.0,0.0,0.0,0.01,0.0,0.65,0.0,0.15,0.0,0.4,0.0,0.85,0.0,0.95,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alice, Sweet Alice",0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Chicago,0.1,0.05,0.0,0.2,0.05,0.75,0.15,0.6,0.0,0.8,0.0,0.05,0.0,1.0,0.1,0.0,0.0,0.65,0.9,0.1,0.05,0.85,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.8,0.0,0.0
The Boss,0.2,0.05,0.0,0.01,0.0,0.6,0.05,0.4,0.0,0.25,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
A Hidden Life,0.01,0.01,0.0,0.2,0.95,0.0,0.05,0.0,0.0,0.98,0.1,0.02,0.0,1.0,0.9,0.98,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0
Heist,0.85,0.6,0.0,0.05,0.0,0.1,0.9,0.0,0.0,0.7,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.15
Romance on the Ranch,0.01,0.05,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0
The Goldfinch,0.05,0.0,0.0,0.8,0.2,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Mindcage,0.2,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Family Switch,0.01,0.05,0.0,0.0,0.0,0.25,0.0,0.1,0.0,0.4,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
The Choice,0.01,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghostbusters: Afterlife,0.6,0.75,0.0,0.1,0.05,0.65,0.0,0.55,0.0,0.4,0.15,0.8,0.2,1.0,0.1,0.0,0.1,0.15,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.1,0.25,0.0
Tinker Tailor Soldier Spy,0.1,0.05,0.0,0.15,0.2,0.05,0.4,0.0,0.0,0.9,0.05,0.0,0.0,0.95,0.3,0.0,0.0,0.05,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.45,0.0,0.0,0.0
Star Trek Beyond,0.95,0.9,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.7,0.6,0.4,0.1,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.98,0.0
The Shape of Water,0.05,0.1,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.6,1.0,0.1,0.2,0.2,0.6,0.1,0.5,0.0,0.7,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Iron Man 3,0.95,0.7,0.0,0.05,0.0,0.2,0.1,0.25,0.0,0.4,0.1,0.15,0.1,1.0,0.0,0.0,0.15,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0
The Abyss,0.85,0.7,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.05,0.0,1.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.95,0.0
Gung Ho,0.1,0.0,0.0,0.05,0.15,0.7,0.0,0.65,0.0,0.6,0.0,0.05,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
The Void,0.05,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Mischief,0.0,0.0,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
Just Go with It,0.05,0.05,0.0,0.0,0.0,0.95,0.0,0.15,0.0,0.25,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Time Trap,0.2,0.3,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.15,0.25,0.95,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.05
The Babysitter: Killer Queen,0.75,0.2,0.0,0.05,0.0,0.8,0.25,0.9,0.0,0.6,0.0,0.1,0.05,1.0,0.0,0.0,0.7,0.1,0.0,0.4,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Blues Brothers,0.75,0.6,0.0,0.1,0.05,0.95,0.2,0.8,0.0,0.25,0.15,0.7,0.05,1.0,0.1,0.0,0.0,0.9,0.9,0.1,0.05,0.1,0.0,0.0,0.05,0.2,0.0,0.0,0.05,0.2,0.0,0.0
Sweet Charity,0.01,0.01,0.0,0.1,0.05,0.6,0.01,0.15,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.95,0.98,0.05,0.0,0.4,0.5,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Notorious,0.05,0.01,0.0,0.15,0.2,0.01,0.7,0.0,0.0,0.8,0.02,0.0,0.0,1.0,0.25,0.3,0.0,0.05,0.0,0.65,0.6,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Terrifier 3,0.1,0.05,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1
House at the End of the Street,0.2,0.15,0.0,0.05,0.0,0.1,0.25,0.15,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Runaway Jury,0.1,0.05,0.0,0.15,0.0,0.1,0.7,0.1,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0
Sister Act 2: Back in the Habit,0.1,0.15,0.0,0.05,0.0,0.75,0.05,0.15,0.0,0.2,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.6,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0
The Power of the Dog,0.05,0.0,0.0,0.75,0.0,0.1,0.0,0.0,0.0,0.95,0.2,0.0,0.0,1.0,0.1,0.25,0.05,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15
Underworld: Evolution,0.95,0.7,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.2,0.25,0.0,0.85,1.0,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Doomsday,0.95,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,1.0,0.1,0.1,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.0
Rambo,0.98,0.95,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.7,0.2,0.05,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.1,0.0,0.0,0.0,0.0
The Lair,0.7,0.65,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Bean,0.05,0.01,0.0,0.02,0.0,0.95,0.01,0.9,0.0,0.05,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
I Know What You Did Last Summer,0.05,0.01,0.0,0.01,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.02,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Men Who Stare at Goats,0.85,0.6,0.0,0.1,0.2,0.7,0.05,0.8,0.15,0.75,0.25,0.05,0.4,0.95,0.6,0.0,0.2,0.1,0.0,0.65,0.05,0.05,0.0,0.0,0.0,0.75,0.3,0.0,0.4,0.1,0.7,0.0
The Green Knight,0.2,0.55,0.0,0.7,0.05,0.1,0.0,0.0,0.0,0.85,0.4,0.0,0.9,0.95,0.25,0.3,0.15,0.2,0.0,0.6,0.0,0.05,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.05
The Lazarus Effect,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.7,0.0
Genie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LaRoy, Texas",0.05,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.6,0.0,0.1,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
The Happytime Murders,0.2,0.05,0.95,0.1,0.0,0.8,0.6,0.75,0.0,0.3,0.0,0.6,0.15,1.0,0.0,0.0,0.1,0.2,0.25,0.7,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0
Bloodshot,0.95,0.7,0.0,0.05,0.1,0.05,0.2,0.0,0.0,0.6,0.15,0.1,0.3,1.0,0.0,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Here,0.1,0.05,0.0,0.2,0.15,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars: Episode VI - Return of the Jedi,0.95,0.98,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.8,0.9,0.9,0.95,1.0,0.0,0.0,0.05,0.7,0.0,0.1,0.0,0.05,0.0,0.99,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.0
Inside Man,0.6,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.05
Ransom,0.75,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Tomb Raider 2,0.95,0.92,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.6,0.2,0.15,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Hulk,0.95,0.2,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.15,0.1,0.05,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.05
Howards End,0.01,0.01,0.0,0.2,0.01,0.03,0.0,0.0,0.0,0.95,0.05,0.01,0.0,1.0,0.1,0.15,0.0,0.02,0.0,0.02,0.0,0.7,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
The Jester,0.05,0.1,0.0,0.25,0.15,0.3,0.0,0.2,0.0,0.6,0.0,0.05,0.05,0.95,0.3,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
Nobody's Fool,0.05,0.0,0.0,0.05,0.7,0.25,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.2,0.75,0.0,0.05,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Rocky III,0.95,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Lost Boys,0.85,0.7,0.0,0.1,0.0,0.6,0.05,0.4,0.0,0.5,0.05,0.45,0.8,1.0,0.0,0.0,0.75,0.15,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Doctor Sleep,0.6,0.7,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.85,0.4,0.05,0.2,1.0,0.1,0.1,0.95,0.1,0.0,0.75,0.0,0.05,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
No Reservations,0.01,0.01,0.0,0.1,0.01,0.75,0.0,0.2,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
The Shining,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.0,0.1,1.0,0.0,0.0,0.9,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Contagion,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
"10,000 BC",0.75,0.8,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.5,0.6,0.65,0.2,0.95,0.25,0.3,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Saltburn,0.2,0.05,0.0,0.15,0.4,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.7,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Snowman,0.1,0.05,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.05,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Brutalist,0.05,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
Spirit: Stallion of the Cimarron,0.85,0.95,0.9,0.7,0.6,0.1,0.05,0.0,0.0,0.8,0.75,0.92,0.2,1.0,0.75,0.0,0.0,0.65,0.2,0.15,0.0,0.25,0.0,0.0,0.0,0.1,0.1,0.98,0.85,0.0,0.0,0.0
The Power of the Dog,0.05,0.0,0.0,0.75,0.0,0.1,0.0,0.2,0.0,0.95,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.1,0.2,0.0,0.0,0.0
Black Widow,0.9,0.75,0.0,0.05,0.6,0.1,0.2,0.05,0.0,0.85,0.15,0.2,0.05,1.0,0.6,0.0,0.05,0.1,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.1,0.0
The Blind Side,0.05,0.0,0.0,0.05,0.95,0.1,0.0,0.0,0.0,0.9,0.0,0.8,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
Starship Troopers: Traitor of Mars,0.95,0.8,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0
Sleepaway Camp II: Unhappy Campers,0.2,0.1,0.0,0.0,0.0,0.15,0.05,0.25,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Cast Away,0.2,0.75,0.0,0.15,0.1,0.05,0.0,0.0,0.0,0.85,0.25,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Operation Mincemeat,0.65,0.7,0.0,0.1,0.9,0.05,0.2,0.0,0.0,0.85,0.3,0.05,0.0,0.95,0.95,0.9,0.0,0.05,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.75,0.7,0.0,0.0,0.0,0.0,0.0
The Haunted Mansion,0.2,0.55,0.0,0.15,0.0,0.6,0.0,0.55,0.0,0.4,0.05,0.7,0.8,1.0,0.1,0.0,0.75,0.25,0.2,0.65,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.15,0.0,0.0
Last Christmas,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.1,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.85,0.7,0.0,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fired Up!,0.1,0.05,0.0,0.0,0.0,0.6,0.0,0.15,0.0,0.1,0.0,0.5,0.0,0.95,0.0,0.0,0.0,0.3,0.05,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All I See Is You,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bean,0.05,0.01,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.9
I Know What You Did Last Summer,0.1,0.05,0.0,0.05,0.0,0.15,0.0,0.2,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Armageddon Time,0.05,0.1,0.0,0.15,0.85,0.1,0.0,0.05,0.0,0.9,0.15,0.2,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.0
Jumanji,0.85,0.95,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.6,0.1,0.9,0.9,1.0,0.0,0.0,0.1,0.15,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2
Magic Mike's Last Dance,0.65,0.1,0.0,0.15,0.2,0.8,0.05,0.75,0.0,0.7,0.05,0.1,0.0,1.0,0.0,0.0,0.0,0.75,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.55,0.0,0.0
Mr. Crocket,0.1,0.05,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.95,0.25,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Wanderlust,0.05,0.45,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
Bobby,0.01,0.0,0.0,0.05,0.85,0.2,0.0,0.15,0.0,0.9,0.0,0.05,0.0,1.0,0.8,0.0,0.0,0.15,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.0
