movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
Boot Camp,0.2,0.05,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.25,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scream 2,0.05,0.02,0.0,0.05,0.0,0.7,0.0,0.9,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
The Outsider,0.05,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Once Upon a Deadpool,0.95,0.7,0.8,0.1,0.05,0.98,0.15,0.9,0.0,0.2,0.1,0.75,0.6,1.0,0.05,0.0,0.25,0.15,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.1,0.3,0.0
Child's Play 3,0.1,0.05,0.0,0.02,0.0,0.15,0.05,0.0,0.0,0.2,0.0,0.3,0.05,1.0,0.0,0.0,0.85,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.1
To Die For,0.05,0.01,0.0,0.15,0.0,0.85,0.1,0.8,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0
The Cat in the Hat,0.0,0.1,0.95,0.15,0.0,0.9,0.0,0.2,0.0,0.1,0.0,0.98,0.25,1.0,0.0,0.0,0.0,0.2,0.3,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother!,0.05,0.0,0.0,0.7,0.0,0.1,0.05,0.0,0.0,0.9,0.05,0.0,0.15,1.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.05,0.25
Remember Me,0.01,0.0,0.0,0.05,0.2,0.02,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Black Book,0.2,0.0,0.0,0.1,0.6,0.05,0.8,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.75,0.25,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.0,0.0,0.0
Once Upon a Time in the West,0.95,0.7,0.0,0.85,0.0,0.05,0.8,0.0,0.0,0.9,0.9,0.0,0.0,1.0,0.0,0.0,0.05,0.75,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0
Coco,0.05,0.1,0.95,0.8,0.2,0.4,0.0,0.05,0.0,0.75,0.15,0.9,0.3,1.0,0.7,0.6,0.0,0.9,0.85,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canary Black,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Christmas on Cherry Lane,0.01,0.01,0.0,0.15,0.0,0.65,0.0,0.1,0.0,0.45,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holidate,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.85,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ant-Man,0.85,0.7,0.0,0.05,0.0,0.6,0.05,0.0,0.0,0.4,0.1,0.75,0.2,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.15,0.9,0.55
Harper,0.1,0.05,0.0,0.2,0.0,0.15,0.1,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Pitch Perfect 3,0.05,0.1,0.0,0.05,0.0,0.8,0.0,0.15,0.0,0.2,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Hall,0.01,0.01,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Holiday,0.0,0.0,0.0,0.05,0.0,0.75,0.0,0.2,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Malice,0.05,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Ken Park,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Who Framed Roger Rabbit,0.75,0.6,0.95,0.65,0.0,0.9,0.5,0.8,0.0,0.55,0.3,0.85,0.7,1.0,0.1,0.05,0.1,0.7,0.75,0.8,0.2,0.25,0.3,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Cursed,0.2,0.35,0.0,0.15,0.4,0.05,0.0,0.0,0.0,0.6,0.1,0.45,0.7,0.95,0.5,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.65,0.0,0.0,0.0
The Bounty,0.75,0.9,0.0,0.1,0.6,0.05,0.15,0.0,0.0,0.8,0.7,0.2,0.05,1.0,0.85,0.0,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.4,0.5,0.0,0.9,0.0,0.0,0.0
Nosferatu,0.05,0.1,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.0,0.1,0.95,0.05,0.0,0.9,0.15,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.1,0.0
The Wall,0.2,0.0,0.0,0.6,0.3,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
A Sacrifice,0.01,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.85,0.0,0.0,0.0,0.9,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Secret: Dare to Dream,0.05,0.1,0.0,0.2,0.6,0.05,0.0,0.0,0.95,0.7,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
The Fog,0.1,0.2,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.6,0.05,0.0,0.1,1.0,0.0,0.0,0.9,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Ordinary People,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slave Girls from Beyond Infinity,0.1,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.5,1.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.7,0.0
The Babysitters,0.05,0.1,0.0,0.01,0.0,0.7,0.0,0.25,0.0,0.15,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Patton,0.95,0.0,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.92,0.85,0.0,0.0,1.0,0.98,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.99,0.8,0.98,0.0,0.0,0.0
Jack the Giant Slayer,0.85,0.92,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.3,0.7,0.6,0.95,1.0,0.2,0.0,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.35,0.0,0.1,0.0
Manchester by the Sea,0.01,0.0,0.0,0.75,0.8,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Good Burger,0.05,0.05,0.0,0.0,0.0,0.95,0.05,0.2,0.0,0.1,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Spy,0.85,0.2,0.0,0.05,0.0,0.7,0.25,0.6,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.3,0.0,0.0
Risen,0.1,0.05,0.0,0.15,0.85,0.02,0.05,0.0,0.0,0.8,0.1,0.05,0.0,0.95,0.9,0.9,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Transformers: The Movie,0.95,0.9,0.85,0.1,0.0,0.05,0.0,0.0,0.0,0.25,0.7,0.7,0.9,1.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Only You,0.0,0.0,0.0,0.05,0.0,0.4,0.0,0.25,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Jailbreak: Love on the Run,0.6,0.4,0.0,0.05,0.0,0.7,0.8,0.0,0.0,0.55,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.85,0.0,0.65
Memento,0.05,0.0,0.0,0.2,0.0,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Mufasa: The Lion King,0.2,0.75,0.95,0.15,0.05,0.1,0.0,0.0,0.0,0.6,0.3,0.9,0.4,0.95,0.05,0.0,0.0,0.7,0.5,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0
The Man from Earth,0.05,0.1,0.0,0.2,0.75,0.15,0.0,0.0,0.0,0.9,0.05,0.0,0.6,1.0,0.7,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.95,0.1
Aladdin,0.2,0.75,0.95,0.15,0.0,0.6,0.0,0.0,0.0,0.25,0.1,0.85,0.8,1.0,0.05,0.0,0.0,0.9,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1
Frozen III,0.1,0.75,1.0,0.2,0.0,0.6,0.0,0.15,0.0,0.55,0.15,0.95,0.8,1.0,0.05,0.0,0.0,0.9,0.95,0.1,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0
Shock and Awe,0.85,0.0,0.0,0.05,0.1,0.0,0.2,0.0,0.95,0.6,0.0,0.0,0.0,0.95,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0
Project X,0.2,0.05,0.0,0.05,0.0,0.8,0.1,0.75,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Elio,0.01,0.01,0.0,0.35,0.01,0.01,0.0,0.0,0.0,0.95,0.0,0.01,0.0,1.0,0.01,0.0,0.0,0.15,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Anastasia,0.1,0.6,0.95,0.2,0.7,0.3,0.05,0.1,0.0,0.8,0.15,0.9,0.25,0.98,0.75,0.7,0.0,0.7,0.65,0.4,0.0,0.5,0.25,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0
Get Over It,0.01,0.0,0.0,0.01,0.0,0.7,0.0,0.45,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0
Australia,0.6,0.85,0.0,0.7,0.05,0.1,0.0,0.0,0.0,0.9,0.95,0.2,0.05,1.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0
13 Hours: The Secret Soldiers of Benghazi,0.95,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.0,0.85,0.0,0.0,0.0
1917,0.85,0.95,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.9,0.7,0.05,0.0,1.0,0.8,0.0,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.8,0.98,0.0,0.95,0.0,0.0,0.0
Life as We Know It,0.01,0.02,0.0,0.05,0.01,0.55,0.01,0.2,0.0,0.75,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.7,0.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Dead Poets Society,0.0,0.01,0.0,0.65,0.7,0.2,0.0,0.0,0.0,0.95,0.05,0.1,0.0,1.0,0.6,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.05
I'm Thinking of Ending Things,0.0,0.0,0.0,0.65,0.0,0.05,0.0,0.1,0.0,0.95,0.0,0.0,0.15,1.0,0.0,0.0,0.2,0.05,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Star Trek: The Motion Picture,0.6,0.75,0.0,0.4,0.05,0.05,0.0,0.0,0.0,0.65,0.7,0.2,0.1,1.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
The Beekeeper,0.1,0.05,0.0,0.15,0.7,0.05,0.0,0.0,0.0,0.85,0.0,0.1,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.0
Halloween Ends,0.6,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Deadpool,0.95,0.2,0.0,0.05,0.0,0.9,0.1,0.95,0.0,0.2,0.0,0.1,0.05,1.0,0.0,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Devil's Own,0.75,0.2,0.0,0.05,0.1,0.0,0.9,0.0,0.0,0.85,0.15,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0
The Fog,0.1,0.2,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.4,0.05,0.0,0.25,1.0,0.0,0.0,0.85,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Once Upon a Time in America,0.6,0.2,0.0,0.75,0.65,0.1,0.95,0.05,0.0,0.9,0.8,0.0,0.0,1.0,0.7,0.85,0.1,0.4,0.1,0.7,0.8,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
A Christmas Story Christmas,0.01,0.05,0.0,0.1,0.25,0.7,0.0,0.2,0.0,0.6,0.0,0.95,0.0,1.0,0.2,0.25,0.0,0.1,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Swan Princess,0.1,0.7,0.95,0.15,0.0,0.6,0.0,0.1,0.0,0.2,0.05,0.9,0.8,1.0,0.0,0.0,0.0,0.25,0.2,0.1,0.0,0.4,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
A Christmas of Wonders,0.01,0.05,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.3,0.0,0.7,0.1,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald's Game,0.01,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Terminator Genisys,0.95,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.4,0.3,0.15,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.98,0.05
The Great Mouse Detective,0.2,0.85,0.95,0.5,0.0,0.7,0.05,0.15,0.0,0.4,0.0,0.9,0.25,1.0,0.0,0.0,0.0,0.1,0.15,0.6,0.0,0.2,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Dream Scenario,0.05,0.01,0.0,0.2,0.0,0.25,0.0,0.15,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
Mr. Destiny,0.2,0.1,0.0,0.05,0.15,0.1,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.05
Mother Couch,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack the Giant Slayer,0.85,0.92,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.6,0.7,0.75,0.95,1.0,0.2,0.3,0.25,0.1,0.0,0.15,0.0,0.05,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Manchester by the Sea,0.01,0.0,0.0,0.65,0.1,0.05,0.0,0.02,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Your Highness,0.65,0.5,0.0,0.05,0.0,0.9,0.0,0.85,0.0,0.2,0.05,0.25,0.7,1.0,0.1,0.0,0.0,0.15,0.0,0.1,0.0,0.1,0.75,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Psycho,0.05,0.01,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Lady and the Tramp,0.1,0.2,0.95,0.3,0.0,0.8,0.0,0.1,0.0,0.4,0.0,0.9,0.15,1.0,0.0,0.0,0.0,0.85,0.9,0.05,0.0,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-571,0.95,0.85,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.98,0.9,0.0,0.0,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.8,0.98,0.0,0.8,0.0,0.0,0.0
The Lord of the Rings: The Hunt for Gollum,0.85,0.95,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.7,0.9,0.6,0.98,0.95,0.15,0.0,0.05,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0
