movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
The Expendables 2,0.95,0.6,0.0,0.05,0.0,0.2,0.1,0.25,0.0,0.15,0.1,0.05,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Hardcore,0.95,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.05
It's a Boy Girl Thing,0.01,0.0,0.0,0.05,0.0,0.6,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.35,0.0,0.0
Spider-Man 3,0.95,0.7,0.0,0.05,0.0,0.2,0.1,0.0,0.0,0.8,0.1,0.6,0.15,1.0,0.0,0.0,0.25,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.15
Jayne Mansfield's Car,0.1,0.05,0.0,0.2,0.35,0.6,0.05,0.55,0.0,0.7,0.0,0.05,0.0,1.0,0.15,0.3,0.0,0.1,0.05,0.1,0.0,0.25,0.4,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Jane Eyre,0.05,0.1,0.0,0.2,0.8,0.05,0.05,0.0,0.0,0.95,0.15,0.1,0.1,0.98,0.2,0.0,0.0,0.05,0.0,0.2,0.0,0.75,0.0,0.0,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.0
Sudden Impact,0.95,0.0,0.0,0.1,0.0,0.05,0.98,0.1,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.85,0.0,0.0,0.0,0.0,0.95,0.0,0.9,0.0,0.0,0.0,0.0
Rudy,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.9,0.0,0.7,0.0,1.0,0.15,0.2,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Addicted,0.01,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Iron Man 2,0.95,0.6,0.0,0.05,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.15
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),0.85,0.6,0.0,0.1,0.05,0.7,0.75,0.8,0.0,0.65,0.0,0.05,0.15,1.0,0.0,0.0,0.1,0.15,0.05,0.5,0.1,0.2,0.25,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Karate Kid Part III,0.8,0.65,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.4,0.05,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Texas Chain Saw Massacre,0.25,0.05,0.0,0.1,0.0,0.0,0.15,0.05,0.0,0.3,0.0,0.0,0.0,1.0,0.05,0.0,0.9,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Blade Runner,0.85,0.7,0.0,0.9,0.05,0.05,0.75,0.1,0.0,0.95,0.8,0.0,0.2,1.0,0.1,0.05,0.3,0.15,0.0,0.8,0.6,0.1,0.0,0.98,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Wolfs,0.6,0.55,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.4,0.1,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0
The Fear,0.05,0.01,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.85,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Batman & Robin,0.75,0.5,0.0,0.1,0.0,0.2,0.4,0.3,0.0,0.2,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Ocean's Eight,0.65,0.4,0.0,0.1,0.05,0.75,0.8,0.0,0.0,0.55,0.05,0.15,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.6,0.1,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.45,0.0,0.6
Taps,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
Brubaker,0.15,0.05,0.0,0.2,0.1,0.0,0.75,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.5,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Patch Adams,0.01,0.01,0.0,0.15,0.85,0.7,0.0,0.2,0.0,0.9,0.0,0.2,0.0,0.99,0.05,0.15,0.0,0.1,0.05,0.01,0.0,0.1,0.25,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
The Signal,0.2,0.1,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.0,0.0,0.25,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.3,0.0
Eternal Sunshine of the Spotless Mind,0.0,0.0,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.05
Last Seen Alive,0.2,0.05,0.0,0.05,0.1,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0
Isle of Dogs,0.05,0.2,0.95,0.6,0.0,0.8,0.0,0.9,0.0,0.7,0.05,0.1,0.15,1.0,0.0,0.0,0.05,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
American Hustle,0.2,0.05,0.0,0.15,0.1,0.75,0.8,0.9,0.0,0.85,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.7,0.6,0.1,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
California Suite,0.01,0.01,0.0,0.15,0.05,0.3,0.01,0.05,0.0,0.7,0.0,0.01,0.0,0.95,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.55,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Senior Year,0.1,0.05,0.0,0.05,0.15,0.6,0.0,0.25,0.0,0.4,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.2,0.45,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Topaz,0.2,0.05,0.0,0.15,0.1,0.0,0.6,0.0,0.0,0.75,0.1,0.0,0.0,0.95,0.6,0.7,0.0,0.05,0.0,0.7,0.1,0.05,0.0,0.0,0.0,0.65,0.15,0.0,0.0,0.0,0.0,0.0
American Underdog,0.1,0.05,0.0,0.05,0.95,0.15,0.0,0.0,0.0,0.9,0.1,0.2,0.0,1.0,0.8,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.0,0.0,0.85,0.05,0.0,0.0,0.9,0.0,0.0,0.05
Star Wars: New Jedi Order,0.85,0.92,0.0,0.15,0.05,0.08,0.03,0.0,0.0,0.7,0.8,0.65,0.95,0.99,0.1,0.0,0.02,0.2,0.01,0.4,0.0,0.1,0.0,0.0,0.0,0.6,0.15,0.0,0.12,0.0,0.98,0.01
Black Christmas,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Angels & Demons,0.75,0.6,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.65,0.2,0.0,0.0,1.0,0.1,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Beatles '64,0.05,0.0,0.0,0.1,0.7,0.4,0.0,0.15,0.1,0.4,0.0,0.5,0.0,0.95,0.2,0.3,0.0,0.9,0.8,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
School Ties,0.05,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noelle,0.1,0.2,0.95,0.05,0.0,0.7,0.0,0.2,0.0,0.3,0.0,0.9,0.1,1.0,0.1,0.05,0.0,0.2,0.2,0.05,0.0,0.4,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Official Secrets,0.05,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Hercules,0.95,0.9,0.0,0.1,0.15,0.1,0.0,0.0,0.0,0.7,0.8,0.85,0.9,1.0,0.75,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.0
Lucky,0.01,0.0,0.0,0.2,0.0,0.35,0.05,0.4,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pretty in Pink,0.05,0.0,0.0,0.15,0.0,0.85,0.0,0.2,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Seven Days in Utopia,0.05,0.1,0.0,0.2,0.05,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.0,0.9,0.6,0.6,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Other Side of the Door,0.1,0.05,0.0,0.2,0.0,0.05,0.15,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
A Hard Day's Night,0.05,0.05,0.0,0.1,0.05,0.8,0.0,0.2,0.0,0.25,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G-Force,0.7,0.8,0.95,0.1,0.05,0.6,0.05,0.3,0.0,0.5,0.2,0.9,0.2,0.95,0.05,0.0,0.05,0.15,0.1,0.15,0.0,0.1,0.1,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
My Spy,0.2,0.15,0.0,0.01,0.0,0.75,0.05,0.4,0.0,0.5,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.1,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Joker: Folie à Deux,0.2,0.1,0.0,0.5,0.7,0.85,0.6,0.9,0.0,0.95,0.15,0.05,0.1,1.0,0.7,0.75,0.3,0.9,0.95,0.4,0.15,0.2,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
White Men Can't Jump,0.05,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.1,0.75,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Ant-Man and the Wasp: Quantumania,0.85,0.7,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.5,0.1,0.4,0.65,1.0,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The Taking of Deborah Logan,0.1,0.0,0.0,0.05,0.2,0.0,0.65,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.15,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
Stone Cold,0.85,0.0,0.0,0.05,0.7,0.1,0.9,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.75,0.0,0.0,0.0
St. Elmo's Fire,0.01,0.01,0.0,0.05,0.0,0.25,0.0,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Nutcracker and the Four Realms,0.2,0.65,0.7,0.45,0.0,0.15,0.0,0.0,0.0,0.25,0.1,0.9,0.85,0.95,0.05,0.0,0.0,0.6,0.55,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05
Toy Story 5,0.2,0.75,0.95,0.1,0.0,0.8,0.0,0.0,0.0,0.6,0.05,0.9,0.1,1.0,0.0,0.0,0.0,0.25,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.15
Werewolves Within,0.7,0.2,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.85,1.0,0.0,0.0,0.95,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.25
Christmas Inheritance,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.4,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strangers on a Train,0.2,0.05,0.0,0.15,0.0,0.05,0.6,0.2,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
One Flew Over the Cuckoo's Nest,0.05,0.0,0.0,0.35,0.1,0.5,0.0,0.45,0.0,0.95,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0
Think Like a Man,0.05,0.0,0.0,0.05,0.0,0.9,0.0,0.7,0.0,0.65,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.85,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Bikeriders,0.85,0.7,0.0,0.1,0.05,0.15,0.2,0.05,0.0,0.3,0.05,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Fred Claus,0.05,0.1,0.0,0.0,0.0,0.85,0.0,0.7,0.0,0.5,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
After.Life,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Mrs. Doubtfire,0.05,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.5,0.0,0.95,0.1,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.7
A Beautiful Day in the Neighborhood,0.01,0.01,0.0,0.15,0.75,0.2,0.0,0.05,0.0,0.9,0.0,0.1,0.0,1.0,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Titanic,0.2,0.6,0.0,0.15,0.25,0.05,0.0,0.0,0.0,0.85,0.7,0.4,0.0,1.0,0.6,0.0,0.0,0.1,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0
The Hitcher,0.75,0.2,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.8,0.05,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Angels & Demons,0.6,0.7,0.0,0.1,0.05,0.15,0.1,0.1,0.0,0.65,0.2,0.05,0.05,0.95,0.15,0.1,0.1,0.05,0.0,0.8,0.0,0.05,0.0,0.75,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Pitch Perfect,0.05,0.1,0.0,0.05,0.0,0.85,0.0,0.2,0.0,0.3,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.2,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Wedding Singer,0.05,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.6,0.85,0.1,0.0,0.9,0.98,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
A Guide for the Married Man,0.01,0.01,0.0,0.0,0.0,0.75,0.05,0.7,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0
Affliction,0.05,0.0,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Gattaca,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Up in the Air,0.05,0.0,0.0,0.15,0.1,0.75,0.0,0.7,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We Bury the Dead,0.2,0.05,0.0,0.1,0.3,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.15,0.0,0.75,0.0,0.0,0.0
The Girl with the Dragon Tattoo,0.2,0.15,0.0,0.1,0.05,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.05,0.0,0.05,0.05,0.0,0.9,0.1,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Forever Purge,0.85,0.1,0.0,0.05,0.0,0.05,0.2,0.1,0.0,0.4,0.0,0.0,0.0,1.0,0.15,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
First Shift,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Official Secrets,0.05,0.01,0.0,0.02,0.75,0.01,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.98,0.85,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Hercules,0.95,0.9,0.0,0.1,0.05,0.1,0.0,0.0,0.0,0.6,0.8,0.85,0.9,1.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.0,0.7,0.0,0.0,0.0
The Golden Child,0.2,0.15,0.0,0.05,0.1,0.3,0.0,0.15,0.0,0.4,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter and the Deathly Hallows: Part 1,0.7,0.95,0.0,0.1,0.0,0.2,0.6,0.15,0.0,0.9,0.8,0.9,0.98,1.0,0.0,0.0,0.4,0.15,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
True Grit,0.75,0.95,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.8,0.15,0.6,0.0,1.0,0.3,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9,0.4,0.0,0.0,0.0
Fright Night,0.1,0.05,0.0,0.05,0.0,0.2,0.05,0.0,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.8,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.25
Halloween II,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
