movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Why Did I Get Married?,0.01,0.01,0.0,0.05,0.02,0.85,0.02,0.2,0.0,0.7,0.0,0.2,0.0,0.99,0.0,0.0,0.0,0.05,0.02,0.05,0.0,0.6,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.75,0.0
Ladyhawke,0.6,0.85,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.9,0.75,0.3,0.95,1.0,0.6,0.8,0.1,0.4,0.15,0.55,0.05,0.9,0.0,0.0,0.0,0.4,0.0,0.5,0.1,0.0,0.0,0.0
Neighbors,0.1,0.05,0.0,0.05,0.0,0.85,0.05,0.7,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Max,0.7,0.65,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Identity,0.1,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Ali,0.1,0.05,0.0,0.15,0.95,0.05,0.0,0.0,0.0,0.9,0.2,0.1,0.0,1.0,0.9,0.0,0.0,0.2,0.05,0.0,0.0,0.05,0.0,0.0,0.8,0.05,0.0,0.0,0.0,0.95,0.0,0.0
Catwoman,0.65,0.2,0.0,0.15,0.05,0.25,0.3,0.0,0.0,0.4,0.05,0.0,0.1,1.0,0.0,0.0,0.15,0.1,0.05,0.35,0.1,0.2,0.05,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0
Above the Law,0.85,0.05,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0
Summer School,0.05,0.05,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death Sentence,0.7,0.1,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Persepolis,0.0,0.0,0.95,0.8,0.9,0.1,0.0,0.0,0.0,0.95,0.05,0.7,0.0,1.0,0.9,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
The Last Samurai,0.85,0.7,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.9,0.75,0.1,0.0,1.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.8,0.15,0.0,0.95,0.0,0.0
The Crow: City of Angels,0.85,0.7,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.2,1.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1
Epic,0.85,0.9,0.0,0.2,0.05,0.05,0.0,0.0,0.0,0.7,0.95,0.6,0.7,0.99,0.8,0.85,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0
The Peanuts Movie,0.05,0.15,0.95,0.2,0.02,0.85,0.01,0.1,0.0,0.4,0.01,0.98,0.05,0.99,0.02,0.0,0.01,0.1,0.15,0.05,0.0,0.1,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.01,0.15,0.01
The Call of the Wild,0.75,0.95,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.8,0.6,0.7,0.15,0.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0
Flowers in the Attic,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.9,0.2,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.0
Hitman,0.95,0.2,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Catch-22,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.7,0.0,0.95,0.05,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.15,0.0,0.0
Little Bites,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Collateral,0.95,0.05,0.0,0.1,0.0,0.05,0.9,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Fall,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moana 2,0.2,0.85,1.0,0.3,0.0,0.5,0.0,0.0,0.0,0.7,0.4,0.95,0.6,1.0,0.2,0.15,0.0,0.75,0.8,0.1,0.0,0.3,0.1,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0
The Firm,0.1,0.0,0.0,0.05,0.15,0.05,0.7,0.1,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.1,0.0,0.0
American Sniper,0.95,0.05,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.98,0.8,0.85,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.0
Tron: Legacy,0.95,0.8,0.6,0.2,0.0,0.05,0.0,0.0,0.0,0.3,0.7,0.3,0.9,1.0,0.0,0.0,0.05,0.4,0.0,0.1,0.0,0.0,0.0,0.98,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Pain & Gain,0.85,0.0,0.0,0.05,0.2,0.6,0.9,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.0
Chelsea Girls,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.1,0.8,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirty Rotten Scoundrels,0.05,0.05,0.0,0.1,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0
New Jack City,0.85,0.0,0.0,0.05,0.1,0.15,0.98,0.2,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
Fifty Shades of Grey,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0
The Chronicles of Narnia: The Voyage of the Dawn Treader,0.7,0.95,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.6,0.8,0.9,0.98,0.95,0.1,0.05,0.0,0.1,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Bone Collector,0.75,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Marty,0.01,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Halloween: The Curse of Michael Myers,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Barbershop: The Next Cut,0.1,0.0,0.0,0.05,0.0,0.85,0.05,0.7,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.25,0.0
Clifford the Big Red Dog,0.0,0.1,0.95,0.05,0.0,0.7,0.0,0.1,0.0,0.15,0.0,0.9,0.15,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men in Black 3,0.95,0.8,0.0,0.05,0.0,0.7,0.0,0.65,0.0,0.2,0.1,0.6,0.4,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.1,0.9
Superman IV: The Quest for Peace,0.6,0.7,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.4,0.25,0.8,0.5,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95
House of Wax,0.2,0.1,0.0,0.15,0.0,0.05,0.25,0.1,0.0,0.3,0.0,0.0,0.05,1.0,0.0,0.0,0.85,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Amistad,0.1,0.05,0.0,0.05,0.95,0.0,0.1,0.0,0.0,0.9,0.15,0.05,0.0,0.0,0.9,0.95,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0
Taken 3,0.95,0.7,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
8-Bit Christmas,0.0,0.05,0.95,0.1,0.0,0.2,0.0,0.15,0.0,0.25,0.0,0.8,0.1,0.98,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05
The Out-Laws,0.7,0.65,0.0,0.05,0.0,0.5,0.6,0.4,0.0,0.45,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Sleepaway Camp,0.1,0.05,0.0,0.05,0.0,0.02,0.05,0.15,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Bagman,0.2,0.05,0.0,0.05,0.0,0.15,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0
Race to Witch Mountain,0.7,0.85,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.3,0.0,0.9,0.75,1.0,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
A View to a Kill,0.95,0.8,0.0,0.05,0.0,0.1,0.2,0.1,0.0,0.4,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2
Nine Months,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.85,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
The Commitments,0.05,0.01,0.0,0.2,0.01,0.85,0.02,0.3,0.0,0.7,0.0,0.15,0.0,1.0,0.02,0.0,0.0,0.9,0.8,0.03,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.2,0.0
Ghostbusters II,0.7,0.65,0.0,0.05,0.0,0.8,0.0,0.6,0.0,0.1,0.0,0.75,0.4,1.0,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Cure,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Midnight Sky,0.05,0.1,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.75,0.25,0.05,0.05,0.95,0.1,0.1,0.15,0.05,0.0,0.15,0.0,0.05,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Mission: Impossible - The Final Reckoning,0.98,0.95,0.0,0.05,0.02,0.01,0.1,0.0,0.0,0.15,0.1,0.0,0.0,1.0,0.0,0.0,0.05,0.02,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Groundhog Day,0.01,0.01,0.0,0.15,0.0,0.95,0.0,0.8,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.6,0.0
Doctor Strange,0.85,0.7,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.2,0.1,0.8,1.0,0.0,0.0,0.1,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.4
The Woman in Black,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.9,0.0,0.1,0.8,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Girl in the Park,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Babysitter,0.6,0.1,0.0,0.05,0.0,0.8,0.2,0.75,0.0,0.4,0.0,0.2,0.05,1.0,0.0,0.0,0.5,0.05,0.0,0.3,0.0,0.1,0.15,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Mary Poppins Returns,0.1,0.75,0.2,0.3,0.05,0.6,0.0,0.15,0.0,0.4,0.1,0.95,0.8,1.0,0.15,0.0,0.0,0.9,0.98,0.05,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.15,0.0
Shut In,0.01,0.01,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
No One Lives,0.7,0.05,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.2,0.2,0.25,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Jones and the Last Crusade,0.95,0.98,0.0,0.1,0.05,0.2,0.0,0.0,0.0,0.7,0.85,0.8,0.05,1.0,0.75,0.7,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.05,0.0,0.0,0.0
Harry Potter and the Deathly Hallows: Part 2,0.95,0.92,0.0,0.1,0.05,0.15,0.2,0.0,0.0,0.85,0.8,0.8,0.98,0.99,0.05,0.05,0.7,0.2,0.05,0.75,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.05,0.0,0.0,0.0
Marley & Me,0.05,0.01,0.0,0.02,0.85,0.7,0.0,0.2,0.0,0.9,0.0,0.95,0.0,0.99,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
Spider-Man: No Way Home,0.95,0.9,0.01,0.05,0.2,0.6,0.1,0.65,0.0,0.8,0.25,0.9,0.8,1.0,0.1,0.0,0.1,0.15,0.05,0.3,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.15,0.25,0.4
The Insider,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.0
Planet Terror,0.95,0.2,0.0,0.1,0.0,0.6,0.15,0.85,0.0,0.5,0.05,0.0,0.0,1.0,0.0,0.0,0.9,0.1,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.05
Léon: The Professional,0.95,0.2,0.0,0.7,0.0,0.1,0.98,0.6,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.15,0.0,0.9,0.8,0.1,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0
John Tucker Must Die,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Challengers,0.7,0.65,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Midnight Meat Train,0.7,0.2,0.0,0.1,0.0,0.25,0.65,0.5,0.0,0.75,0.0,0.0,0.15,1.0,0.0,0.0,0.9,0.1,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
House of Wax,0.2,0.1,0.0,0.15,0.0,0.05,0.3,0.0,0.0,0.4,0.0,0.0,0.05,1.0,0.0,0.0,0.75,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0
Starship Troopers,0.95,0.7,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.6,0.75,0.05,0.1,0.98,0.05,0.0,0.15,0.05,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.7,0.8,0.0,0.1,0.0,0.0,0.0
30 Days of Night,0.85,0.2,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.5,0.0,0.0,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Poltergeist II: The Other Side,0.1,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.2,0.25,1.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Genius,0.01,0.01,0.0,0.05,0.95,0.01,0.01,0.0,0.0,0.9,0.05,0.0,0.0,0.98,0.9,0.95,0.0,0.1,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0
Juno,0.0,0.0,0.0,0.05,0.0,0.75,0.0,0.6,0.0,0.9,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Warlock,0.85,0.7,0.0,0.15,0.0,0.1,0.05,0.0,0.0,0.6,0.2,0.1,0.9,1.0,0.0,0.0,0.2,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Stealth,0.95,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9
Zootopia,0.2,0.6,0.95,0.3,0.05,0.8,0.1,0.4,0.0,0.65,0.05,0.9,0.25,1.0,0.0,0.0,0.05,0.2,0.15,0.35,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.1
Money Monster,0.2,0.0,0.0,0.05,0.0,0.15,0.05,0.3,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
All the Pretty Horses,0.05,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.95,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0
Sleepaway Camp,0.1,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Bagman,0.2,0.0,0.0,0.05,0.0,0.15,0.7,0.25,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Vertical Limit,0.95,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Godzilla x Kong: The New Empire,0.95,0.92,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.85,0.2,0.15,1.0,0.0,0.0,0.7,0.05,0.0,0.05,0.0,0.0,0.0,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Swallow,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
"Love, Simon",0.0,0.01,0.0,0.05,0.0,0.65,0.0,0.1,0.0,0.85,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Trust,0.05,0.01,0.0,0.15,0.95,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0
