movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
UHF,0.1,0.05,0.0,0.15,0.0,0.9,0.05,0.0,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85
The Great Outdoors,0.05,0.1,0.0,0.01,0.0,0.85,0.0,0.15,0.0,0.2,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
Escape Plan,0.95,0.7,0.0,0.05,0.0,0.1,0.8,0.0,0.0,0.75,0.15,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2
The King and I,0.05,0.1,0.0,0.15,0.2,0.1,0.0,0.0,0.0,0.5,0.1,0.4,0.0,0.9,0.8,0.0,0.0,0.9,0.95,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
Drop Dead Fred,0.05,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.7,0.6,1.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8
Alarum,0.2,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Brimstone,0.85,0.1,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Pump Up the Volume,0.1,0.0,0.0,0.05,0.0,0.65,0.0,0.0,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.8,0.25,0.0,0.0,0.2,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2
Beyond the Likes,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.9,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disturbia,0.1,0.05,0.0,0.15,0.0,0.05,0.2,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Midnight Special,0.65,0.7,0.0,0.2,0.05,0.1,0.0,0.0,0.0,0.85,0.15,0.3,0.4,1.0,0.0,0.0,0.25,0.1,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Sweetest Thing,0.01,0.0,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
East of Eden,0.01,0.01,0.0,0.15,0.05,0.05,0.0,0.0,0.0,0.95,0.1,0.1,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
On the Waterfront,0.1,0.0,0.0,0.2,0.3,0.0,0.95,0.0,0.0,0.98,0.05,0.0,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.35,0.0,0.0,0.0
City of Angels,0.05,0.0,0.0,0.65,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aladdin,0.2,0.75,0.95,0.15,0.0,0.6,0.0,0.0,0.0,0.3,0.1,0.9,0.8,1.0,0.1,0.05,0.0,0.9,0.95,0.05,0.0,0.5,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1
The Mummy Returns,0.95,0.9,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.2,0.7,0.6,0.85,1.0,0.15,0.0,0.7,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.65,0.0
The Hudsucker Proxy,0.1,0.15,0.0,0.6,0.05,0.85,0.05,0.7,0.0,0.75,0.05,0.1,0.2,1.0,0.1,0.0,0.0,0.15,0.25,0.2,0.05,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.05,0.0
Kiss the Girls,0.7,0.0,0.0,0.05,0.0,0.0,0.85,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Not Another Teen Movie,0.1,0.05,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.15,0.0,0.2,0.05,1.0,0.0,0.0,0.05,0.1,0.05,0.05,0.0,0.1,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Y2K,0.01,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Two Weeks Notice,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Almighty,0.1,0.15,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.6,0.05,0.75,0.4,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.65,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Infinity Pool,0.2,0.05,0.0,0.3,0.0,0.4,0.1,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.6,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Untouchables,0.75,0.05,0.0,0.1,0.9,0.05,0.95,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.9,0.0,0.0,0.05,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.0,0.0,0.0
There's Something Wrong with the Children,0.05,0.0,0.0,0.15,0.0,0.2,0.05,0.3,0.0,0.6,0.0,0.1,0.05,1.0,0.0,0.0,0.25,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Heavyweights,0.1,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
Half Baked,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Saving Private Ryan,0.98,0.85,0.0,0.15,0.2,0.0,0.05,0.0,0.0,0.95,0.9,0.05,0.0,1.0,0.95,0.98,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.99,0.0,0.0,0.0,0.0,0.0
The Pacifier,0.75,0.4,0.0,0.05,0.0,0.3,0.0,0.1,0.0,0.2,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0
Marnie,0.05,0.0,0.0,0.25,0.1,0.0,0.3,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.7,0.3,0.15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
North by Northwest,0.85,0.92,0.0,0.7,0.0,0.15,0.05,0.1,0.0,0.8,0.1,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.95,0.2,0.05,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
On Deadly Ground,0.9,0.75,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
A Lot Like Love,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
Gladiator II,0.95,0.9,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.85,0.8,0.1,0.05,1.0,0.7,0.9,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0
King Richard,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.9,0.15,0.2,0.0,1.0,0.8,0.9,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Foreigner,0.85,0.6,0.0,0.05,0.1,0.15,0.9,0.1,0.0,0.8,0.2,0.05,0.0,1.0,0.25,0.0,0.05,0.1,0.0,0.75,0.15,0.05,0.0,0.0,0.0,0.8,0.1,0.0,0.2,0.0,0.0,0.0
Repo! The Genetic Opera,0.6,0.2,0.0,0.7,0.0,0.85,0.3,0.95,0.0,0.65,0.05,0.0,0.75,1.0,0.1,0.0,0.5,0.9,0.9,0.15,0.1,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.8,0.0
Mamma Mia! Here We Go Again,0.05,0.1,0.0,0.1,0.2,0.65,0.0,0.2,0.0,0.55,0.05,0.7,0.05,1.0,0.15,0.0,0.0,0.95,0.98,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.85,0.0,0.0
True Grit,0.7,0.95,0.0,0.15,0.05,0.05,0.1,0.0,0.0,0.9,0.2,0.6,0.0,1.0,0.25,0.3,0.0,0.1,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.98,0.0,0.0,0.0,0.0
Prey,0.95,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.0,1.0,0.6,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.1,0.0
Patch Adams,0.01,0.01,0.0,0.05,0.95,0.8,0.0,0.1,0.0,0.9,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0
The Constant Gardener,0.1,0.05,0.0,0.15,0.7,0.05,0.6,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.4,0.65,0.0,0.05,0.0,0.75,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Ralph Breaks the Internet,0.2,0.5,0.95,0.1,0.0,0.8,0.0,0.0,0.0,0.2,0.05,0.9,0.2,1.0,0.0,0.0,0.0,0.3,0.2,0.05,0.0,0.1,0.15,0.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3
Fresh,0.05,0.0,0.0,0.1,0.0,0.3,0.3,0.4,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0
In Harm's Way,0.2,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.7,0.25,0.05,0.0,1.0,0.6,0.8,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0
Cold Mountain,0.2,0.35,0.0,0.4,0.1,0.05,0.0,0.0,0.0,0.9,0.5,0.1,0.0,1.0,0.7,0.0,0.0,0.25,0.0,0.15,0.0,0.8,0.0,0.0,0.0,0.05,0.1,0.15,0.85,0.0,0.0,0.0
Hypnotic,0.2,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
RoboCop,0.95,0.1,0.0,0.2,0.05,0.3,0.8,0.7,0.0,0.85,0.05,0.0,0.0,1.0,0.0,0.0,0.4,0.1,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0
The Brown Bunny,0.01,0.05,0.0,0.2,0.0,0.1,0.0,0.15,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fall Down Dead,0.7,0.1,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Beerfest,0.05,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Trap,0.2,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Killer,0.95,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
G.I. Jane,0.85,0.05,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0
Supervixens,0.2,0.05,0.0,0.1,0.0,0.6,0.05,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.65
Factory Girl,0.0,0.0,0.0,0.65,0.95,0.1,0.05,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.9,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
The Waterboy,0.1,0.05,0.0,0.05,0.0,0.9,0.0,0.85,0.0,0.4,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conan the Destroyer,0.95,0.92,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.2,0.7,0.3,0.85,0.98,0.15,0.1,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.05
Babes in Toyland,0.1,0.75,0.95,0.2,0.0,0.6,0.0,0.15,0.0,0.25,0.05,0.9,0.8,1.0,0.0,0.0,0.05,0.85,0.98,0.1,0.0,0.1,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Nutty Professor,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.7,0.1,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Shang-Chi and the Legend of the Ten Rings,0.95,0.9,0.0,0.1,0.6,0.2,0.7,0.1,0.0,0.8,0.7,0.8,0.9,1.0,0.6,0.0,0.1,0.2,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.2,0.0
The Outsiders,0.2,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.2,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Shots! Part Deux,0.7,0.1,0.0,0.0,0.0,0.95,0.05,0.8,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0
I Saw the TV Glow,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.9,0.25,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
The Wasp,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
A Boy Called Christmas,0.1,0.75,0.0,0.15,0.6,0.2,0.0,0.05,0.0,0.7,0.25,0.95,0.6,0.9,0.8,0.0,0.0,0.1,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.0
Lilo & Stitch,0.2,0.65,0.95,0.3,0.0,0.7,0.0,0.0,0.0,0.4,0.0,0.9,0.75,1.0,0.0,0.0,0.05,0.5,0.45,0.15,0.0,0.25,0.2,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Tommy Boy,0.05,0.01,0.0,0.02,0.01,0.95,0.01,0.85,0.0,0.15,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.03,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Predestination,0.85,0.7,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.9,0.1,0.0,0.2,1.0,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.98,0.0
Re-Animator,0.1,0.05,0.0,0.15,0.0,0.25,0.05,0.6,0.0,0.3,0.0,0.0,0.05,1.0,0.0,0.0,0.9,0.1,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.2,0.0
Mamma Mia! Here We Go Again,0.05,0.1,0.0,0.15,0.2,0.6,0.0,0.1,0.0,0.5,0.0,0.7,0.05,1.0,0.2,0.0,0.0,0.9,0.95,0.05,0.0,0.8,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.85,0.0,0.0
Her,0.01,0.0,0.0,0.65,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.05,0.0,0.9,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05
Gor,0.7,0.85,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.6,0.3,0.7,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Benny & Joon,0.05,0.1,0.0,0.35,0.0,0.8,0.0,0.6,0.0,0.75,0.0,0.15,0.05,1.0,0.0,0.0,0.0,0.2,0.15,0.1,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0
It's Kind of a Funny Story,0.0,0.0,0.0,0.05,0.05,0.8,0.0,0.2,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Blue Velvet,0.1,0.05,0.0,0.75,0.05,0.15,0.6,0.3,0.0,0.85,0.0,0.0,0.1,1.0,0.0,0.0,0.5,0.2,0.0,0.7,0.4,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Life of Pi,0.1,0.85,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.9,0.75,0.6,0.7,1.0,0.05,0.05,0.2,0.1,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Pete's Dragon,0.1,0.75,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.05,0.95,0.7,1.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
How to Lose a Guy in 10 Days,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.3,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.9,0.98,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Thundermans Return,0.1,0.25,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.95,0.05,1.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
The Family That Preys,0.2,0.05,0.0,0.15,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Ralph Breaks the Internet,0.2,0.6,1.0,0.1,0.0,0.85,0.0,0.6,0.0,0.3,0.05,0.95,0.2,1.0,0.05,0.0,0.0,0.4,0.2,0.15,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.4,0.0
Fresh,0.05,0.0,0.0,0.1,0.0,0.6,0.2,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.4,0.0,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Radio,0.0,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Minecraft Movie,0.2,0.65,0.95,0.1,0.0,0.5,0.0,0.2,0.0,0.15,0.05,0.9,0.25,0.9,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0
Premonition,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Bridge of Spies,0.1,0.05,0.0,0.05,0.8,0.05,0.0,0.0,0.0,0.95,0.15,0.0,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.9,0.0,0.0,0.0
