movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Green Card,0.0,0.0,0.0,0.2,0.05,0.6,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.1,0.05,0.0,0.05,0.0,0.1,0.0,0.7,0.65,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
Hotel Artemis,0.85,0.2,0.0,0.15,0.05,0.1,0.9,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.05,0.1,0.05,0.0,0.8,0.75,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Eraser,0.95,0.2,0.0,0.05,0.0,0.1,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.75,0.2,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0
St. Vincent,0.05,0.1,0.0,0.2,0.05,0.75,0.0,0.6,0.0,0.9,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
The Wild Robot,0.2,0.85,0.95,0.6,0.05,0.3,0.0,0.1,0.0,0.7,0.15,0.9,0.25,0.98,0.0,0.0,0.0,0.15,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.4
The Princess Switch: Switched Again,0.05,0.1,0.0,0.01,0.0,0.75,0.0,0.1,0.0,0.2,0.0,0.9,0.2,1.0,0.05,0.05,0.0,0.1,0.2,0.05,0.0,0.6,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Circle,0.1,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Tin Soldier,0.7,0.65,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pumpkin,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
And Justice for All,0.1,0.0,0.0,0.05,0.15,0.05,0.85,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0
The Map That Leads to You,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avatar: Fire and Ash,0.85,0.9,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.7,0.95,0.2,0.8,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.98,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Queen Bees,0.01,0.01,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.65,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Witches of Eastwick,0.1,0.15,0.0,0.25,0.0,0.85,0.0,0.0,0.0,0.6,0.05,0.1,0.3,1.0,0.0,0.0,0.2,0.15,0.1,0.2,0.0,0.75,0.8,0.0,0.0,0.25,0.0,0.0,0.7,0.0,0.0,0.0
Courage Under Fire,0.6,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0
Scouts Guide to the Zombie Apocalypse,0.75,0.6,0.0,0.05,0.0,0.8,0.0,0.7,0.0,0.2,0.0,0.65,0.1,1.0,0.0,0.0,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85
My Spy,0.2,0.15,0.0,0.05,0.0,0.6,0.05,0.1,0.0,0.3,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0
The Eternal City,0.05,0.1,0.0,0.3,0.15,0.05,0.05,0.0,0.0,0.4,0.0,0.05,0.0,1.0,0.5,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.45,0.0,0.0
John Wick: Chapter 2,0.98,0.85,0.0,0.05,0.0,0.02,0.95,0.0,0.0,0.7,0.1,0.0,0.0,1.0,0.0,0.0,0.05,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Beautiful Disaster,0.05,0.01,0.0,0.01,0.0,0.1,0.0,0.05,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0
Evil Dead II,0.75,0.2,0.0,0.15,0.0,0.6,0.05,0.8,0.0,0.4,0.05,0.0,0.3,1.0,0.0,0.0,0.95,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Wrath of Man,0.95,0.0,0.0,0.0,0.0,0.15,0.9,0.2,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Don't Look Up,0.0,0.0,0.0,0.1,0.0,0.75,0.0,0.9,0.05,0.85,0.05,0.0,0.0,1.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2
Magpie,0.05,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Sicario: Day of the Soldado,0.95,0.6,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.85,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Mothers' Instinct,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
When Harry Met Sally...,0.01,0.0,0.0,0.05,0.0,0.95,0.0,0.1,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0
The Hurt Locker,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.7,0.0,0.0,0.0,0.0,0.0
Iron Sky: The Coming Race,0.6,0.35,0.0,0.1,0.0,0.55,0.05,0.0,0.0,0.2,0.15,0.05,0.25,0.95,0.1,0.05,0.75,0.15,0.0,0.15,0.0,0.05,0.0,0.9,0.0,0.6,0.1,0.0,0.7,0.0,0.0,0.0
After Everything,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost Town,0.0,0.0,0.0,0.1,0.05,0.65,0.0,0.7,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Midsommar,0.1,0.2,0.0,0.4,0.0,0.05,0.0,0.0,0.0,0.75,0.15,0.0,0.15,1.0,0.25,0.2,0.95,0.3,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0
A Bridge Too Far,0.85,0.9,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.75,0.95,0.0,0.0,1.0,0.98,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0
Freaks,0.01,0.0,0.0,0.65,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.05,0.05,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
We Were Soldiers,0.85,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.9,0.75,0.0,0.0,1.0,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.98,0.0,0.0,0.0,0.0,0.0
Car Wash,0.1,0.0,0.0,0.05,0.0,0.85,0.05,0.2,0.0,0.4,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0
You Gotta Believe,0.05,0.0,0.0,0.1,0.2,0.7,0.05,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
Woman of the Hour,0.01,0.05,0.0,0.2,0.15,0.08,0.02,0.0,0.0,0.92,0.0,0.1,0.0,1.0,0.3,0.75,0.0,0.12,0.0,0.05,0.0,0.55,0.15,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0
This Boy's Life,0.05,0.1,0.0,0.15,0.95,0.1,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.98,0.2,0.75,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Can't Hardly Wait,0.05,0.0,0.0,0.05,0.0,0.9,0.0,0.7,0.0,0.2,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Words,0.01,0.0,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
No One Will Save You,0.6,0.05,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.05,0.05,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Capone,0.1,0.0,0.0,0.05,0.95,0.15,0.9,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.95,0.9,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0
Live by Night,0.85,0.7,0.0,0.15,0.9,0.05,0.98,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.9,0.92,0.0,0.1,0.0,0.8,0.75,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Get Smart,0.75,0.6,0.0,0.05,0.0,0.9,0.05,0.0,0.0,0.1,0.0,0.2,0.05,1.0,0.0,0.0,0.0,0.15,0.1,0.2,0.0,0.05,0.1,0.15,0.0,0.6,0.0,0.0,0.85,0.0,0.0,0.0
"Silent Night, Deadly Night",0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0
"Dude, Where's My Car?",0.01,0.01,0.0,0.01,0.0,0.95,0.01,0.8,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Office Christmas Party,0.1,0.05,0.0,0.05,0.0,0.9,0.05,0.7,0.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.15,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Mudbound,0.05,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,1.0,0.9,0.9,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0
Shazam!,0.85,0.92,0.0,0.05,0.0,0.7,0.0,0.65,0.0,0.4,0.0,0.9,0.8,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Imposter,0.05,0.0,0.0,0.1,0.9,0.0,0.2,0.0,0.8,0.9,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.0
Some Kind of Wonderful,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.1,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Are You There God? It's Me, Margaret.",0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.8,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirty Mary Crazy Larry,0.95,0.1,0.0,0.05,0.0,0.7,0.8,0.85,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.75,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.65,0.0,0.0,0.0,0.0
Silver Bullet,0.85,0.6,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.7,0.2,0.15,0.25,1.0,0.1,0.1,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0
Meet Me Next Christmas,0.01,0.02,0.0,0.05,0.0,0.6,0.0,0.1,0.0,0.75,0.0,0.8,0.0,0.95,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8,0.0
Run,0.7,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Bad Santa,0.1,0.05,0.0,0.15,0.0,0.9,0.3,0.95,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Shift,0.6,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Billy Jack,0.85,0.3,0.0,0.1,0.05,0.2,0.15,0.1,0.0,0.7,0.25,0.1,0.0,1.0,0.05,0.0,0.05,0.15,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.4,0.1,0.6,0.0,0.1,0.0,0.0
The Night of the Hunter,0.15,0.05,0.0,0.75,0.0,0.0,0.95,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.1,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
The New World,0.2,0.4,0.0,0.6,0.5,0.05,0.0,0.0,0.0,0.8,0.55,0.0,0.0,1.0,0.9,0.95,0.0,0.1,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Lost Daughter,0.01,0.0,0.0,0.15,0.02,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Circle,0.1,0.05,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.05,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Next Three Days,0.2,0.0,0.0,0.05,0.1,0.0,0.3,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Spider-Man 3,0.85,0.7,0.0,0.05,0.0,0.1,0.15,0.0,0.0,0.6,0.1,0.75,0.2,1.0,0.0,0.0,0.25,0.05,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.4,0.0,0.0,0.12,0.0,0.0,0.0
The Terminator,0.98,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.6,0.0,0.1,1.0,0.0,0.0,0.55,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.99
The Lucky One,0.1,0.05,0.0,0.05,0.15,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Union,0.0,0.0,0.0,0.01,0.3,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Space Jam,0.6,0.45,0.95,0.1,0.05,0.8,0.0,0.25,0.0,0.2,0.15,0.9,0.7,1.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.1,0.85
Luckiest Girl Alive,0.0,0.0,0.0,0.05,0.7,0.05,0.1,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Spider-Man: Across the Spider-Verse,0.95,0.9,1.0,0.85,0.2,0.7,0.1,0.0,0.0,0.7,0.6,0.9,0.9,1.0,0.1,0.0,0.1,0.8,0.5,0.2,0.0,0.1,0.0,0.8,0.0,0.6,0.0,0.0,0.65,0.0,0.0,0.0
The Third Man,0.2,0.15,0.0,0.65,0.05,0.1,0.7,0.4,0.0,0.9,0.05,0.0,0.0,1.0,0.25,0.0,0.05,0.35,0.0,0.85,0.95,0.05,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.3,0.0,0.0
Love Actually,0.05,0.01,0.0,0.05,0.02,0.85,0.01,0.15,0.0,0.7,0.01,0.2,0.0,1.0,0.01,0.01,0.0,0.1,0.1,0.05,0.0,0.95,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Taken 2,0.95,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
No One Will Save You,0.6,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Damsel,0.2,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Hostiles,0.65,0.5,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.8,0.3,0.0,0.0,0.95,0.7,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.85,0.0,0.75,0.0,0.0
The Rebound,0.2,0.05,0.0,0.05,0.0,0.4,0.0,0.3,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Dying Young,0.01,0.0,0.0,0.1,0.8,0.25,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.0
Return of the King: The Fall and Rise of Elvis Presley,0.1,0.0,0.0,0.05,0.95,0.1,0.0,0.0,0.8,0.9,0.2,0.1,0.0,0.0,0.9,0.85,0.0,0.98,0.7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wifelike,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0
If Beale Street Could Talk,0.0,0.0,0.0,0.25,0.75,0.05,0.6,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.1,0.6,0.0,0.15,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Oz the Great and Powerful,0.2,0.8,0.0,0.15,0.0,0.5,0.0,0.4,0.0,0.7,0.45,0.9,0.95,1.0,0.1,0.0,0.05,0.1,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.2,0.0
Breaking Away,0.1,0.2,0.0,0.3,0.05,0.7,0.0,0.15,0.0,0.85,0.0,0.35,0.0,1.0,0.1,0.0,0.0,0.15,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.0
Radio Flyer,0.05,0.2,0.0,0.15,0.0,0.3,0.0,0.1,0.0,0.6,0.0,0.55,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dude, Where's My Car?",0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.8,0.0,0.15,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Office Christmas Party,0.1,0.05,0.0,0.0,0.0,0.95,0.0,0.7,0.0,0.2,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.6,0.0
Nebraska,0.05,0.1,0.0,0.7,0.3,0.6,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.3,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
The Town,0.95,0.1,0.0,0.05,0.0,0.15,0.9,0.2,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.25,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
