movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
The Room,0.05,0.01,0.0,0.2,0.0,0.7,0.01,0.85,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
The Grudge,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Q: The Winged Serpent,0.2,0.45,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.6,0.25,0.0,0.7,1.0,0.65,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0
The Curse of La Llorona,0.05,0.1,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.25,1.0,0.1,0.05,0.8,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Star Trek: First Contact,0.95,0.9,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.8,0.75,0.2,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.99,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
What Happened to Monday,0.2,0.15,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25
Palo Alto,0.01,0.0,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Enemy of the State,0.95,0.05,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0
Grown Ups 2,0.01,0.01,0.0,0.0,0.0,0.95,0.0,0.6,0.0,0.2,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.3,0.0,0.0
The Great Race,0.7,0.95,0.0,0.1,0.05,0.8,0.05,0.65,0.0,0.3,0.75,0.7,0.2,1.0,0.4,0.0,0.0,0.15,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.1,0.4,0.3,0.1,0.0
The Dictator,0.2,0.05,0.0,0.1,0.15,0.85,0.0,0.7,0.0,0.3,0.0,0.05,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.1,0.0,0.0
Cowboy from Brooklyn,0.2,0.15,0.0,0.05,0.1,0.6,0.05,0.55,0.0,0.3,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.8,0.1,0.15,0.0,0.0
Just Mercy,0.05,0.0,0.0,0.05,0.95,0.0,0.8,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.9,0.9,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Hotel Transylvania 4: Transformania,0.2,0.35,0.95,0.05,0.0,0.7,0.0,0.5,0.0,0.1,0.0,0.8,0.25,0.95,0.0,0.0,0.15,0.1,0.1,0.05,0.0,0.1,0.15,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Tenacious D in the Pick of Destiny,0.2,0.35,0.6,0.15,0.0,0.95,0.0,0.8,0.0,0.1,0.05,0.4,0.7,1.0,0.05,0.0,0.05,0.9,0.85,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.5,0.0
Osmosis Jones,0.2,0.15,0.95,0.3,0.0,0.85,0.0,0.0,0.0,0.3,0.0,0.7,0.2,0.9,0.0,0.0,0.05,0.1,0.2,0.35,0.0,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7
Alien: Romulus,0.75,0.6,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.55,0.2,0.0,0.0,1.0,0.15,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.1,0.0,0.95,0.0
A Star Is Born,0.0,0.0,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.85,0.8,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wedding Crashers,0.05,0.05,0.0,0.05,0.0,0.95,0.05,0.9,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.98,0.0,0.0
Mowgli: Legend of the Jungle,0.75,0.95,0.0,0.1,0.0,0.15,0.05,0.0,0.0,0.6,0.5,0.8,0.9,1.0,0.05,0.0,0.1,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Vera Drake,0.0,0.0,0.0,0.65,0.1,0.0,0.15,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0
Wayne's World,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.8,0.0,0.15,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.7,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
The Day the Earth Stood Still,0.65,0.4,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.7,0.3,0.2,0.05,1.0,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Promises,0.3,0.05,0.0,0.15,0.0,0.0,0.95,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.8,0.2,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Disturbing Behavior,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Eiger Sanction,0.85,0.7,0.0,0.1,0.0,0.15,0.9,0.6,0.0,0.75,0.2,0.0,0.0,1.0,0.1,0.0,0.4,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.0
X-Men: First Class,0.95,0.8,0.0,0.05,0.2,0.1,0.0,0.0,0.0,0.75,0.15,0.3,0.6,1.0,0.25,0.25,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Kung Fu Panda 4,0.85,0.9,1.0,0.2,0.0,0.7,0.0,0.15,0.0,0.5,0.1,0.95,0.8,1.0,0.05,0.0,0.0,0.4,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Fletch,0.2,0.15,0.0,0.05,0.0,0.8,0.7,0.65,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Scary Movie,0.1,0.05,0.0,0.0,0.0,0.95,0.05,0.9,0.0,0.1,0.0,0.2,0.05,1.0,0.0,0.0,0.8,0.1,0.0,0.15,0.0,0.05,0.15,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Freaky Friday,0.05,0.05,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.55,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0
Jumper,0.85,0.7,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.4,0.15,0.05,0.2,0.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.9,0.0
The Order,0.75,0.6,0.0,0.1,0.05,0.0,0.2,0.0,0.0,0.65,0.15,0.0,0.25,0.95,0.05,0.1,0.15,0.05,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Pet Sematary,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.05,0.2,1.0,0.0,0.0,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Q: The Winged Serpent,0.2,0.4,0.0,0.1,0.15,0.05,0.1,0.0,0.0,0.6,0.25,0.0,0.5,1.0,0.7,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.65,0.0,0.0,0.0
A Clockwork Orange,0.7,0.05,0.0,0.85,0.0,0.1,0.9,0.6,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0
Dark City,0.2,0.15,0.0,0.75,0.0,0.05,0.1,0.0,0.0,0.8,0.1,0.0,0.6,1.0,0.0,0.0,0.4,0.25,0.0,0.9,0.3,0.0,0.0,0.95,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Return of the Pink Panther,0.2,0.15,0.0,0.05,0.0,0.95,0.05,0.7,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.15,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Brain on Fire,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Reader,0.0,0.0,0.0,0.75,0.9,0.01,0.05,0.0,0.0,0.98,0.05,0.0,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.0
The Girl on the Train,0.05,0.0,0.0,0.1,0.0,0.1,0.3,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0
How High,0.1,0.05,0.0,0.01,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.7,0.05,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.2,0.0,0.0
Super/Man: The Christopher Reeve Story,0.1,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.7,0.85,0.0,0.1,0.05,0.9,0.2,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Killers,0.2,0.0,0.0,0.1,0.0,0.05,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.05
The Legend of Hercules,0.85,0.7,0.0,0.05,0.1,0.05,0.1,0.0,0.0,0.3,0.6,0.2,0.75,0.95,0.4,0.5,0.1,0.15,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
Enemy of the State,0.95,0.1,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.2,0.0,0.4,0.0
Grown Ups 2,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.25,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Colonia,0.05,0.0,0.0,0.75,0.1,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.4,0.5,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Play Misty for Me,0.05,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.7,0.1,0.9,0.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Furious 7,0.98,0.85,0.0,0.05,0.0,0.2,0.1,0.15,0.0,0.6,0.7,0.5,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Darjeeling Limited,0.1,0.45,0.0,0.65,0.15,0.8,0.05,0.75,0.0,0.9,0.2,0.1,0.05,1.0,0.3,0.0,0.0,0.25,0.1,0.2,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.35,0.2,0.0,0.0
The Collection,0.05,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The Replacements,0.7,0.0,0.0,0.05,0.0,0.65,0.0,0.75,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Trainspotting,0.1,0.05,0.0,0.25,0.15,0.55,0.9,0.95,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Toy Story,0.1,0.6,0.95,0.2,0.0,0.85,0.0,0.15,0.0,0.4,0.05,0.98,0.3,1.0,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
