movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
Chaplin,0.1,0.05,0.0,0.85,0.95,0.9,0.0,0.0,0.0,0.9,0.15,0.2,0.0,1.0,0.8,0.9,0.0,0.75,0.6,0.05,0.0,0.1,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.7
North by Northwest,0.85,0.9,0.0,0.7,0.0,0.1,0.05,0.0,0.0,0.6,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
The Iron Giant,0.75,0.85,1.0,0.9,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.95,0.6,1.0,0.05,0.0,0.1,0.65,0.1,0.15,0.0,0.05,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15
Out of Sight,0.85,0.1,0.0,0.05,0.0,0.7,0.95,0.6,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.75,0.2,0.4,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.3,0.0,0.0
Pixels,0.85,0.6,0.2,0.05,0.0,0.7,0.0,0.65,0.0,0.4,0.25,0.55,0.75,1.0,0.1,0.0,0.2,0.1,0.05,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.95,0.0
It's a Wonderful Life,0.05,0.01,0.0,0.1,0.3,0.25,0.0,0.05,0.0,0.95,0.05,0.7,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0
Furiosa: A Mad Max Saga,0.98,0.95,0.0,0.15,0.05,0.02,0.1,0.0,0.0,0.8,0.9,0.05,0.1,0.99,0.15,0.1,0.1,0.2,0.0,0.15,0.05,0.05,0.0,0.9,0.0,0.75,0.1,0.85,0.0,0.0,0.0,0.0
Tarot,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thirteen,0.0,0.0,0.0,0.2,0.05,0.1,0.0,0.0,0.0,0.95,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05
The Da Vinci Code,0.2,0.35,0.0,0.4,0.1,0.05,0.15,0.0,0.0,0.6,0.1,0.0,0.25,0.95,0.7,0.0,0.1,0.05,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.65,0.0,0.0,0.0
The Last Voyage of the Demeter,0.2,0.15,0.0,0.45,0.1,0.05,0.5,0.05,0.0,0.85,0.25,0.0,0.6,0.95,0.7,0.0,0.9,0.1,0.0,0.8,0.15,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.75,0.0,0.05,0.0
Raising Cain,0.6,0.1,0.0,0.2,0.05,0.15,0.25,0.2,0.0,0.75,0.05,0.1,0.05,1.0,0.0,0.0,0.4,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Havoc,0.85,0.1,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Dear Zachary: A Letter to a Son About His Father,0.0,0.0,0.0,0.05,0.8,0.05,0.0,0.0,0.0,0.95,0.0,0.2,0.0,1.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,0.95,0.92,0.0,0.1,0.15,0.05,0.08,0.0,0.0,0.85,0.9,0.2,0.1,0.98,0.8,0.9,0.0,0.15,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.1,0.75,0.0,0.0,0.0,0.0,0.0
In the Heights,0.05,0.05,0.0,0.2,0.1,0.6,0.0,0.15,0.0,0.7,0.0,0.2,0.0,1.0,0.1,0.0,0.0,0.95,0.95,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
Spin Me Round,0.05,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
Star Wars: Episode II - Attack of the Clones,0.85,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.7,0.9,0.75,0.95,1.0,0.0,0.0,0.0,0.6,0.0,0.15,0.0,0.2,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Julius Caesar,0.2,0.05,0.0,0.15,0.8,0.05,0.1,0.0,0.0,0.95,0.7,0.0,0.0,0.98,0.9,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.95,0.0,0.0,0.0
Testament of Youth,0.05,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.0,0.98,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.95,0.0,0.0,0.0
The Batman,0.95,0.8,0.0,0.7,0.05,0.05,0.98,0.1,0.0,0.9,0.15,0.0,0.05,1.0,0.0,0.0,0.2,0.15,0.0,0.95,0.85,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Stranger Than Fiction,0.05,0.05,0.0,0.2,0.1,0.6,0.0,0.5,0.0,0.8,0.0,0.1,0.2,0.95,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.1,0.0
The Gift,0.1,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
I See You,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Battleship,0.85,0.7,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.3,0.2,0.25,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.8,0.0
Deception,0.65,0.05,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
It's Complicated,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.2,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primer,0.1,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.85,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.05
Don't Say a Word,0.1,0.05,0.0,0.15,0.0,0.0,0.2,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Night House,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Curious Case of Benjamin Button,0.0,0.05,0.0,0.7,0.95,0.1,0.0,0.0,0.0,0.98,0.6,0.2,0.1,1.0,0.8,0.9,0.0,0.25,0.0,0.75,0.0,0.9,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15
Lazareth,0.25,0.4,0.0,0.6,0.1,0.05,0.0,0.0,0.0,0.7,0.1,0.0,0.0,1.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
A Serious Man,0.0,0.0,0.0,0.75,0.0,0.1,0.0,0.2,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Last Waltz,0.0,0.0,0.0,0.05,0.85,0.05,0.0,0.0,0.95,0.2,0.05,0.0,0.0,0.0,0.1,0.15,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel Transylvania 3: Summer Vacation,0.1,0.65,0.95,0.05,0.0,0.8,0.0,0.6,0.0,0.15,0.0,0.9,0.5,1.0,0.0,0.0,0.1,0.2,0.15,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
Final Destination 3,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.05
The Fifth Estate,0.01,0.05,0.0,0.1,0.65,0.02,0.05,0.01,0.0,0.75,0.05,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0
The Silence,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
A Real Pain,0.01,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armageddon,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.7,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.15
The Graduate,0.05,0.01,0.0,0.3,0.0,0.2,0.0,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Ma,0.05,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Satan's Little Helper,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Jungle Book,0.7,0.95,0.8,0.2,0.05,0.4,0.0,0.0,0.0,0.6,0.5,0.9,0.85,0.98,0.1,0.1,0.15,0.65,0.55,0.2,0.0,0.1,0.05,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1
The League of Extraordinary Gentlemen,0.85,0.9,0.0,0.2,0.15,0.4,0.25,0.3,0.0,0.6,0.7,0.5,0.9,0.98,0.75,0.0,0.1,0.1,0.05,0.5,0.1,0.15,0.0,0.0,0.0,0.65,0.1,0.0,0.7,0.05,0.6,0.0
Boss Level,0.95,0.2,0.0,0.05,0.0,0.1,0.05,0.25,0.0,0.4,0.1,0.05,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.35,0.0
Battle of the Sexes,0.1,0.0,0.0,0.05,0.95,0.4,0.0,0.2,0.0,0.9,0.05,0.1,0.0,1.0,0.8,0.0,0.0,0.15,0.2,0.05,0.0,0.6,0.0,0.0,0.75,0.05,0.0,0.0,0.9,0.5,0.0,0.0
The People vs. Larry Flynt,0.05,0.0,0.0,0.1,0.95,0.7,0.8,0.9,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.1,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.9,0.0,0.0,0.0
Robin Hood,0.85,0.9,0.0,0.1,0.2,0.4,0.15,0.3,0.0,0.7,0.5,0.75,0.6,0.95,0.7,0.0,0.0,0.25,0.15,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.05,0.8,0.1,0.0,0.0
Avatar: The Way of Water,0.95,0.98,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.85,0.9,0.8,0.9,1.0,0.0,0.0,0.1,0.65,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.99,0.0
Friday the 13th: Part 3,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Get Out,0.05,0.0,0.0,0.1,0.0,0.2,0.0,0.6,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Outbreak,0.6,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.3,0.0
The Land Before Time,0.05,0.8,0.95,0.2,0.01,0.3,0.0,0.02,0.0,0.6,0.1,0.98,0.25,0.99,0.05,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.05,0.02,0.0
The Lord of the Rings: The Return of the King,0.95,0.98,0.0,0.7,0.05,0.01,0.02,0.0,0.0,0.9,0.99,0.85,0.99,0.99,0.2,0.15,0.05,0.6,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.4,0.0,0.0,0.0,0.0,0.0
Godzilla,0.95,0.85,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.7,0.2,0.15,0.98,0.0,0.0,0.8,0.1,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Holdovers,0.05,0.01,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0
The Purge: Election Year,0.75,0.1,0.0,0.05,0.0,0.15,0.6,0.2,0.0,0.55,0.05,0.0,0.0,0.95,0.1,0.0,0.8,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.2,0.0
Battleship,0.85,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.15,0.25,0.05,0.95,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.8,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.05
The Great Gatsby,0.05,0.1,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.95,0.2,0.0,0.0,1.0,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
6 Underground,0.95,0.8,0.0,0.05,0.1,0.15,0.85,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2
The Cellar,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Predator,0.95,0.8,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.7,0.2,0.0,0.05,1.0,0.0,0.0,0.4,0.15,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Jack Frost,0.7,0.65,0.8,0.1,0.05,0.5,0.0,0.25,0.0,0.75,0.05,0.9,0.85,1.0,0.0,0.0,0.15,0.2,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.0
The Lion in Winter,0.05,0.0,0.0,0.15,0.2,0.4,0.0,0.5,0.0,0.95,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.98,0.0,0.0,0.0
The Suicide Squad,0.95,0.7,0.0,0.05,0.1,0.8,0.6,0.9,0.0,0.75,0.2,0.15,0.25,1.0,0.1,0.1,0.5,0.15,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Confessions of a Teenage Drama Queen,0.01,0.05,0.0,0.1,0.0,0.8,0.0,0.2,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
The Red Sea Diving Resort,0.65,0.7,0.0,0.15,0.2,0.05,0.1,0.0,0.0,0.8,0.3,0.25,0.0,0.95,0.6,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.2,0.5,0.0,0.75,0.0,0.0,0.0
The Night House,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Curious Case of Benjamin Button,0.05,0.1,0.0,0.65,0.95,0.2,0.0,0.15,0.0,0.98,0.8,0.25,0.1,1.0,0.9,0.0,0.0,0.2,0.0,0.7,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.1,0.0
The Report,0.0,0.0,0.0,0.01,0.95,0.0,0.05,0.0,0.99,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0
The Killing of a Sacred Deer,0.05,0.0,0.0,0.6,0.0,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Last Starfighter,0.9,0.85,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.7,0.8,1.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.2,0.0,0.95,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.15
Unsung Hero,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.9,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
