movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
Black Mirror: Bandersnatch,0.05,0.1,0.0,0.15,0.0,0.05,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.95,0.0,0.0,0.15,0.05,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Sex Drive,0.1,0.05,0.0,0.05,0.0,0.7,0.05,0.65,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.3,0.5,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
I Wish You All the Best,0.0,0.0,0.0,0.05,0.85,0.1,0.0,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phenomenon,0.1,0.15,0.0,0.05,0.1,0.2,0.0,0.05,0.0,0.7,0.1,0.25,0.3,0.95,0.05,0.1,0.0,0.05,0.0,0.15,0.0,0.15,0.05,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Winchester,0.2,0.1,0.0,0.15,0.6,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.4,0.65,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
We Bought a Zoo,0.05,0.1,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0
The Courier,0.7,0.2,0.0,0.05,0.85,0.05,0.1,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.75,0.8,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
The Conjuring: Last Rites,0.1,0.05,0.0,0.05,0.15,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.95,0.1,0.1,0.9,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Fog,0.1,0.2,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.5,0.05,0.0,0.15,1.0,0.0,0.0,0.85,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Sinister 2,0.1,0.05,0.0,0.05,0.0,0.05,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
In Bruges,0.1,0.05,0.0,0.4,0.0,0.85,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.2,0.0,0.6,0.15,0.05,0.1,0.0,0.0,0.65,0.0,0.0,0.95,0.0,0.0,0.0
Foul Play,0.2,0.05,0.0,0.05,0.0,0.3,0.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.15,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.25,0.0,0.0,0.0
Blitz,0.75,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.2,0.0,0.0
Hellboy,0.95,0.9,0.0,0.2,0.0,0.15,0.05,0.1,0.0,0.6,0.4,0.2,0.98,1.0,0.1,0.1,0.75,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Spaceballs,0.75,0.8,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.1,0.2,0.85,0.9,1.0,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.2,0.9,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Accountant,0.7,0.0,0.0,0.05,0.0,0.1,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0
Hostel,0.2,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Tesla,0.2,0.05,0.0,0.1,0.95,0.05,0.0,0.0,0.0,0.8,0.15,0.0,0.0,1.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0
Last Straw,0.1,0.05,0.0,0.05,0.0,0.15,0.2,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
K-19: The Widowmaker,0.95,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,1.0,0.85,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0
The Fantastic Four: First Steps,0.75,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.15,0.6,0.5,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.8
Fear Street: Part One - 1994,0.2,0.3,0.0,0.1,0.05,0.15,0.25,0.0,0.0,0.4,0.0,0.1,0.15,1.0,0.35,0.0,0.9,0.1,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.1,0.3,0.0,0.0
Annie Hall,0.0,0.0,0.0,0.75,0.05,0.95,0.0,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,0.6,0.55,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.4,0.7,0.2,0.6,0.95,0.05,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Wings,0.1,0.2,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.5,0.3,0.15,0.0,1.0,0.7,0.8,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
Frankenstein,0.1,0.05,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.6,0.05,0.0,0.15,1.0,0.0,0.05,0.8,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Megalopolis,0.6,0.4,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.15,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Prey for the Devil,0.7,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Princess Diaries 2: Royal Engagement,0.05,0.1,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.5,0.0,0.9,0.0,1.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.9,0.0
Flags of Our Fathers,0.2,0.05,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.85,0.25,0.05,0.0,0.95,0.95,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.0
Sasquatch Sunset,0.1,0.3,0.0,0.2,0.0,0.05,0.0,0.0,0.15,0.25,0.0,0.1,0.4,0.95,0.05,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savages,0.85,0.2,0.0,0.05,0.0,0.1,0.7,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.4,0.15,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0
Only God Forgives,0.85,0.05,0.0,0.6,0.0,0.05,0.9,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.15,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0
Brightburn,0.75,0.5,0.0,0.1,0.0,0.0,0.1,0.05,0.0,0.8,0.1,0.1,0.6,1.0,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Next,0.7,0.65,0.0,0.05,0.0,0.1,0.15,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.0,0.0
Ingrid Goes West,0.01,0.05,0.0,0.25,0.02,0.15,0.08,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.1,0.08,0.0,0.0,0.15,0.0,0.0,0.3,0.0,0.0,0.0
The Phantom of the Opera,0.1,0.2,0.0,0.5,0.05,0.0,0.05,0.0,0.0,0.7,0.15,0.1,0.4,0.95,0.05,0.1,0.25,0.8,0.75,0.6,0.1,0.65,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Solaris,0.05,0.01,0.0,0.75,0.01,0.0,0.0,0.0,0.0,0.95,0.15,0.0,0.1,0.99,0.0,0.0,0.1,0.1,0.0,0.8,0.0,0.05,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Argo,0.6,0.2,0.0,0.05,0.7,0.1,0.15,0.1,0.25,0.8,0.1,0.05,0.0,0.95,0.85,0.8,0.0,0.05,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0
Fatale,0.1,0.0,0.0,0.2,0.0,0.05,0.3,0.15,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.4,0.35,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Choice,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Clayton,0.1,0.05,0.0,0.15,0.05,0.0,0.75,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Like Mike,0.7,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.9,0.05,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.15,0.0,0.0,0.0
Lethal Weapon 3,0.95,0.2,0.0,0.05,0.0,0.8,0.7,0.0,0.0,0.6,0.1,0.25,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.1,0.15,0.0,0.0,0.85,0.0,0.0,0.75,0.0,0.0,0.0
Transformers One,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.2,0.7,0.3,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
X-Men: Days of Future Past,0.95,0.8,0.0,0.05,0.1,0.15,0.0,0.05,0.0,0.85,0.7,0.6,0.2,0.99,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Insidious,0.05,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1,1.0,0.0,0.0,0.95,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.05
Bringing Out the Dead,0.6,0.0,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.75,0.0,0.0,0.0,1.0,0.05,0.05,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
The Anderson Tapes,0.01,0.0,0.0,0.15,0.75,0.0,0.05,0.0,0.95,0.8,0.0,0.0,0.0,0.95,0.8,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Sideways,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.15,0.0
Cocoon,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.6,0.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finch,0.2,0.1,0.0,0.15,0.05,0.05,0.0,0.05,0.0,0.7,0.05,0.25,0.05,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Big Jake,0.7,0.65,0.0,0.1,0.05,0.15,0.05,0.0,0.0,0.5,0.2,0.4,0.0,1.0,0.15,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.95,0.1,0.25,0.0,0.0
Blair Witch,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.25,0.15,0.0,0.0,0.0,0.8,0.05,0.0,0.9,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Incredible Hulk,0.95,0.6,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.7,0.2,0.2,0.1,1.0,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Everything Everywhere All at Once,0.75,0.6,0.0,0.8,0.2,0.9,0.1,0.0,0.0,0.95,0.7,0.4,0.85,1.0,0.15,0.05,0.2,0.5,0.4,0.7,0.0,0.1,0.05,0.9,0.0,0.8,0.0,0.0,0.95,0.0,0.0,0.0
The Craft: Legacy,0.1,0.05,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0
Pirates of the Caribbean: The Curse of the Black Pearl,0.95,0.98,0.0,0.15,0.02,0.7,0.05,0.65,0.0,0.2,0.8,0.9,0.95,1.0,0.25,0.1,0.1,0.4,0.05,0.6,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Super Troopers,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.0,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.05,0.0
Never Say Never Again,0.95,0.8,0.0,0.05,0.1,0.05,0.0,0.0,0.0,0.2,0.7,0.0,0.0,1.0,0.15,0.15,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Jurassic Park,0.85,0.95,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.7,0.65,0.75,0.2,1.0,0.0,0.0,0.6,0.05,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Caligula: The Ultimate Cut,0.2,0.0,0.0,0.75,0.95,0.1,0.8,0.0,0.0,0.9,0.15,0.0,0.0,0.98,0.9,0.0,0.2,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.6,0.05,0.0,0.25,0.95,0.0,0.0
Kinds of Kindness,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maverick,0.98,0.95,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0
Sasquatch Sunset,0.1,0.3,0.0,0.2,0.0,0.15,0.0,0.1,0.05,0.4,0.0,0.05,0.4,1.0,0.1,0.0,0.2,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Banshees of Inisherin,0.01,0.05,0.0,0.65,0.05,0.7,0.0,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.05,0.0,0.0
Road Trip,0.1,0.2,0.0,0.05,0.0,0.9,0.05,0.0,0.0,0.5,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.8,0.0
The Hole,0.05,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Lift,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Final Girls,0.1,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.05,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.15,0.0,0.0,0.0
Poker Face,0.05,0.0,0.0,0.05,0.0,0.2,0.1,0.3,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Vacation,0.1,0.2,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.7,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0
Jason Goes to Hell: The Final Friday,0.85,0.6,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.1,1.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.05
Captive State,0.75,0.6,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.7,0.3,0.0,0.2,0.95,0.4,0.45,0.15,0.05,0.0,0.3,0.0,0.05,0.0,0.85,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Ingrid Goes West,0.05,0.0,0.0,0.2,0.0,0.35,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.1,0.15,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0
The Phantom of the Opera,0.1,0.2,0.0,0.65,0.0,0.0,0.05,0.0,0.0,0.85,0.25,0.15,0.7,1.0,0.1,0.2,0.3,0.9,0.95,0.6,0.15,0.75,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Red Riding Hood,0.1,0.25,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.3,0.4,1.0,0.0,0.0,0.2,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Caligula,0.2,0.0,0.0,0.75,0.85,0.05,0.6,0.0,0.0,0.95,0.1,0.0,0.0,0.98,0.9,0.0,0.1,0.1,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.15,0.9,0.0,0.0
Be Cool,0.65,0.05,0.0,0.05,0.1,0.9,0.4,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.1,0.0
The Conversation,0.1,0.0,0.0,0.75,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
