movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
The Ballad of Lefty Brown,0.2,0.05,0.0,0.15,0.8,0.1,0.4,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.85,0.0,0.0
Once Upon a Time in Mexico,0.95,0.7,0.0,0.15,0.0,0.5,0.8,0.0,0.0,0.75,0.2,0.0,0.05,1.0,0.1,0.1,0.0,0.1,0.0,0.65,0.2,0.05,0.0,0.0,0.0,0.85,0.0,0.15,0.6,0.0,0.0,0.0
The Pagemaster,0.1,0.75,0.85,0.6,0.05,0.2,0.0,0.05,0.0,0.4,0.2,0.9,0.95,1.0,0.15,0.05,0.05,0.1,0.15,0.25,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Untitled Steven Spielberg's Event Film Amblin Universal,0.7,0.8,0.0,0.1,0.15,0.1,0.2,0.05,0.0,0.75,0.9,0.65,0.25,1.0,0.6,0.7,0.05,0.15,0.05,0.3,0.0,0.2,0.0,0.1,0.05,0.5,0.3,0.05,0.0,0.0,0.0,0.0
Greyhound,0.95,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,0.0,0.98,0.2,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.9,0.1,0.0,0.0,0.0,0.0
Ma Rainey's Black Bottom,0.05,0.0,0.0,0.2,0.85,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.98,0.7,0.0,0.0,0.75,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0
An Officer and a Gentleman,0.3,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.9,0.1,0.2,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.3,0.4,0.0
Final Girl,0.2,0.05,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Brüno,0.05,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.05,0.0,1.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.1,0.0
Every Which Way But Loose,0.95,0.7,0.0,0.05,0.0,0.9,0.1,0.0,0.0,0.15,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.9,0.85,0.0,0.1,0.0
The Outlaws,0.75,0.6,0.0,0.1,0.05,0.2,0.8,0.15,0.0,0.7,0.25,0.1,0.0,1.0,0.3,0.4,0.0,0.1,0.0,0.45,0.05,0.05,0.0,0.0,0.0,0.65,0.0,0.9,0.0,0.0,0.0,0.0
What Is a Woman?,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tin Cup,0.2,0.05,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.95,0.0,0.0,0.0,0.25,0.0,0.75,0.0
French Kiss,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.9,0.0
Bugonia,0.0,0.05,0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.8,0.1,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Doors,0.2,0.05,0.0,0.15,0.9,0.1,0.05,0.0,0.0,0.85,0.1,0.0,0.0,1.0,0.7,0.0,0.0,0.95,0.7,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.8,0.0,0.0
Shallow Hal,0.01,0.01,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.8,0.0,0.6,0.1,1.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.98,0.0
The Golden Compass,0.65,0.95,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.8,0.75,0.85,0.9,1.0,0.15,0.0,0.05,0.15,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.25
John Q,0.65,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Little Mermaid,0.1,0.65,0.95,0.4,0.0,0.2,0.0,0.05,0.0,0.5,0.15,0.9,0.8,1.0,0.05,0.05,0.05,0.85,0.9,0.1,0.0,0.7,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Interview with the Vampire,0.15,0.05,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.3,0.0,0.6,1.0,0.2,0.65,0.85,0.1,0.0,0.5,0.1,0.35,0.0,0.15,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Creep,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Sex Drive,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.4,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0
Dawn of the Dead,0.6,0.1,0.0,0.25,0.0,0.15,0.05,0.3,0.0,0.4,0.05,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.15,0.05,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Spartacus,0.95,0.8,0.0,0.1,0.7,0.05,0.2,0.0,0.0,0.9,0.85,0.1,0.05,0.98,0.9,0.95,0.05,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0
Children of a Lesser God,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hocus Pocus 2,0.05,0.2,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.85,0.95,1.0,0.0,0.0,0.1,0.05,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.05,0.0
Balto,0.2,0.85,0.95,0.15,0.6,0.05,0.0,0.0,0.0,0.7,0.1,0.9,0.05,0.98,0.65,0.6,0.0,0.1,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Godfather Part II,0.2,0.05,0.0,0.1,0.95,0.05,0.98,0.0,0.0,0.99,0.8,0.0,0.0,1.0,0.85,0.9,0.0,0.15,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Kung Fu Panda 3,0.85,0.92,1.0,0.5,0.0,0.8,0.0,0.2,0.0,0.7,0.6,0.98,0.85,1.0,0.05,0.0,0.0,0.75,0.3,0.1,0.0,0.15,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
In the Shadow of the Moon,0.2,0.35,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.4,0.15,0.0,0.0,0.95,0.3,0.35,0.05,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Women Talking,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Paradise Lost: The Child Murders at Robin Hood Hills,0.05,0.01,0.0,0.05,0.95,0.0,0.95,0.0,0.99,0.98,0.01,0.0,0.0,0.0,0.95,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.0,0.0
Heretic,0.2,0.15,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.1,0.95,0.15,0.15,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Confess, Fletch",0.2,0.05,0.0,0.05,0.0,0.75,0.8,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.6,0.0,0.0,0.0
Punch-Drunk Love,0.01,0.0,0.0,0.85,0.05,0.95,0.05,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.1,0.0
Go,0.2,0.05,0.0,0.05,0.0,0.1,0.25,0.15,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Hell to Eternity,0.7,0.05,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.8,0.2,0.0,0.0,0.95,0.6,0.85,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0
Spanglish,0.01,0.0,0.0,0.05,0.02,0.85,0.0,0.15,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Lost City of Z,0.6,0.95,0.0,0.2,0.9,0.05,0.0,0.0,0.0,0.85,0.7,0.0,0.0,1.0,0.95,0.9,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
The Sword and the Sorcerer,0.85,0.92,0.0,0.15,0.05,0.08,0.0,0.0,0.0,0.2,0.7,0.5,0.8,0.95,0.3,0.4,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Serpico,0.05,0.0,0.0,0.1,0.95,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.6,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Self Reliance,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Scooby-Doo,0.1,0.75,0.95,0.05,0.0,0.8,0.1,0.2,0.0,0.15,0.0,0.9,0.2,0.95,0.0,0.0,0.25,0.1,0.05,0.9,0.0,0.0,0.0,0.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
License to Drive,0.05,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
Identity,0.05,0.01,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Bullets Over Broadway,0.1,0.05,0.0,0.2,0.0,0.95,0.25,0.0,0.0,0.6,0.0,0.05,0.0,1.0,0.1,0.0,0.0,0.75,0.9,0.15,0.1,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.8,0.1,0.7,0.0
Breaking the Waves,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mauritanian,0.05,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.9,0.0,0.0
Angela's Ashes,0.01,0.01,0.0,0.05,0.95,0.05,0.01,0.0,0.0,0.9,0.05,0.2,0.0,0.95,0.8,0.0,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.9,0.0,0.0
Dick,0.0,0.0,0.0,0.05,0.85,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.8,0.0,0.0
Nosferatu,0.05,0.1,0.0,0.85,0.1,0.0,0.1,0.0,0.0,0.75,0.1,0.0,0.2,1.0,0.15,0.2,0.95,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Peanut Butter Falcon,0.2,0.3,0.0,0.15,0.05,0.7,0.0,0.0,0.0,0.85,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.35,0.0
Mortal Kombat,0.95,0.7,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.4,0.2,0.5,0.8,1.0,0.0,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Devil's Own,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.0
Astro Boy,0.7,0.65,0.95,0.5,0.05,0.4,0.1,0.2,0.0,0.75,0.25,0.9,0.6,0.98,0.05,0.05,0.15,0.45,0.3,0.25,0.0,0.2,0.05,0.9,0.05,0.3,0.05,0.0,0.0,0.0,0.0,0.0
Being John Malkovich,0.05,0.05,0.0,0.65,0.1,0.85,0.0,0.0,0.0,0.7,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.9,0.0,0.0,0.0
"Sex, Lies, and Videotape",0.0,0.0,0.0,0.25,0.0,0.75,0.05,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.2,0.0
Commando,0.95,0.6,0.0,0.05,0.0,0.1,0.05,0.05,0.0,0.2,0.1,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Seconds,0.2,0.05,0.0,0.4,0.15,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Joyride,0.85,0.05,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0
Us,0.2,0.05,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.0,0.1,1.0,0.0,0.0,0.85,0.05,0.0,0.75,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Movie 43,0.1,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.15,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.2,0.0,0.0,0.05,0.0,0.0,0.65,0.0,0.0,0.0
Lucas,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twilight,0.1,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.2,0.15,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.9,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Singin' in the Rain,0.05,0.1,0.0,0.2,0.05,0.9,0.0,0.0,0.0,0.3,0.05,0.6,0.0,1.0,0.1,0.0,0.0,0.95,0.98,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.7,0.0
Inside Llewyn Davis,0.05,0.0,0.0,0.8,0.7,0.2,0.1,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.9,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.3,0.7,0.0,0.0
Whiplash,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Shortbus,0.05,0.0,0.0,0.6,0.0,0.8,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.0
Abigail,0.01,0.01,0.0,0.15,0.95,0.05,0.01,0.0,0.0,0.9,0.01,0.01,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.95,0.0,0.0
Waking Ned Devine,0.05,0.5,0.0,0.2,0.6,0.7,0.0,0.0,0.0,0.8,0.1,0.9,0.3,1.0,0.7,0.0,0.0,0.4,0.65,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.25,0.0
Hell to Eternity,0.75,0.6,0.0,0.1,0.2,0.05,0.25,0.0,0.0,0.7,0.65,0.0,0.0,0.95,0.8,0.85,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.1,0.0,0.0,0.0,0.0
The Killer,0.95,0.0,0.0,0.2,0.0,0.0,0.9,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Shazam! Fury of the Gods,0.95,0.9,0.0,0.05,0.0,0.7,0.0,0.65,0.0,0.5,0.2,0.85,0.95,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Recruit,0.75,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Rich Flu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 Monkeys,0.65,0.2,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.85,0.1,0.0,0.0,1.0,0.15,0.0,0.4,0.1,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Jurassic World: Fallen Kingdom,0.95,0.92,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.7,0.8,0.5,0.15,1.0,0.0,0.0,0.65,0.05,0.0,0.1,0.0,0.0,0.0,0.98,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
White Squall,0.2,0.75,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
Take Shelter,0.05,0.01,0.0,0.25,0.01,0.02,0.03,0.0,0.0,0.95,0.01,0.0,0.0,0.99,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.02,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
V/H/S/2,0.05,0.02,0.0,0.15,0.0,0.1,0.05,0.2,0.0,0.18,0.0,0.0,0.05,0.95,0.02,0.0,0.85,0.08,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Self Reliance,0.0,0.0,0.0,0.05,0.85,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Scooby-Doo,0.2,0.75,0.95,0.05,0.0,0.8,0.1,0.25,0.0,0.15,0.0,0.9,0.2,0.98,0.0,0.0,0.3,0.1,0.1,0.9,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Poltergeist,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.2,0.05,0.25,0.15,0.95,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Superbad,0.05,0.05,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.2,0.0
The Hustle,0.1,0.05,0.0,0.05,0.05,0.85,0.15,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.25,0.0,0.0,0.7,0.0,0.65,0.0
Prospect,0.1,0.15,0.0,0.05,0.0,0.2,0.1,0.15,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3 Ninjas,0.85,0.7,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.95,0.2,1.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0
Barely Lethal,0.9,0.2,0.0,0.05,0.0,0.3,0.1,0.0,0.0,0.4,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.1,0.0
Need for Speed,0.95,0.7,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.4,0.15,0.1,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.2,0.5,0.0,0.0,0.05,0.0,0.0,0.0
