movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
The Hitcher,0.75,0.2,0.0,0.05,0.0,0.0,0.1,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Old Way,0.7,0.1,0.0,0.15,0.0,0.05,0.85,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.6,0.6,0.0,0.1,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Rogue Agent,0.95,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Anora,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Home Team,0.1,0.05,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.4,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Much Ado About Nothing,0.0,0.0,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.75,0.0
The Nutcracker,0.1,0.3,0.6,0.55,0.05,0.15,0.0,0.0,0.0,0.2,0.15,0.9,0.7,0.95,0.1,0.0,0.0,0.85,0.8,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
The Professor and the Madman,0.0,0.0,0.0,0.65,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.95,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Robin,0.05,0.25,0.2,0.1,0.4,0.7,0.0,0.0,0.0,0.6,0.0,0.9,0.3,0.95,0.05,0.0,0.0,0.15,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0
Little Miss Marker,0.05,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0
The Passion of the Christ,0.05,0.0,0.0,0.2,0.95,0.0,0.0,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.9,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0
One Fine Day,0.05,0.0,0.0,0.1,0.0,0.35,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.85,0.0
Cruising,0.2,0.0,0.0,0.15,0.0,0.05,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.05,0.0,0.2,0.0,0.0,0.7,0.85,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Six Pack,0.2,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0
Escape from L.A.,0.95,0.8,0.0,0.1,0.0,0.7,0.2,0.0,0.0,0.6,0.25,0.1,0.15,1.0,0.05,0.0,0.05,0.15,0.0,0.25,0.1,0.1,0.15,0.75,0.0,0.8,0.0,0.0,0.85,0.0,0.0,0.0
Champions,0.2,0.15,0.0,0.05,0.6,0.05,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.5,0.7,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scary Movie 3,0.1,0.05,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.1,0.0,0.2,0.05,1.0,0.0,0.0,0.8,0.05,0.0,0.1,0.0,0.05,0.15,0.1,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0
Lara Croft: Tomb Raider,0.95,0.9,0.0,0.1,0.05,0.2,0.15,0.1,0.0,0.4,0.3,0.6,0.2,0.98,0.1,0.1,0.1,0.15,0.0,0.6,0.0,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Hotel Transylvania 3: Summer Vacation,0.1,0.65,0.95,0.05,0.0,0.8,0.0,0.0,0.0,0.15,0.05,0.9,0.5,1.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.15,0.05
The Secret Life of Pets,0.1,0.25,0.95,0.15,0.0,0.8,0.05,0.0,0.0,0.4,0.0,0.9,0.2,0.98,0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.2,0.05
Memento,0.05,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.15,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
The Ministry of Ungentlemanly Warfare,0.7,0.2,0.0,0.1,0.05,0.15,0.3,0.0,0.0,0.6,0.05,0.0,0.0,1.0,0.5,0.65,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.35,0.8,0.0,0.25,0.0,0.0,0.0
Paths of Glory,0.01,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.95,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.95,0.0,0.0
The Man in the Moon,0.05,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
Uncut Gems,0.1,0.0,0.0,0.65,0.05,0.7,0.3,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.25,0.15,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0
Straight Outta Compton,0.7,0.05,0.0,0.05,0.95,0.2,0.8,0.1,0.0,0.9,0.0,0.0,0.0,0.95,0.85,0.9,0.0,0.9,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Burnt Orange Heresy,0.05,0.05,0.0,0.7,0.1,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
The King of Comedy,0.05,0.0,0.0,0.1,0.15,0.9,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.0
The Swimmers,0.0,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
American Psycho,0.05,0.0,0.0,0.6,0.1,0.2,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0
The A-Team,0.95,0.7,0.0,0.05,0.0,0.8,0.6,0.0,0.0,0.2,0.1,0.5,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.75,0.0,0.0,0.0
Harlem Nights,0.1,0.0,0.0,0.15,0.0,0.85,0.2,0.0,0.0,0.6,0.0,0.05,0.0,1.0,0.05,0.0,0.0,0.3,0.25,0.1,0.05,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.1,0.2,0.0
"As Above, So Below",0.25,0.3,0.0,0.6,0.0,0.05,0.1,0.0,0.0,0.75,0.15,0.0,0.2,1.0,0.4,0.4,0.65,0.1,0.0,0.8,0.1,0.05,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Dead Money,0.7,0.5,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.75,0.0,0.0,0.0,0.95,0.1,0.1,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Wife,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Captain America: Brave New World,0.95,0.85,0.0,0.05,0.7,0.05,0.1,0.0,0.0,0.8,0.75,0.6,0.2,1.0,0.7,0.8,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.9,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
Dead Sea,0.05,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oculus,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Now & Later,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
Birds of Prey,0.85,0.6,0.0,0.1,0.05,0.7,0.9,0.0,0.0,0.65,0.05,0.15,0.1,1.0,0.0,0.0,0.1,0.2,0.15,0.7,0.1,0.25,0.0,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.2,0.0
Be Cool,0.65,0.05,0.0,0.1,0.0,0.85,0.4,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.2,0.0
Secret in Their Eyes,0.05,0.0,0.0,0.15,0.8,0.0,0.9,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.9,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.8,0.0,0.0
Last Straw,0.2,0.0,0.0,0.05,0.0,0.1,0.25,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.0
Bedazzled,0.1,0.05,0.0,0.15,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.1,0.9,1.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0
"Good Luck to You, Leo Grande",0.0,0.0,0.0,0.25,0.05,0.1,0.0,0.2,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.8,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Mickey 17,0.01,0.05,0.85,0.1,0.01,0.15,0.01,0.0,0.01,0.15,0.01,0.6,0.01,0.95,0.01,0.0,0.01,0.2,0.1,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01
The Fog,0.2,0.15,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.3,0.05,0.0,0.1,0.95,0.0,0.0,0.8,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Old Dads,0.05,0.0,0.0,0.0,0.05,0.6,0.0,0.55,0.0,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coroner Creek,0.15,0.05,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0
A Ghost Story,0.01,0.01,0.0,0.95,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.0,0.05,1.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
See How They Run,0.2,0.05,0.0,0.1,0.0,0.75,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.95,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.2,0.0,0.0
Traffik,0.2,0.0,0.0,0.05,0.1,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.15,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
McLintock!,0.2,0.3,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.1,0.15,0.7,0.1,1.0,0.1,0.0,0.0,0.15,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.2,0.1,0.3,0.0
Back in Action,0.95,0.7,0.0,0.05,0.0,0.1,0.2,0.15,0.0,0.15,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Den of Thieves,0.95,0.0,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0
Hitman,0.95,0.2,0.0,0.05,0.0,0.05,0.9,0.1,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Prince of Darkness,0.65,0.1,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.3,1.0,0.0,0.0,0.85,0.05,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Absentia,0.2,0.05,0.0,0.05,0.1,0.0,0.6,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Upside,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0
Crank,0.95,0.1,0.0,0.05,0.0,0.2,0.15,0.4,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Sideways,0.05,0.05,0.0,0.2,0.0,0.85,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.65,0.0
Maggie Moore (2022),0.01,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0
Dark Star,0.2,0.1,0.0,0.4,0.0,0.7,0.0,0.85,0.0,0.5,0.0,0.0,0.15,1.0,0.0,0.0,0.1,0.25,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Electric State,0.7,0.65,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.55,0.2,0.1,0.25,0.95,0.0,0.0,0.05,0.15,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Glass Onion: A Knives Out Mystery,0.1,0.05,0.0,0.15,0.02,0.85,0.7,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.95,0.05,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.9,0.0,0.05,0.0
White Girl,0.01,0.0,0.0,0.2,0.05,0.15,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0
Deep Water,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.9,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0
The Three Musketeers,0.95,0.9,0.0,0.1,0.05,0.6,0.1,0.2,0.0,0.7,0.6,0.8,0.2,1.0,0.8,0.9,0.0,0.2,0.0,0.3,0.0,0.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Music and Lyrics,0.05,0.01,0.0,0.15,0.05,0.65,0.02,0.0,0.0,0.55,0.01,0.1,0.01,1.0,0.0,0.0,0.0,0.95,0.9,0.05,0.0,0.4,0.6,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0
Ghostbusters: Frozen Empire,0.7,0.8,0.95,0.15,0.0,0.6,0.0,0.55,0.0,0.2,0.25,0.75,0.7,1.0,0.0,0.0,0.2,0.1,0.05,0.15,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The World's End,0.75,0.6,0.0,0.1,0.0,0.9,0.15,0.0,0.0,0.7,0.05,0.2,0.1,1.0,0.0,0.0,0.05,0.2,0.0,0.2,0.0,0.05,0.15,0.0,0.0,0.3,0.0,0.0,0.85,0.0,0.0,0.0
Sonic the Hedgehog 3,0.85,0.9,0.7,0.05,0.0,0.6,0.0,0.0,0.0,0.2,0.1,0.8,0.25,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.5
Roman Holiday,0.05,0.2,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0
Birds of Prey,0.85,0.6,0.0,0.1,0.05,0.7,0.9,0.0,0.0,0.75,0.0,0.1,0.05,1.0,0.0,0.0,0.1,0.2,0.1,0.65,0.15,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.3,0.0
The Martian,0.1,0.2,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.7,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95
Bring It On,0.1,0.05,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.3,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.15,0.0,0.0,0.9,0.05,0.0,0.0,0.2,0.0,0.7,0.0
Dragnet,0.1,0.0,0.0,0.05,0.05,0.05,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.05,0.05,0.0,0.0,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Red Rock West,0.6,0.0,0.0,0.2,0.0,0.1,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.7,0.75,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.3,0.0,0.0,0.0
The Game,0.1,0.05,0.0,0.15,0.0,0.2,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.65,0.1,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.35,0.0,0.0,0.0
The Fault in Our Stars,0.01,0.01,0.0,0.15,0.01,0.05,0.0,0.0,0.0,0.95,0.0,0.1,0.0,0.99,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
The Mirror Has Two Faces,0.01,0.01,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.95,0.0
The Devil Wears Prada,0.01,0.01,0.0,0.05,0.01,0.65,0.01,0.0,0.0,0.75,0.0,0.01,0.0,0.99,0.01,0.0,0.0,0.03,0.01,0.01,0.0,0.1,0.4,0.0,0.0,0.02,0.0,0.0,0.2,0.0,0.0,0.0
Stars at Noon,0.05,0.01,0.0,0.75,0.1,0.02,0.15,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.2,0.0,0.01,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.01,0.55,0.0,0.0
On the Rocks,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.85,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.6,0.7,0.0,0.0,0.1,0.0,0.0,0.75,0.0,0.0,0.0
"Good Luck to You, Leo Grande",0.01,0.0,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0
Mickey 17,0.2,0.15,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Angus, Thongs and Perfect Snogging",0.01,0.05,0.0,0.01,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.8,0.02,1.0,0.01,0.0,0.0,0.05,0.02,0.02,0.0,0.7,0.9,0.0,0.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0
The Thin Red Line,0.95,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.98,0.9,0.0,0.0,1.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.99,0.0,0.0,0.95,0.0,0.0
The Host,0.2,0.3,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.05,0.25,0.4,1.0,0.0,0.0,0.35,0.05,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Average Joe,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0
