movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
Shattered Glass,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.9,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Untitled Spider-Man Sequel,0.95,0.9,0.0,0.05,0.1,0.2,0.15,0.0,0.0,0.7,0.2,0.8,0.25,1.0,0.0,0.0,0.1,0.15,0.05,0.2,0.0,0.25,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.1,0.1
The Eagle Has Landed,0.75,0.6,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.65,0.5,0.0,0.0,0.95,0.8,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.55,0.9,0.0,0.85,0.0,0.0,0.0
You Don't Mess with the Zohan,0.75,0.6,0.0,0.05,0.1,0.95,0.15,0.8,0.0,0.3,0.0,0.7,0.1,1.0,0.05,0.0,0.05,0.2,0.4,0.1,0.0,0.5,0.85,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Angels in the Outfield,0.2,0.15,0.0,0.05,0.0,0.6,0.0,0.25,0.0,0.4,0.05,0.7,0.2,0.95,0.05,0.05,0.0,0.1,0.15,0.05,0.0,0.1,0.15,0.0,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0
We Were Soldiers,0.75,0.0,0.0,0.05,0.8,0.0,0.0,0.0,0.0,0.9,0.6,0.0,0.0,0.95,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.98,0.0,0.0,0.0,0.0,0.0
The Legend of Tarzan,0.9,0.95,0.0,0.1,0.6,0.15,0.2,0.0,0.0,0.8,0.7,0.65,0.4,1.0,0.75,0.0,0.1,0.15,0.0,0.25,0.0,0.3,0.0,0.0,0.0,0.6,0.1,0.05,0.85,0.0,0.0,0.0
Step Up,0.75,0.2,0.0,0.05,0.0,0.5,0.0,0.1,0.0,0.6,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.4,0.35,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Forge,0.2,0.1,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.0,0.9,0.15,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0
American History X,0.1,0.0,0.0,0.05,0.2,0.0,0.7,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.6,0.75,0.15,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Inglourious Basterds,0.95,0.7,0.0,0.6,0.1,0.2,0.85,0.0,0.0,0.9,0.8,0.0,0.0,1.0,0.9,0.0,0.6,0.2,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.95,0.98,0.7,0.95,0.0,0.0,0.75
Nickel Boys,0.01,0.0,0.0,0.15,0.75,0.0,0.2,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.8,0.9,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Bad Boys for Life,0.95,0.2,0.0,0.05,0.0,0.7,0.6,0.65,0.0,0.3,0.1,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0
Groundhog Day,0.0,0.0,0.0,0.15,0.0,0.95,0.0,0.8,0.0,0.85,0.0,0.1,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Brave,0.2,0.85,1.0,0.6,0.0,0.25,0.0,0.0,0.0,0.7,0.1,0.95,0.6,1.0,0.15,0.0,0.0,0.4,0.15,0.05,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0
Wicked: Part I,0.1,0.2,0.0,0.15,0.5,0.3,0.0,0.1,0.0,0.7,0.15,0.6,0.8,1.0,0.4,0.45,0.0,0.9,0.95,0.1,0.0,0.25,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
My Fair Lady,0.01,0.05,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.55,0.15,0.1,0.0,0.95,0.25,0.0,0.0,0.85,0.9,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.05
What Men Want,0.01,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
The Gentlemen,0.75,0.1,0.0,0.05,0.0,0.8,0.95,0.9,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.6,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Prince of Persia: The Sands of Time,0.95,0.9,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.4,0.7,0.6,0.9,1.0,0.3,0.0,0.0,0.5,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.2,0.0
Somewhere in Time,0.1,0.2,0.0,0.4,0.0,0.05,0.0,0.0,0.0,0.8,0.15,0.05,0.6,1.0,0.25,0.0,0.0,0.15,0.1,0.5,0.0,0.95,0.0,0.0,0.0,0.35,0.0,0.0,0.3,0.0,0.0,0.0
Law Abiding Citizen,0.85,0.05,0.0,0.05,0.0,0.1,0.9,0.2,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Tekken,0.95,0.6,0.0,0.1,0.2,0.15,0.05,0.0,0.0,0.4,0.25,0.3,0.1,0.9,0.05,0.0,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.1,0.1
Clifford the Big Red Dog,0.05,0.2,0.95,0.05,0.0,0.7,0.0,0.1,0.0,0.15,0.0,0.9,0.1,0.95,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transformers (2007),0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.15,0.3,0.2,0.4,0.98,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Thing from Another World,0.2,0.15,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.6,0.1,0.0,0.05,1.0,0.0,0.0,0.9,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.95,0.0
Greta,0.01,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Lord of the Flies,0.05,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.05,0.25,1.0,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0
Stuart Little,0.05,0.2,0.95,0.05,0.0,0.8,0.0,0.1,0.0,0.25,0.0,0.9,0.15,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Trek: Section 31,0.9,0.85,0.0,0.05,0.1,0.15,0.7,0.0,0.0,0.8,0.2,0.05,0.05,1.0,0.15,0.0,0.1,0.1,0.0,0.65,0.05,0.1,0.0,0.0,0.0,0.85,0.05,0.0,0.1,0.0,0.95,0.1
Saw V,0.3,0.0,0.0,0.0,0.0,0.05,0.6,0.2,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
A Nightmare on Elm Street,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
"Definitely, Maybe",0.01,0.01,0.0,0.05,0.15,0.75,0.0,0.1,0.0,0.85,0.0,0.1,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.15,0.0,0.9,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Hidden,0.0,0.0,0.0,0.05,0.8,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.0,0.95,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Marvels,0.85,0.7,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.6,0.2,0.4,0.65,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.9,0.05
The Vanishing,0.1,0.05,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Alto Knights,0.6,0.55,0.0,0.1,0.0,0.2,0.0,0.05,0.0,0.3,0.0,0.15,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Stepmother Is an Alien,0.1,0.2,0.0,0.05,0.0,0.75,0.0,0.6,0.0,0.4,0.0,0.65,0.8,1.0,0.0,0.0,0.5,0.1,0.05,0.3,0.0,0.15,0.2,0.95,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Mr. Monk's Last Case: A Monk Movie,0.1,0.05,0.0,0.05,0.0,0.75,0.6,0.7,0.0,0.4,0.0,0.15,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.1,0.1,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
Awakenings,0.01,0.01,0.0,0.1,0.95,0.02,0.0,0.0,0.0,0.98,0.05,0.05,0.0,0.99,0.85,0.9,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The SpongeBob Movie: Sponge Out of Water,0.2,0.65,0.95,0.1,0.0,0.9,0.0,0.25,0.0,0.15,0.05,0.98,0.2,0.95,0.0,0.0,0.05,0.3,0.2,0.1,0.0,0.05,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Grosse Pointe Blank,0.65,0.05,0.0,0.1,0.0,0.9,0.7,0.85,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.6,0.25,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.15,0.0,0.0
Caddo Lake,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0
Upgrade,0.95,0.1,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.0
Winnie-the-Pooh: Blood and Honey,0.2,0.15,0.0,0.05,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.0,0.1,0.95,0.0,0.0,0.9,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Shocker,0.75,0.05,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Meg 2: The Trench,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.25,0.15,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.9,0.05
The Guardian,0.2,0.05,0.0,0.15,0.0,0.0,0.05,0.0,0.1,0.7,0.0,0.0,0.0,0.95,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0
The Hangover Part II,0.2,0.15,0.0,0.05,0.0,0.85,0.05,0.7,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Kung Pow: Enter the Fist,0.85,0.2,0.0,0.1,0.0,0.95,0.05,0.9,0.0,0.15,0.0,0.1,0.7,1.0,0.05,0.0,0.15,0.1,0.05,0.1,0.0,0.05,0.15,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
You Can't Take It with You,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.9,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Highlander,0.95,0.85,0.0,0.1,0.05,0.15,0.1,0.0,0.0,0.7,0.6,0.05,0.9,1.0,0.05,0.0,0.2,0.15,0.0,0.75,0.05,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.05,0.0,0.9,0.1
The Hobbit: An Unexpected Journey,0.85,0.95,0.0,0.1,0.05,0.2,0.0,0.05,0.0,0.7,0.8,0.75,0.9,0.98,0.25,0.2,0.05,0.15,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Titan A.E.,0.75,0.95,1.0,0.6,0.0,0.2,0.0,0.05,0.0,0.4,0.8,0.9,0.9,1.0,0.05,0.0,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.98,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
A Complete Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hackers,0.7,0.1,0.0,0.2,0.05,0.4,0.6,0.3,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Repo! The Genetic Opera,0.6,0.2,0.0,0.7,0.0,0.85,0.4,0.0,0.0,0.65,0.05,0.0,0.75,1.0,0.0,0.0,0.5,0.9,0.9,0.2,0.1,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.95
Oblivion,0.95,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Terminator 3: Rise of the Machines,0.95,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.1,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.98,0.0
Oddity,0.01,0.01,0.0,0.1,0.01,0.02,0.05,0.15,0.01,0.2,0.0,0.01,0.01,0.95,0.01,0.0,0.01,0.01,0.0,0.05,0.01,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.01,0.01,0.0
Bringing Out the Dead,0.3,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.05,0.0,0.35,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.15
Stuart Little,0.05,0.2,0.95,0.1,0.0,0.8,0.0,0.15,0.0,0.3,0.0,0.9,0.1,0.95,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snatch,0.95,0.1,0.0,0.15,0.0,0.9,0.9,0.9,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,0.0,0.1,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Easy Rider,0.7,0.85,0.0,0.6,0.1,0.75,0.2,0.65,0.05,0.9,0.2,0.05,0.0,1.0,0.15,0.1,0.0,0.4,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.0
Prozac Nation,0.0,0.0,0.0,0.05,0.95,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
My Darling Clementine,0.2,0.1,0.0,0.4,0.05,0.15,0.05,0.0,0.0,0.75,0.05,0.05,0.0,1.0,0.8,0.85,0.0,0.1,0.0,0.05,0.15,0.3,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0
Old,0.7,0.65,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.85,0.2,0.0,0.0,1.0,0.0,0.0,0.75,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0
The Mummy Returns,0.85,0.9,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.2,0.6,0.7,0.8,1.0,0.1,0.1,0.6,0.05,0.0,0.2,0.0,0.05,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Race to Witch Mountain,0.85,0.95,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.05,0.9,0.7,0.98,0.0,0.0,0.15,0.05,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.8,0.1
Superman,0.95,0.9,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.7,0.6,0.85,0.75,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.98,0.0
The Substitute,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hidden,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
The Marvels,0.95,0.7,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.6,0.2,0.4,0.8,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.9,0.05
Police Academy 2: Their First Assignment,0.75,0.5,0.0,0.05,0.0,0.9,0.1,0.8,0.0,0.15,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Blazing Saddles,0.3,0.15,0.0,0.05,0.0,0.95,0.05,0.9,0.0,0.2,0.05,0.1,0.05,1.0,0.1,0.15,0.0,0.1,0.2,0.05,0.0,0.05,0.2,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0
The Dead Zone,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Life of Pi,0.1,0.85,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.9,0.75,0.6,0.8,1.0,0.05,0.1,0.2,0.05,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Karate Kid Part II,0.85,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
