movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
The Horse Soldiers,0.95,0.8,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.75,0.6,0.1,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.98,0.85,0.9,0.0,0.0,0.0
Starsky & Hutch,0.95,0.6,0.0,0.05,0.0,0.7,0.8,0.65,0.0,0.3,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.15,0.0,0.0
Beast,0.85,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.75,0.15,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Luca,0.0,0.85,1.0,0.6,0.0,0.7,0.0,0.2,0.0,0.75,0.1,0.95,0.8,1.0,0.0,0.0,0.0,0.65,0.7,0.05,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viva Knievel!,0.85,0.7,0.0,0.1,0.95,0.2,0.0,0.0,0.05,0.8,0.15,0.6,0.0,1.0,0.8,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,0.9,0.1,0.0,0.0,0.9,0.0,0.0,0.15
Downsizing,0.05,0.0,0.0,0.2,0.0,0.6,0.0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Pacific Rim: Uprising,0.95,0.85,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.3,0.15,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.98,0.05
Nimona,0.6,0.75,0.95,0.65,0.0,0.8,0.05,0.0,0.0,0.7,0.1,0.85,0.8,0.95,0.0,0.0,0.05,0.2,0.15,0.4,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.2,0.7
Chocolat,0.01,0.05,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.7,0.05,0.2,0.1,1.0,0.05,0.0,0.0,0.4,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.1
Amadeus,0.01,0.01,0.0,0.75,0.98,0.05,0.01,0.0,0.0,0.95,0.15,0.01,0.0,0.99,0.95,0.0,0.0,0.9,0.1,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.99,0.0,0.0,0.02
The Relic,0.2,0.15,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.6,0.05,0.0,0.05,1.0,0.15,0.0,0.5,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.2,0.0,0.0,0.0
Mulan,0.85,0.9,0.7,0.2,0.4,0.1,0.05,0.0,0.0,0.75,0.6,0.95,0.8,1.0,0.65,0.0,0.0,0.5,0.45,0.15,0.0,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.7,0.0,0.0,0.0
Isn't It Romantic,0.05,0.05,0.0,0.05,0.0,0.8,0.0,0.1,0.0,0.2,0.0,0.05,0.05,1.0,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.98,0.0,0.0
My Dead Friend Zoe,0.05,0.0,0.0,0.1,0.0,0.1,0.1,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Prince of Persia: The Sands of Time,0.95,0.9,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.4,0.7,0.6,0.9,1.0,0.1,0.0,0.05,0.35,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.65,0.0,0.0,0.1,0.0,0.1,0.0
The Gauntlet,0.8,0.75,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.6,0.15,0.1,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.1,0.0,0.0,0.0
Seven Pounds,0.05,0.01,0.0,0.1,0.3,0.0,0.02,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Twisters,0.75,0.6,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.65,0.3,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0
Bad Times at the El Royale,0.1,0.05,0.0,0.25,0.05,0.3,0.4,0.6,0.0,0.75,0.0,0.0,0.0,0.95,0.0,0.05,0.15,0.1,0.0,0.8,0.2,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Wonder,0.05,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sound of Hope: The Story of Possum Trot,0.01,0.01,0.0,0.15,0.95,0.05,0.0,0.0,0.9,0.8,0.0,0.2,0.0,0.0,0.9,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tekken,0.95,0.6,0.0,0.05,0.2,0.1,0.0,0.0,0.0,0.4,0.3,0.25,0.15,0.98,0.1,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.15,0.0,0.0,0.05
The Maltese Falcon,0.2,0.3,0.0,0.15,0.0,0.05,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.1,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
Despicable Me 3,0.25,0.6,0.95,0.1,0.0,0.85,0.0,0.0,0.0,0.2,0.05,0.9,0.25,0.98,0.0,0.0,0.05,0.15,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.3
The Doom Generation,0.2,0.0,0.0,0.15,0.0,0.1,0.05,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Brick,0.15,0.05,0.0,0.8,0.0,0.2,0.75,0.4,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.95,0.2,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Misery,0.01,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.02,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Idea of You,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Runaway Bride,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.98,0.0,0.0
Baywatch,0.75,0.2,0.0,0.05,0.0,0.6,0.0,0.55,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.4,0.0,0.0
Hot Summer Nights,0.05,0.1,0.0,0.15,0.0,0.7,0.0,0.2,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0
Under Siege,0.98,0.7,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Better Man,0.1,0.0,0.0,0.05,0.15,0.2,0.05,0.15,0.0,0.7,0.0,0.05,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Molly's Game,0.1,0.05,0.0,0.05,0.95,0.1,0.9,0.05,0.0,0.9,0.0,0.0,0.0,0.95,0.8,0.85,0.0,0.05,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Candyman,0.05,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.65,0.0,0.0,0.1,1.0,0.1,0.0,0.85,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0
Ice Age 6,0.2,0.85,0.98,0.1,0.0,0.7,0.0,0.25,0.0,0.3,0.05,0.95,0.15,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Luca,0.1,0.85,1.0,0.6,0.0,0.7,0.0,0.2,0.0,0.65,0.1,0.95,0.7,1.0,0.0,0.0,0.0,0.55,0.5,0.15,0.0,0.5,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Ghosted,0.75,0.2,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.15
For Love of the Game,0.1,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The SpongeBob Movie: Search for Squarepants,0.1,0.75,0.95,0.2,0.0,0.9,0.0,0.0,0.0,0.15,0.05,0.98,0.1,1.0,0.0,0.0,0.0,0.3,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.25
Anna,0.2,0.15,0.0,0.05,0.6,0.05,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.65,0.1,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.1,0.0,0.0,0.05
Fallen,0.7,0.05,0.0,0.05,0.0,0.0,0.85,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
A Perfect Getaway,0.7,0.65,0.0,0.05,0.0,0.2,0.6,0.0,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.1,0.25,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.15
The Social Network,0.05,0.0,0.0,0.05,0.95,0.1,0.05,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.7,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Shanghai,0.2,0.15,0.0,0.4,0.05,0.05,0.3,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.25,0.35,0.0,0.1,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Hope and Glory,0.05,0.01,0.0,0.25,0.15,0.1,0.0,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0
Chocolat,0.05,0.1,0.0,0.75,0.0,0.3,0.0,0.0,0.0,0.8,0.05,0.2,0.05,1.0,0.1,0.0,0.0,0.6,0.25,0.15,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.35,0.0,0.15
Amadeus,0.0,0.0,0.0,0.75,0.95,0.05,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
A Most Violent Year,0.05,0.0,0.0,0.2,0.1,0.0,0.9,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter and the Half-Blood Prince,0.6,0.95,0.0,0.1,0.05,0.2,0.05,0.0,0.0,0.8,0.7,0.9,0.98,1.0,0.0,0.0,0.1,0.15,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15
Spenser Confidential,0.9,0.05,0.0,0.0,0.0,0.15,0.95,0.1,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Mighty Ducks,0.2,0.15,0.0,0.01,0.0,0.75,0.0,0.1,0.0,0.3,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrift,0.2,0.4,0.0,0.05,0.7,0.05,0.0,0.0,0.0,0.85,0.1,0.1,0.0,1.0,0.7,0.75,0.0,0.0,0.0,0.15,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
