movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Stolen,0.2,0.1,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Flashdance,0.1,0.05,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Conspiracy Theory,0.6,0.05,0.0,0.05,0.0,0.4,0.7,0.65,0.0,0.75,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.2
Schindler's List,0.05,0.0,0.0,0.2,0.95,0.0,0.05,0.0,0.0,0.98,0.8,0.0,0.0,1.0,0.99,0.99,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.0
Maze Runner: The Scorch Trials,0.95,0.92,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.8,0.1,0.15,0.2,1.0,0.0,0.0,0.1,0.05,0.0,0.7,0.0,0.0,0.0,0.98,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Remaining,0.1,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.0,0.1,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Dora and the Lost City of Gold,0.2,0.85,0.95,0.05,0.0,0.6,0.0,0.1,0.0,0.2,0.1,0.9,0.7,1.0,0.2,0.0,0.0,0.1,0.15,0.3,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.0
Two Lovers,0.01,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exit to Eden,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.2,0.4,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Don't Move,0.2,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weekend at Bernie's,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.15,0.0,0.2,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0
Enemy of the State,0.95,0.1,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.7,0.1,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Family Switch,0.05,0.1,0.0,0.0,0.0,0.3,0.0,0.05,0.0,0.2,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken Little,0.05,0.2,0.95,0.1,0.0,0.7,0.0,0.3,0.0,0.15,0.0,0.85,0.25,0.95,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Heaven's Gate,0.2,0.1,0.0,0.65,0.05,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.95,0.8,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0
Guys and Dolls,0.05,0.01,0.0,0.1,0.05,0.85,0.1,0.2,0.0,0.6,0.0,0.1,0.0,1.0,0.05,0.0,0.0,0.95,0.98,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.8,0.0
Haunt Season,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Bonnie and Clyde,0.75,0.2,0.0,0.6,0.85,0.15,0.95,0.3,0.0,0.9,0.1,0.0,0.0,1.0,0.7,0.0,0.05,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8,0.0,0.0
Bridget Jones's Baby,0.05,0.01,0.0,0.02,0.0,0.95,0.01,0.2,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.9,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.98,0.0
God's Not Dead,0.01,0.0,0.0,0.05,0.02,0.1,0.0,0.05,0.0,0.6,0.0,0.05,0.0,0.95,0.05,0.0,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
Moonraker,0.95,0.9,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.7,0.4,0.1,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.98,0.0,0.85,0.0,0.0,0.15,0.0,0.0,0.0
Jem and the Holograms,0.2,0.3,0.9,0.4,0.05,0.5,0.0,0.1,0.0,0.4,0.05,0.8,0.2,1.0,0.0,0.0,0.0,0.7,0.65,0.05,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.1
V for Vengeance,0.85,0.1,0.0,0.05,0.15,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.15,0.1,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
Green Street Hooligans,0.95,0.05,0.0,0.05,0.0,0.6,0.9,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Float,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Dark Angel,0.7,0.55,0.0,0.1,0.2,0.05,0.3,0.0,0.0,0.8,0.0,0.0,0.1,1.0,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.1,0.0,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Moana 2,0.2,0.85,1.0,0.15,0.05,0.3,0.0,0.0,0.0,0.6,0.4,0.95,0.7,1.0,0.25,0.2,0.0,0.8,0.75,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Jones and the Temple of Doom,0.95,0.98,0.0,0.05,0.0,0.1,0.05,0.15,0.0,0.2,0.8,0.6,0.7,1.0,0.1,0.0,0.4,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.15,0.0,0.0
You've Got Mail,0.0,0.0,0.0,0.1,0.0,0.95,0.0,0.8,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
The Star,0.01,0.25,0.7,0.3,0.05,0.1,0.0,0.02,0.0,0.4,0.1,0.85,0.75,1.0,0.15,0.0,0.0,0.2,0.2,0.05,0.0,0.15,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.05,0.0
Heartburn,0.0,0.0,0.0,0.01,0.0,0.65,0.0,0.7,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.85,0.75,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Pleasure,0.01,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Constant Gardener,0.1,0.05,0.0,0.15,0.7,0.0,0.4,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.3,0.0,0.0,0.05,0.0,0.6,0.05,0.1,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.7,0.0,0.0
Sense and Sensibility,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.95,0.05,0.15,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0
A Day Without a Mexican,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.75,0.0,0.6,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
The Ghost Writer,0.05,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0
What Is a Woman?,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 Things I Hate About You,0.05,0.01,0.0,0.1,0.0,0.95,0.0,0.2,0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
Prancer,0.05,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.4,0.05,0.7,0.1,0.95,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transformers,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.3,0.6,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.75,0.0,0.0,0.05,0.0,0.0,0.0
Parker,0.85,0.05,0.0,0.05,0.1,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Cinderella,0.05,0.1,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.5,0.05,0.8,0.6,1.0,0.05,0.1,0.0,0.1,0.25,0.1,0.0,0.7,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Spider-Man: No Way Home,0.95,0.9,0.0,0.1,0.7,0.6,0.4,0.55,0.0,0.9,0.5,0.85,0.8,1.0,0.2,0.0,0.3,0.15,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.1,0.7
Boyhood,0.05,0.0,0.0,0.15,0.7,0.1,0.0,0.0,0.0,0.95,0.05,0.2,0.0,1.0,0.1,0.2,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbie,0.05,0.1,0.95,0.2,0.05,0.9,0.01,0.7,0.0,0.6,0.1,0.85,0.8,1.0,0.05,0.0,0.0,0.75,0.9,0.1,0.0,0.7,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.05,0.95,0.05
The Seven Ups (1965),0.1,0.05,0.0,0.15,0.85,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
Family Switch,0.01,0.05,0.0,0.02,0.0,0.4,0.0,0.15,0.0,0.55,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
The Hitman's Bodyguard,0.95,0.6,0.0,0.05,0.0,0.8,0.7,0.85,0.0,0.6,0.1,0.4,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.2,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Five-Year Engagement,0.05,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.85,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.95,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
True Spirit,0.05,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.95,0.9,0.9,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grown Ups 2,0.01,0.01,0.0,0.0,0.0,0.85,0.0,0.7,0.0,0.2,0.0,0.75,0.0,1.0,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.2,0.0
Q: The Winged Serpent,0.2,0.4,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.3,0.15,0.0,0.6,0.95,0.45,0.25,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Walk,0.7,0.65,0.0,0.5,0.95,0.05,0.0,0.0,0.1,0.8,0.2,0.15,0.0,1.0,0.75,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
After,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flubber,0.2,0.3,0.0,0.1,0.0,0.7,0.0,0.5,0.0,0.4,0.0,0.8,0.2,0.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.6
Honey Boy,0.05,0.0,0.0,0.2,0.95,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonnie and Clyde,0.85,0.2,0.0,0.7,0.95,0.1,0.98,0.25,0.0,0.9,0.15,0.0,0.0,1.0,0.8,0.0,0.05,0.1,0.0,0.15,0.3,0.1,0.0,0.0,0.0,0.8,0.0,0.05,0.0,0.9,0.0,0.0
Bridget Jones's Baby,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.98,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Diary of a Mad Black Woman,0.01,0.01,0.0,0.15,0.1,0.8,0.05,0.75,0.0,0.9,0.0,0.1,0.0,1.0,0.05,0.05,0.01,0.2,0.15,0.1,0.0,0.6,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
How to Lose a Guy in 10 Days,0.01,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.98,0.0
Innerspace,0.75,0.65,0.0,0.1,0.0,0.8,0.0,0.7,0.0,0.6,0.2,0.7,0.8,1.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.95
Cars 3,0.2,0.4,0.95,0.1,0.05,0.6,0.0,0.0,0.0,0.7,0.05,0.9,0.05,0.95,0.0,0.0,0.0,0.25,0.1,0.05,0.0,0.1,0.15,0.05,0.85,0.05,0.0,0.0,0.15,0.0,0.0,0.0
Havoc,0.85,0.05,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Hit and Run,0.6,0.05,0.0,0.05,0.0,0.7,0.2,0.5,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
