movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,historical_drama,romantic_comedy,science_fiction,dark_comedy
Sky Captain and the World of Tomorrow,0.95,0.9,0.85,0.7,0.0,0.2,0.05,0.0,0.0,0.4,0.6,0.7,0.8,1.0,0.15,0.0,0.05,0.5,0.25,0.6,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.05,0.0,0.98,0.1
The Lizzie McGuire Movie,0.05,0.1,0.0,0.01,0.05,0.8,0.0,0.1,0.0,0.6,0.0,0.95,0.05,1.0,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.2,0.75,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Dead Pool,0.7,0.0,0.0,0.05,0.0,0.65,0.95,0.8,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Smokey and the Bandit,0.95,0.8,0.0,0.05,0.0,0.9,0.05,0.7,0.0,0.2,0.1,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.25,0.4,0.0,0.0,0.3,0.0,0.75,0.0,0.0,0.0,0.0
Blue Thunder,0.95,0.7,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0
Conan the Barbarian,0.95,0.9,0.0,0.15,0.05,0.05,0.1,0.0,0.0,0.6,0.8,0.2,0.85,1.0,0.2,0.0,0.25,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.15,0.3,0.3,0.0,0.1,0.0
The Texas Chainsaw Massacre,0.75,0.1,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.05,0.0,0.95,0.05,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Hand That Rocks the Cradle,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1
The Flash,0.9,0.85,0.0,0.05,0.2,0.15,0.1,0.0,0.0,0.7,0.25,0.6,0.75,1.0,0.15,0.0,0.1,0.1,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.65,0.0,0.0,0.1,0.0,0.95,0.1
Bridget Jones's Diary,0.01,0.01,0.0,0.02,0.02,0.85,0.01,0.15,0.0,0.65,0.0,0.05,0.0,0.99,0.01,0.01,0.0,0.05,0.01,0.05,0.0,0.9,0.98,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Despicable Me 4,0.2,0.4,0.95,0.1,0.0,0.8,0.0,0.0,0.0,0.15,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.25
Jingle All the Way,0.1,0.05,0.0,0.0,0.0,0.75,0.0,0.2,0.0,0.15,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
Lawrence of Arabia,0.95,0.98,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.95,0.92,0.0,0.0,1.0,0.99,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.98,0.0,0.0,0.0
Coach Carter,0.05,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.9,0.0,0.2,0.0,1.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coming to America,0.05,0.1,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.2,0.0,0.8,0.1,1.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jodorowsky's Dune,0.65,0.7,0.0,0.85,0.05,0.1,0.0,0.0,0.0,0.75,0.9,0.0,0.95,1.0,0.1,0.0,0.2,0.4,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.98,0.05
Three Amigos!,0.6,0.55,0.0,0.05,0.0,0.95,0.0,0.7,0.0,0.2,0.0,0.7,0.05,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.1,0.0,0.0
Come Play,0.05,0.1,0.0,0.2,0.0,0.15,0.0,0.05,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forrest Gump,0.25,0.6,0.0,0.1,0.75,0.65,0.05,0.0,0.0,0.9,0.7,0.8,0.15,1.0,0.6,0.0,0.0,0.2,0.1,0.15,0.0,0.5,0.0,0.0,0.2,0.05,0.1,0.05,0.7,0.4,0.0,0.2
Lars and the Real Girl,0.01,0.0,0.0,0.75,0.0,0.65,0.0,0.7,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Unbearable Lightness of Being,0.0,0.0,0.0,0.75,0.05,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05
Holes,0.01,0.65,0.0,0.15,0.05,0.2,0.0,0.1,0.0,0.7,0.0,0.8,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cadillac Man,0.1,0.05,0.0,0.15,0.0,0.7,0.05,0.65,0.0,0.3,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Cider House Rules,0.01,0.01,0.0,0.25,0.1,0.3,0.01,0.15,0.0,0.95,0.05,0.15,0.0,1.0,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.6,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Trap,0.7,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Transporter 2,0.95,0.7,0.0,0.05,0.0,0.1,0.8,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.05
The Good Liar,0.05,0.0,0.0,0.1,0.2,0.05,0.15,0.1,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Self Reliance,0.0,0.0,0.0,0.05,0.8,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
The Bodyguard,0.2,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.1,0.05,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.05
Three Men and a Baby,0.05,0.05,0.0,0.05,0.0,0.95,0.0,0.2,0.0,0.2,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0
Heavy Metal,0.95,0.9,0.98,0.7,0.0,0.2,0.1,0.0,0.0,0.3,0.8,0.25,0.95,1.0,0.05,0.0,0.6,0.4,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.9,0.15
The Ridiculous 6,0.6,0.55,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.2,0.1,0.7,0.3,1.0,0.15,0.0,0.0,0.1,0.15,0.0,0.0,0.05,0.2,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0
The Heat,0.75,0.05,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0
The Lake House,0.01,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.95,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Bad Boys,0.95,0.1,0.0,0.05,0.0,0.7,0.8,0.65,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.05,0.1,0.2,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Paint Your Wagon,0.2,0.15,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.25,0.15,0.1,0.0,0.95,0.2,0.25,0.0,0.7,0.9,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0
The Nun,0.1,0.2,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.15,1.0,0.0,0.0,0.85,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Our Man Flint,0.85,0.7,0.0,0.05,0.0,0.9,0.1,0.0,0.0,0.2,0.0,0.2,0.15,1.0,0.0,0.0,0.0,0.1,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.8
Blitz,0.8,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0
Zombies 4: Dawn of the Vampires,0.2,0.3,0.0,0.05,0.0,0.4,0.0,0.35,0.0,0.25,0.0,0.6,0.7,1.0,0.0,0.0,0.65,0.1,0.15,0.1,0.0,0.2,0.2,0.75,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Jobs,0.05,0.0,0.0,0.1,0.95,0.1,0.0,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julie & Julia,0.0,0.0,0.0,0.2,0.95,0.8,0.0,0.25,0.1,0.9,0.0,0.15,0.0,0.95,0.7,0.85,0.0,0.25,0.15,0.05,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Godfather,0.2,0.05,0.0,0.15,0.7,0.05,0.95,0.0,0.0,0.9,0.8,0.0,0.0,1.0,0.6,0.0,0.0,0.1,0.0,0.25,0.1,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.85,0.0,0.0,0.0
Pirates of the Caribbean: On Stranger Tides,0.95,0.92,0.0,0.05,0.02,0.6,0.01,0.55,0.0,0.2,0.8,0.7,0.9,0.99,0.25,0.0,0.05,0.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.15,0.0,0.05,0.0
Sonic the Hedgehog 2,0.85,0.7,0.95,0.1,0.0,0.6,0.05,0.2,0.0,0.3,0.15,0.8,0.25,0.95,0.0,0.0,0.05,0.15,0.1,0.1,0.0,0.1,0.05,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Whole Truth,0.1,0.0,0.0,0.05,0.0,0.65,0.2,0.7,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.2,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Jane Got a Gun,0.85,0.05,0.0,0.1,0.0,0.1,0.3,0.15,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Peter Pan,0.6,0.95,0.8,0.2,0.0,0.7,0.0,0.0,0.0,0.5,0.1,0.9,0.98,1.0,0.0,0.0,0.05,0.75,0.85,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1
Zack and Miri Make a Porno,0.01,0.01,0.0,0.15,0.0,0.95,0.05,0.8,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Nun II,0.2,0.15,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.1,1.0,0.0,0.05,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Philomena,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
I Now Pronounce You Chuck & Larry,0.01,0.01,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.1,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Kingsman: The Golden Circle,0.95,0.8,0.0,0.1,0.05,0.7,0.2,0.65,0.0,0.3,0.15,0.4,0.1,1.0,0.05,0.0,0.05,0.15,0.05,0.25,0.05,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.15,0.05,0.0
The Patriot,0.85,0.7,0.0,0.1,0.2,0.05,0.15,0.0,0.0,0.9,0.65,0.3,0.0,0.95,0.95,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.6,0.9,0.2,0.98,0.0,0.0,0.0
Freddy Got Fingered,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Little Women,0.05,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.9,0.15,0.8,0.0,0.95,0.2,0.0,0.0,0.1,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.05
The Girl Who Escaped: The Kara Robinson Story,0.0,0.0,0.0,0.01,0.95,0.0,0.05,0.0,0.9,0.85,0.0,0.05,0.0,0.0,0.7,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Chappie,0.85,0.7,0.0,0.1,0.0,0.2,0.15,0.1,0.0,0.65,0.05,0.3,0.1,1.0,0.0,0.0,0.05,0.15,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Hangover,0.2,0.1,0.0,0.05,0.0,0.95,0.15,0.8,0.0,0.25,0.0,0.1,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
Sky High,0.65,0.7,0.95,0.1,0.05,0.8,0.0,0.25,0.0,0.55,0.15,0.9,0.75,0.98,0.05,0.05,0.0,0.2,0.15,0.05,0.0,0.4,0.35,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Deliverance,0.85,0.7,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.25,0.0,0.6,0.1,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.3,0.0,0.0,0.0
Supervixens,0.1,0.0,0.0,0.15,0.0,0.2,0.05,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15
The Bodyguard,0.2,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.15,0.05,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.05
Point Break,0.95,0.85,0.0,0.1,0.05,0.15,0.7,0.05,0.0,0.75,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
"Butcher, Baker, Nightmare Maker",0.2,0.05,0.0,0.15,0.0,0.1,0.3,0.0,0.0,0.4,0.0,0.0,0.2,1.0,0.1,0.0,0.85,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.25
Fright Night Part 2,0.15,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15
Scooby-Doo,0.2,0.75,0.95,0.05,0.0,0.8,0.1,0.25,0.0,0.15,0.0,0.9,0.2,0.95,0.0,0.0,0.2,0.1,0.1,0.9,0.0,0.05,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Hell to Eternity,0.75,0.6,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.8,0.7,0.0,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.0,0.0,0.0
Loving Vincent,0.05,0.05,0.95,0.9,0.9,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.9,0.9,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantastic Beasts and Where to Find Them,0.6,0.85,0.0,0.1,0.05,0.4,0.05,0.2,0.0,0.7,0.3,0.75,0.95,1.0,0.2,0.25,0.1,0.15,0.1,0.5,0.0,0.2,0.15,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
An Education,0.05,0.1,0.0,0.25,0.2,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.15,0.2,0.0,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Killers,0.75,0.1,0.0,0.05,0.0,0.2,0.9,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.3
The Lake House,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.95,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Bad Boys,0.98,0.2,0.0,0.05,0.0,0.7,0.6,0.65,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.4,0.0,0.0
Mr. Bean's Holiday,0.05,0.2,0.0,0.01,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.7,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
"Planes, Trains & Automobiles",0.01,0.05,0.0,0.05,0.0,0.95,0.0,0.85,0.0,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Company You Keep,0.1,0.0,0.0,0.05,0.7,0.05,0.85,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.75,0.8,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Revolutionary Road,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
