movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
"20,000 Leagues Under the Sea",0.85,0.95,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.6,0.7,0.75,0.2,0.98,0.05,0.05,0.3,0.1,0.0,0.65,0.0,0.05,0.0,0.99,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Hills Have Eyes 2,0.75,0.2,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.05,0.15,0.0,0.0,0.0
Deer Crossing,0.01,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.9,0.85,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cold Mountain,0.2,0.4,0.0,0.6,0.1,0.05,0.05,0.0,0.0,0.95,0.7,0.1,0.0,1.0,0.8,0.0,0.0,0.3,0.0,0.15,0.0,0.85,0.0,0.0,0.0,0.1,0.15,0.1,0.0,0.9,0.0,0.0
"I Love You, Beth Cooper",0.05,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.9,0.0
Where Eagles Dare,0.95,0.9,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.7,0.8,0.1,0.0,1.0,0.6,0.7,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0
Camp Nowhere,0.05,0.1,0.0,0.2,0.0,0.6,0.0,0.25,0.0,0.5,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mr. Right,0.01,0.01,0.0,0.01,0.0,0.3,0.02,0.0,0.0,0.65,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.08,0.0,0.0,0.3,0.0,0.7,0.0
Nyad,0.05,0.1,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.2,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATL,0.2,0.05,0.0,0.15,0.0,0.7,0.3,0.65,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.25,0.1,0.1,0.0,0.1,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Dirty Dancing,0.05,0.1,0.0,0.15,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.7,0.0
Red Planet,0.7,0.65,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.5,0.2,0.1,0.1,0.95,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Client,0.1,0.05,0.0,0.05,0.2,0.05,0.7,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.2,0.0,0.0
Evita,0.1,0.1,0.0,0.3,0.95,0.1,0.05,0.0,0.0,0.9,0.6,0.1,0.0,0.95,0.9,0.0,0.0,0.98,0.99,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0
The Outpost,0.95,0.8,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.9,0.75,0.0,0.0,1.0,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.98,0.0,0.0,0.0,0.0,0.0
River Wild,0.85,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
"Lock, Stock and Two Smoking Barrels",0.95,0.1,0.0,0.15,0.0,0.9,0.98,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.92,0.0,0.0,0.0
Angels & Demons,0.7,0.65,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.15,0.0,0.0,0.95,0.1,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Klaus,0.1,0.65,0.95,0.7,0.2,0.8,0.05,0.0,0.0,0.75,0.15,0.9,0.35,0.98,0.4,0.0,0.0,0.6,0.55,0.15,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.3,0.4,0.4,0.0
John Wick,0.98,0.75,0.0,0.15,0.05,0.02,0.9,0.01,0.0,0.7,0.1,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Alita: Battle Angel,0.95,0.85,0.9,0.7,0.05,0.0,0.1,0.0,0.0,0.8,0.75,0.2,0.7,1.0,0.0,0.0,0.15,0.5,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.98
The World Is Not Enough,0.95,0.8,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.25,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Thor,0.95,0.9,0.0,0.1,0.0,0.15,0.0,0.05,0.0,0.6,0.7,0.7,0.85,1.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Bodies Bodies Bodies,0.05,0.0,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.9,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.95,0.0,0.0,0.0
"New York, I Love You",0.05,0.01,0.0,0.1,0.05,0.4,0.02,0.0,0.0,0.7,0.01,0.02,0.0,0.95,0.0,0.02,0.0,0.05,0.02,0.04,0.0,0.8,0.6,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0
S.O.B.,0.2,0.0,0.0,0.05,0.0,0.1,0.4,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.0,0.0
Dawn of the Dead,0.75,0.2,0.0,0.15,0.0,0.05,0.1,0.0,0.0,0.6,0.1,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.2
Mercy,0.0,0.0,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Fight Club,0.85,0.1,0.0,0.7,0.0,0.6,0.7,0.0,0.0,0.9,0.2,0.0,0.1,1.0,0.0,0.0,0.3,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.9,0.0,0.0,0.4
What You Wish For,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.0
The Sum of All Fears,0.95,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.6
A Bad Moms Christmas,0.01,0.01,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.2,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.4,0.0
Bubba Ho-Tep,0.2,0.05,0.0,0.1,0.0,0.6,0.0,0.75,0.0,0.25,0.0,0.0,0.6,1.0,0.05,0.0,0.85,0.0,0.0,0.15,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The Crush,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Killer Workout,0.7,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The VelociPastor,0.2,0.15,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.25,0.0,0.05,0.3,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Miller's Crossing,0.75,0.1,0.0,0.6,0.0,0.3,0.95,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.7,0.0,0.0,0.0
Stagecoach,0.85,0.7,0.0,0.15,0.05,0.1,0.1,0.0,0.0,0.6,0.2,0.1,0.0,1.0,0.5,0.0,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.15,0.1,0.95,0.0,0.65,0.0,0.0
Brazil,0.1,0.05,0.0,0.85,0.0,0.2,0.05,0.0,0.0,0.95,0.15,0.0,0.1,1.0,0.1,0.05,0.05,0.15,0.0,0.25,0.1,0.0,0.0,0.75,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0
40 Days and 40 Nights,0.05,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.0
Nerve,0.6,0.1,0.0,0.05,0.0,0.2,0.15,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.35,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0
Mea Culpa,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Instant Family,0.01,0.01,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
Doctor Zhivago,0.2,0.15,0.0,0.4,0.95,0.05,0.1,0.0,0.0,0.9,0.8,0.05,0.0,0.98,0.9,0.95,0.0,0.7,0.1,0.15,0.0,0.85,0.0,0.0,0.0,0.05,0.75,0.0,0.0,0.0,0.0,0.0
Ballerina,0.8,0.75,0.0,0.2,0.05,0.05,0.6,0.0,0.0,0.85,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.4,0.15,0.5,0.0,0.1,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Bloodline Killer,0.6,0.0,0.0,0.05,0.1,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.1,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Birdcage,0.01,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.7,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.98,0.0
Ruthless People,0.2,0.05,0.0,0.05,0.0,0.7,0.15,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0
Vision Quest,0.1,0.25,0.0,0.35,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.3,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Mr. Deeds,0.05,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
Akeelah and the Bee,0.01,0.05,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.7,0.0,0.8,0.0,1.0,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Blackcoat's Daughter,0.05,0.05,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0
Anora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I, Robot",0.6,0.2,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.4,0.15,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Maleficent,0.7,0.85,0.0,0.2,0.25,0.05,0.1,0.0,0.0,0.75,0.6,0.6,0.95,0.95,0.3,0.35,0.4,0.15,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Pawn Sacrifice,0.2,0.05,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Pure Nude Yoga: Zen Garden Goddess,0.01,0.01,0.0,0.2,0.05,0.1,0.0,0.0,0.45,0.15,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0
The Jungle Book,0.75,0.95,0.8,0.2,0.05,0.3,0.0,0.0,0.0,0.6,0.4,0.9,0.9,1.0,0.15,0.0,0.1,0.5,0.45,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0
The Informer,0.05,0.0,0.0,0.1,0.2,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.75,0.6,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.8,0.0,0.0
Extraction,0.95,0.8,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.6,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Unborn,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.95,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Outlander,0.2,0.65,0.0,0.05,0.3,0.1,0.05,0.0,0.0,0.8,0.25,0.15,0.2,0.95,0.7,0.85,0.0,0.1,0.0,0.25,0.0,0.75,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
North Country,0.05,0.0,0.0,0.1,0.9,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.95,0.8,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
The Witch,0.01,0.05,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.1,1.0,0.2,0.0,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.3,0.0,0.0
Goodnight Mommy,0.01,0.01,0.0,0.65,0.01,0.01,0.05,0.02,0.0,0.95,0.0,0.02,0.01,0.99,0.0,0.0,0.1,0.01,0.0,0.3,0.0,0.01,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Wall Street,0.05,0.0,0.0,0.1,0.2,0.1,0.7,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.1,0.0,0.0
He's All That,0.01,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.95,0.0
Troy,0.95,0.9,0.0,0.1,0.2,0.05,0.1,0.0,0.0,0.8,0.9,0.1,0.1,0.98,0.9,0.9,0.0,0.15,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0
The Naked Gun,0.2,0.05,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.15,0.0,0.05,0.7,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.0
The Lord of the Rings: The Fellowship of the Ring,0.95,0.98,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.9,0.95,0.85,0.99,1.0,0.2,0.25,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0
A Haunted House,0.1,0.05,0.0,0.01,0.0,0.7,0.02,0.0,0.0,0.15,0.0,0.2,0.1,0.95,0.0,0.0,0.3,0.05,0.02,0.15,0.0,0.05,0.1,0.0,0.0,0.25,0.0,0.0,0.65,0.0,0.0,0.0
Brazil,0.1,0.05,0.0,0.8,0.0,0.2,0.05,0.0,0.0,0.95,0.1,0.0,0.2,1.0,0.15,0.0,0.05,0.15,0.0,0.3,0.1,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.75,0.1,0.0,0.7
"The Good, the Bad and the Ugly",0.95,0.8,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.9,0.75,0.0,0.0,1.0,0.25,0.0,0.0,0.15,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.2,0.0,0.0
Sinners,0.1,0.05,0.0,0.05,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Americana,0.05,0.1,0.0,0.2,0.05,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.85,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Jane,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0
Tomb Raider,0.95,0.9,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.4,0.1,1.0,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Pineapple Express,0.2,0.05,0.0,0.05,0.0,0.95,0.1,0.0,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.9,0.0,0.0,0.0
Wildcat,0.6,0.55,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.25,0.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Office Space,0.01,0.01,0.0,0.1,0.0,0.95,0.01,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0
Raising Helen,0.1,0.05,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.6,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.8,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0
Sergio,0.1,0.05,0.0,0.75,0.9,0.15,0.2,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.9,0.0,0.0,0.5,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.95,0.0,0.0
Doctor Zhivago,0.2,0.15,0.0,0.5,0.95,0.05,0.1,0.0,0.0,0.9,0.8,0.05,0.0,0.98,0.9,0.95,0.0,0.7,0.15,0.1,0.0,0.85,0.0,0.0,0.0,0.05,0.75,0.0,0.0,0.0,0.0,0.0
Ballerina,0.85,0.6,0.0,0.15,0.05,0.0,0.7,0.0,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.05,0.0,0.2,0.1,0.65,0.0,0.1,0.0,0.0,0.95,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Armed and Dangerous,0.7,0.05,0.0,0.05,0.0,0.2,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.3,0.0,0.0,0.0
Wicked Little Letters,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A River Runs Through It,0.05,0.1,0.0,0.2,0.4,0.05,0.0,0.0,0.0,0.95,0.05,0.2,0.0,0.98,0.15,0.0,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Serenity,0.95,0.9,0.0,0.1,0.05,0.15,0.1,0.0,0.0,0.8,0.7,0.1,0.6,1.0,0.15,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0
Ghost World,0.01,0.01,0.0,0.75,0.0,0.9,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.85,0.0,0.1,0.0
Funny Farm,0.05,0.1,0.0,0.05,0.0,0.85,0.0,0.4,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
