movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Vacancy,0.1,0.0,0.0,0.05,0.0,0.15,0.05,0.25,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
My Old Ass,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
That Awkward Moment,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.55,0.0,0.45,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.65,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Burden of Nine Lives,0.2,0.1,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
Saturn 3,0.8,0.75,0.0,0.1,0.05,0.15,0.2,0.1,0.0,0.6,0.25,0.1,0.3,1.0,0.15,0.1,0.2,0.1,0.05,0.3,0.05,0.1,0.05,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Monster-in-Law,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.15,0.0,0.6,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drumline,0.1,0.05,0.0,0.05,0.15,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.05,0.0,0.0,0.7,0.3,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.05,0.0
The Messenger,0.05,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Classified,0.2,0.1,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Daytrippers,0.1,0.2,0.0,0.15,0.0,0.75,0.05,0.8,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Cloverfield Paradox,0.7,0.65,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.3,0.2,0.0,0.15,0.95,0.0,0.0,0.5,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9
Five Easy Pieces,0.05,0.1,0.0,0.65,0.05,0.15,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0
Maximum Overdrive,0.75,0.5,0.0,0.05,0.0,0.6,0.0,0.7,0.0,0.2,0.1,0.15,0.3,1.0,0.0,0.0,0.55,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Ice Age: The Meltdown,0.25,0.85,0.95,0.1,0.0,0.7,0.0,0.15,0.0,0.3,0.1,0.9,0.15,0.98,0.0,0.0,0.0,0.15,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05
Vacation,0.1,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.2,0.0
Lolita,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Our Miss Brooks,0.01,0.01,0.0,0.05,0.0,0.95,0.01,0.1,0.0,0.2,0.0,0.8,0.0,0.99,0.0,0.02,0.0,0.05,0.08,0.02,0.0,0.05,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Excalibur,0.7,0.95,0.0,0.8,0.1,0.05,0.0,0.0,0.0,0.9,0.9,0.2,0.98,1.0,0.95,0.0,0.0,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0
The Family Man,0.2,0.05,0.0,0.05,0.0,0.7,0.1,0.2,0.0,0.6,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0
Mission: Impossible - Dead Reckoning Part One,0.98,0.95,0.0,0.05,0.0,0.02,0.1,0.0,0.0,0.2,0.15,0.05,0.0,0.99,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.05
300: Rise of an Empire,0.95,0.8,0.0,0.1,0.15,0.0,0.05,0.0,0.0,0.2,0.75,0.05,0.2,0.9,0.6,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.65,0.0,0.0
The Christmas Chronicles,0.6,0.8,0.75,0.1,0.0,0.65,0.0,0.2,0.0,0.4,0.15,0.95,0.7,1.0,0.05,0.0,0.05,0.2,0.15,0.1,0.0,0.2,0.1,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
National Lampoon's Animal House,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.15,0.0,0.1,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Dog Man,0.05,0.1,0.95,0.01,0.0,0.8,0.0,0.15,0.0,0.1,0.0,0.9,0.05,0.95,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breezy,0.1,0.05,0.0,0.15,0.0,0.8,0.05,0.6,0.0,0.65,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.2,0.05,0.1,0.0,0.75,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Rocky IV,0.95,0.1,0.0,0.05,0.1,0.1,0.0,0.0,0.0,0.6,0.2,0.1,0.0,1.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.05,0.0,0.0
A Nightmare on Elm Street: The Dream Child,0.2,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.1,1.0,0.0,0.0,0.95,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Top Gun: Maverick,0.98,0.85,0.0,0.05,0.02,0.03,0.01,0.0,0.0,0.7,0.75,0.2,0.0,1.0,0.01,0.0,0.0,0.1,0.0,0.02,0.0,0.15,0.0,0.0,0.9,0.8,0.1,0.0,0.0,0.01,0.0,0.2
My Dinner with Andre,0.0,0.0,0.0,0.85,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bullitt,0.98,0.75,0.0,0.1,0.05,0.02,0.8,0.0,0.0,0.7,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.25,0.3,0.05,0.0,0.0,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.0
The Invisible Man,0.1,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Rim of the World,0.7,0.65,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.55,0.0,0.2,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
The Tender Bar,0.01,0.01,0.0,0.05,0.65,0.2,0.0,0.15,0.0,0.9,0.0,0.25,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thunderbolt,0.95,0.7,0.0,0.05,0.1,0.15,0.8,0.0,0.0,0.65,0.1,0.05,0.0,0.95,0.0,0.0,0.1,0.05,0.0,0.75,0.1,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.2,0.0,0.0,0.1
Black Rain,0.9,0.2,0.0,0.1,0.2,0.05,0.85,0.0,0.0,0.8,0.15,0.0,0.0,1.0,0.7,0.0,0.0,0.1,0.0,0.7,0.25,0.1,0.0,0.0,0.0,0.8,0.95,0.0,0.0,0.75,0.0,0.0
All the Bright Places,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quigley Down Under,0.2,0.45,0.0,0.15,0.05,0.7,0.05,0.65,0.0,0.4,0.1,0.3,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.15,0.0
The Mummy Returns,0.95,0.9,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.1,0.7,0.6,0.85,1.0,0.1,0.15,0.7,0.1,0.0,0.25,0.0,0.05,0.0,0.75,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
The Host,0.2,0.3,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.5,0.1,0.2,0.4,1.0,0.0,0.0,0.6,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6
Cool Runnings,0.2,0.65,0.0,0.05,0.4,0.8,0.0,0.75,0.0,0.7,0.0,0.9,0.0,1.0,0.3,0.45,0.0,0.1,0.25,0.0,0.0,0.15,0.6,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The King of Comedy,0.01,0.0,0.0,0.1,0.05,0.95,0.15,0.8,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Kung Fu Panda 2,0.85,0.9,1.0,0.6,0.0,0.75,0.0,0.0,0.0,0.6,0.2,0.95,0.8,1.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0
Lord of the Flies,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.15,0.05,0.25,0.95,0.0,0.0,0.3,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0
Old,0.6,0.55,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.75,0.2,0.0,0.1,1.0,0.0,0.0,0.65,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.25
3:10 to Yuma,0.95,0.8,0.0,0.1,0.05,0.05,0.1,0.0,0.0,0.85,0.2,0.1,0.0,1.0,0.15,0.0,0.0,0.15,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.98,0.0,0.2,0.0,0.0
Night at the Museum,0.2,0.65,0.0,0.1,0.0,0.8,0.0,0.2,0.0,0.15,0.05,0.9,0.7,1.0,0.05,0.0,0.0,0.05,0.05,0.15,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Breach,0.6,0.1,0.0,0.15,0.2,0.05,0.75,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Out of Sight,0.85,0.1,0.0,0.05,0.0,0.7,0.95,0.65,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.75,0.2,0.4,0.5,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0
Hypnotic,0.2,0.05,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Old Man & the Gun,0.2,0.3,0.0,0.05,0.85,0.4,0.9,0.5,0.0,0.8,0.0,0.1,0.0,1.0,0.7,0.75,0.0,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.55,0.0,0.25,0.0,0.0,0.0,0.0
My Policeman,0.05,0.0,0.0,0.2,0.7,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.5,0.7,0.0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Beetlejuice,0.05,0.1,0.8,0.5,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.6,0.75,1.0,0.0,0.0,0.7,0.15,0.2,0.25,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.9,0.0,0.3,0.1
The Tomorrow War,0.85,0.6,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.7,0.5,0.2,0.15,0.95,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.75,0.7,0.0,0.05,0.1,0.0,0.9
Moulin Rouge!,0.1,0.15,0.0,0.6,0.05,0.4,0.05,0.25,0.0,0.75,0.2,0.1,0.3,1.0,0.2,0.3,0.0,0.95,0.9,0.1,0.05,0.9,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Deuce Bigalow: Male Gigolo,0.05,0.01,0.0,0.01,0.0,0.85,0.1,0.95,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Donovan's Reef,0.05,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.15,0.0,1.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
F9: The Fast Saga,0.98,0.95,0.0,0.01,0.05,0.2,0.1,0.0,0.0,0.3,0.7,0.4,0.1,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.15
Origin,0.1,0.15,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
The Upside,0.01,0.0,0.0,0.05,0.05,0.7,0.0,0.2,0.0,0.9,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Return to Me,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0
The Map of Tiny Perfect Things,0.0,0.0,0.0,0.75,0.0,0.05,0.0,0.05,0.0,0.9,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.15,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Corpse Bride,0.05,0.2,0.95,0.8,0.0,0.7,0.0,0.65,0.0,0.85,0.1,0.9,0.9,1.0,0.0,0.05,0.4,0.8,0.9,0.25,0.0,0.8,0.6,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
About Time,0.01,0.05,0.0,0.1,0.0,0.95,0.0,0.5,0.0,0.9,0.0,0.2,0.15,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.98,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Inspector Gadget,0.65,0.7,0.95,0.1,0.0,0.8,0.05,0.0,0.0,0.15,0.0,0.9,0.1,0.95,0.0,0.0,0.0,0.2,0.15,0.25,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.2
Uglies,0.05,0.2,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.6,0.0,0.5,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05
War for the Planet of the Apes,0.95,0.92,0.0,0.15,0.0,0.02,0.0,0.0,0.0,0.85,0.7,0.2,0.05,0.99,0.0,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.25,0.0,0.0,0.0,0.0,0.98
A Little Princess,0.05,0.15,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.65,0.0,0.9,0.1,1.0,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeons & Dragons: Honor Among Thieves,0.85,0.92,0.0,0.15,0.0,0.7,0.05,0.65,0.0,0.6,0.78,0.8,0.95,1.0,0.05,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
The Way Back,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0
Bad Boys: Ride or Die,0.98,0.0,0.0,0.05,0.0,0.8,0.9,0.85,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Dumbo,0.1,0.6,0.95,0.2,0.0,0.3,0.0,0.1,0.0,0.5,0.1,0.8,0.7,1.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mummy Returns,0.85,0.92,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.1,0.7,0.6,0.9,1.0,0.1,0.05,0.5,0.05,0.0,0.2,0.0,0.0,0.0,0.75,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Jones and the Raiders of the Lost Ark,0.95,0.98,0.0,0.15,0.05,0.2,0.05,0.0,0.0,0.3,0.8,0.7,0.1,1.0,0.6,0.0,0.1,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.3,0.0,0.65,0.0,0.0
Love Hard,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
The Woman in White,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.9,0.05,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.15,0.0,0.0
Road Diary: Bruce Springsteen and the E Street Band,0.1,0.05,0.0,0.2,0.85,0.15,0.0,0.0,0.95,0.7,0.1,0.05,0.0,0.0,0.25,0.0,0.0,0.9,0.8,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.2,0.0,0.0
3:10 to Yuma,0.95,0.8,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.9,0.5,0.1,0.0,1.0,0.2,0.0,0.0,0.15,0.0,0.3,0.1,0.05,0.0,0.0,0.0,0.6,0.0,0.98,0.0,0.3,0.0,0.0
Everybody Wants Some!!,0.05,0.0,0.0,0.15,0.0,0.9,0.0,0.1,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Line in the Sand,0.75,0.6,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.7,0.15,0.0,0.0,1.0,0.6,0.65,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.55,0.0,0.0,0.0,0.0,0.0
The Killer's Game,0.7,0.05,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Tatami,0.01,0.01,0.0,0.35,0.0,0.0,0.01,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Deadgirl,0.6,0.1,0.0,0.2,0.0,0.15,0.05,0.0,0.0,0.7,0.0,0.0,0.05,1.0,0.0,0.0,0.85,0.1,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.3,0.0,0.0,0.0
Lord of the Flies,0.1,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.4,1.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0
Old,0.6,0.7,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.85,0.2,0.0,0.1,1.0,0.0,0.0,0.75,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.2
Mercury Rising,0.7,0.2,0.0,0.05,0.0,0.0,0.85,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Frankenstein,0.1,0.05,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.7,0.15,0.0,0.15,1.0,0.05,0.1,0.85,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
The Hating Game,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
