movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,historical drama,romantic comedy,science fiction,dark_comedy
Orphan: First Kill,0.2,0.1,0.0,0.05,0.0,0.05,0.15,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.05
New Year's Eve,0.01,0.01,0.0,0.01,0.05,0.7,0.01,0.15,0.0,0.4,0.0,0.2,0.0,0.99,0.01,0.0,0.0,0.1,0.1,0.01,0.0,0.6,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.8,0.0,0.0
Midway,0.95,0.8,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.7,0.9,0.1,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.98,0.0,0.9,0.0,0.0,0.0
Frequency,0.7,0.65,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.8,0.0,0.5,0.1,0.95,0.2,0.15,0.0,0.05,0.0,0.75,0.0,0.2,0.0,0.25,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Women Talking,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.2,0.5,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Equilibrium,0.95,0.3,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.8,0.5,0.0,0.2,1.0,0.0,0.0,0.7,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0
Fantastic Four: Rise of the Silver Surfer,0.85,0.8,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.15,0.6,0.7,0.9,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
Divergent,0.65,0.55,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.7,0.2,0.3,0.6,1.0,0.1,0.05,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars: Episode IV - A New Hope,0.95,0.98,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.9,0.85,0.95,1.0,0.0,0.0,0.05,0.75,0.0,0.2,0.0,0.0,0.0,0.99,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0
Home Alone,0.1,0.2,0.0,0.05,0.0,0.85,0.05,0.6,0.0,0.15,0.0,0.95,0.05,1.0,0.0,0.0,0.1,0.05,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Maguire,0.05,0.0,0.0,0.1,0.15,0.7,0.0,0.2,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Sherlock Holmes,0.85,0.7,0.0,0.15,0.05,0.6,0.9,0.55,0.0,0.75,0.1,0.2,0.1,0.95,0.1,0.0,0.05,0.1,0.0,0.95,0.1,0.15,0.0,0.0,0.0,0.8,0.0,0.0,0.15,0.1,0.0,0.0
Before Sunrise,0.05,0.1,0.0,0.2,0.0,0.25,0.0,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Planet of the Apes,0.85,0.8,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.6,0.1,0.4,1.0,0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.0,0.0,0.95,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Good on Paper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Get Smart,0.75,0.6,0.0,0.05,0.0,0.9,0.0,0.85,0.0,0.1,0.0,0.3,0.05,0.95,0.0,0.0,0.0,0.15,0.1,0.6,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.15,0.2,0.0
Shadow in the Cloud,0.7,0.65,0.0,0.1,0.8,0.05,0.2,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.95,0.9,0.0,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0
Léon: The Professional,0.95,0.0,0.0,0.7,0.0,0.1,0.9,0.2,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.1,0.0,0.85,0.6,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Blood Simple,0.1,0.0,0.0,0.3,0.0,0.15,0.95,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.05,0.0,0.0,0.0,0.0
Burnt,0.01,0.0,0.0,0.05,0.3,0.08,0.1,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Gravity,0.95,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
High Society,0.01,0.01,0.0,0.05,0.05,0.85,0.01,0.15,0.0,0.65,0.01,0.01,0.0,1.0,0.05,0.0,0.0,0.75,0.95,0.01,0.0,0.9,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.9,0.0,0.0
The Beach Bum,0.05,0.1,0.0,0.65,0.0,0.7,0.05,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conclave,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vixen!,0.2,0.15,1.0,0.05,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.4,0.1,1.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
The Descendants,0.05,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.9,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Silverado,0.85,0.9,0.0,0.1,0.05,0.3,0.1,0.0,0.0,0.6,0.7,0.65,0.05,1.0,0.15,0.1,0.0,0.15,0.0,0.15,0.0,0.25,0.1,0.0,0.0,0.15,0.05,0.98,0.0,0.0,0.0,0.2
Treasure,0.7,0.85,0.0,0.1,0.05,0.15,0.2,0.0,0.0,0.4,0.25,0.6,0.1,0.95,0.15,0.1,0.05,0.1,0.05,0.45,0.05,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.05
Teenage Mutant Ninja Turtles: Out of the Shadows,0.85,0.7,0.6,0.05,0.0,0.4,0.1,0.3,0.0,0.2,0.1,0.75,0.6,1.0,0.0,0.0,0.05,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.45,0.0
Freedom Writers,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.9,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Love and Monsters,0.75,0.85,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.6,0.25,0.4,0.7,1.0,0.0,0.0,0.5,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.9,0.0
Kiss Kiss Bang Bang,0.75,0.1,0.0,0.15,0.0,0.9,0.6,0.85,0.0,0.5,0.0,0.05,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.8,0.4,0.2,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars: Episode V - The Empire Strikes Back,0.95,0.98,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.85,0.9,0.7,0.9,1.0,0.0,0.0,0.05,0.75,0.0,0.2,0.0,0.0,0.0,0.99,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Legend of Ochi,0.2,0.5,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.4,0.1,0.25,0.6,0.95,0.15,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Barry Lyndon,0.1,0.2,0.0,0.85,0.7,0.05,0.15,0.0,0.0,0.95,0.8,0.0,0.0,1.0,0.9,0.98,0.0,0.3,0.0,0.1,0.15,0.25,0.0,0.0,0.0,0.05,0.0,0.75,0.0,0.0,0.0,0.0
22 July,0.2,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.9,0.85,0.05,0.0,0.0,0.9,0.98,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
His House,0.05,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.95,0.1,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Freddy vs. Jason,0.85,0.2,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.05,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Weather Man,0.05,0.0,0.0,0.1,0.0,0.8,0.0,0.75,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
The Exorcist III,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Paddington in Peru,0.1,0.95,0.0,0.15,0.0,0.8,0.0,0.2,0.0,0.4,0.05,0.9,0.0,1.0,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel Has Fallen,0.95,0.1,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Unstoppable,0.95,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.15,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Fantasia,0.05,0.1,0.95,0.8,0.0,0.1,0.0,0.0,0.0,0.2,0.6,0.7,0.85,0.95,0.15,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Siren,0.2,0.15,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.05,0.95,0.05,0.05,0.15,0.1,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Lost Daughter,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Allied,0.75,0.0,0.0,0.15,0.2,0.0,0.3,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.5,0.6,0.0,0.0,0.0,0.6,0.4,0.9,0.0,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0
The Long Kiss Goodnight,0.85,0.2,0.0,0.15,0.05,0.4,0.1,0.45,0.0,0.7,0.05,0.1,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.65,0.25,0.6,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Last Summer,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your Place or Mine,0.01,0.05,0.0,0.05,0.1,0.8,0.0,0.2,0.0,0.7,0.05,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
The Gift,0.05,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Santa Clause,0.2,0.3,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.4,0.0,0.95,0.8,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0
Romance & Cigarettes,0.01,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.95,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
The Hunger Games,0.85,0.75,0.0,0.1,0.0,0.1,0.05,0.0,0.0,0.8,0.3,0.2,0.1,1.0,0.05,0.0,0.05,0.15,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.5,0.1,0.0,0.05,0.0,0.05,0.0
Endless Love,0.01,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Mr. Peabody & Sherman,0.6,0.85,0.95,0.1,0.2,0.7,0.0,0.3,0.0,0.4,0.05,0.9,0.7,0.95,0.3,0.0,0.0,0.15,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.25,0.1,0.8,0.0
Love Lies Bleeding,0.1,0.0,0.0,0.15,0.05,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Turning,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.95,0.0,0.0,0.8,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Hidden Figures,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.9,0.05,0.2,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
Fool's Gold,0.1,0.2,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15
Silverado,0.95,0.9,0.0,0.1,0.0,0.6,0.0,0.2,0.0,0.7,0.5,0.7,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.99,0.1,0.0,0.0,0.0
The Silent Hour,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.0,0.0,0.2,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Matilda: The Musical,0.05,0.2,0.0,0.15,0.0,0.6,0.0,0.25,0.0,0.7,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.95,0.98,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Last Days of Disco,0.05,0.0,0.0,0.25,0.1,0.7,0.0,0.0,0.1,0.8,0.0,0.1,0.0,1.0,0.3,0.35,0.0,0.9,0.7,0.0,0.0,0.2,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.65
Sink the Bismarck!,0.95,0.9,0.0,0.05,0.2,0.0,0.0,0.0,0.1,0.8,0.75,0.1,0.0,0.95,0.9,0.9,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.0
A Few Good Men,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.05,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.05
Dallas Buyers Club,0.01,0.01,0.0,0.05,0.95,0.01,0.05,0.0,0.0,0.98,0.01,0.01,0.0,0.99,0.8,0.0,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.95,0.0,0.0,0.0
Back to the Outback,0.1,0.4,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.3,0.0,0.25,0.0,0.95,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Batman Returns,0.95,0.9,0.0,0.75,0.0,0.2,0.85,0.3,0.0,0.8,0.6,0.1,0.8,1.0,0.0,0.0,0.6,0.1,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Promised Land,0.1,0.05,0.0,0.2,0.0,0.05,0.15,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Sentinel,0.85,0.6,0.0,0.1,0.05,0.05,0.7,0.0,0.0,0.75,0.2,0.0,0.0,1.0,0.25,0.0,0.05,0.05,0.0,0.65,0.15,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.2,0.0,0.0,0.0
Kiss Kiss Bang Bang,0.7,0.05,0.0,0.1,0.0,0.95,0.6,0.9,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.85,0.4,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0
Star Wars: Episode V - The Empire Strikes Back,0.95,0.98,0.0,0.15,0.05,0.05,0.0,0.0,0.0,0.85,0.9,0.7,0.8,1.0,0.0,0.0,0.1,0.75,0.0,0.6,0.0,0.0,0.0,0.99,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0
Mr. Malcolm's List,0.05,0.0,0.0,0.2,0.75,0.1,0.0,0.05,0.0,0.8,0.0,0.05,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
Triangle of Sadness,0.0,0.0,0.0,0.25,0.0,0.75,0.05,0.8,0.0,0.6,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Capone,0.1,0.0,0.0,0.05,0.9,0.1,0.95,0.15,0.0,0.9,0.05,0.0,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.0,0.0
Austin Powers in Goldmember,0.2,0.15,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.1,0.0,0.6,0.3,1.0,0.1,0.0,0.05,0.15,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.25,0.0
The Last American Virgin,0.01,0.01,0.0,0.05,0.01,0.25,0.01,0.3,0.0,0.65,0.0,0.01,0.0,1.0,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
