movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Next Friday,0.2,0.05,0.0,0.05,0.0,0.9,0.1,0.85,0.0,0.2,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Room,0.05,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Three Musketeers,0.85,0.9,0.0,0.1,0.05,0.3,0.1,0.0,0.0,0.6,0.4,0.7,0.1,0.95,0.8,0.8,0.0,0.1,0.05,0.2,0.0,0.2,0.1,0.0,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.0
Dante's Peak,0.7,0.5,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.85,0.2,0.2,0.0,1.0,0.0,0.0,0.6,0.05,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Ride Along 2,0.7,0.1,0.0,0.0,0.0,0.85,0.05,0.6,0.0,0.3,0.0,0.65,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0
Last Friday,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Man Who Knew Infinity,0.05,0.01,0.0,0.15,0.95,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.98,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Bad Moon,0.2,0.05,0.0,0.15,0.0,0.0,0.1,0.05,0.0,0.6,0.0,0.0,0.0,0.95,0.05,0.0,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0
Red Sparrow,0.7,0.1,0.0,0.15,0.05,0.1,0.85,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.75,0.1,0.6,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Rust Creek,0.2,0.05,0.0,0.15,0.0,0.05,0.7,0.1,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.6,0.1,0.05,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Alice Through the Looking Glass,0.2,0.75,0.6,0.25,0.0,0.4,0.0,0.1,0.0,0.3,0.1,0.8,0.95,1.0,0.05,0.0,0.0,0.2,0.3,0.15,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.1
In Her Shoes,0.01,0.01,0.0,0.05,0.25,0.4,0.0,0.2,0.0,0.85,0.0,0.1,0.0,1.0,0.05,0.05,0.0,0.05,0.0,0.15,0.0,0.6,0.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Cleopatra,0.1,0.2,0.0,0.3,0.7,0.05,0.05,0.0,0.0,0.8,0.9,0.05,0.0,0.95,0.95,0.9,0.0,0.2,0.1,0.05,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Without Remorse,0.95,0.2,0.0,0.05,0.1,0.0,0.7,0.0,0.0,0.6,0.1,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0
Wedding Crashers,0.01,0.01,0.0,0.01,0.01,0.95,0.03,0.75,0.0,0.2,0.0,0.05,0.0,1.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.99,0.0
Jack Frost,0.2,0.35,0.6,0.1,0.05,0.4,0.0,0.25,0.0,0.5,0.0,0.7,0.8,1.0,0.0,0.0,0.1,0.15,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.1
"It's a Mad, Mad, Mad, Mad World",0.6,0.75,0.0,0.15,0.0,0.95,0.05,0.8,0.0,0.6,0.2,0.5,0.1,1.0,0.0,0.0,0.05,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The 4:30 Movie,0.0,0.0,0.0,0.2,0.0,0.75,0.0,0.7,0.95,0.6,0.0,0.1,0.0,0.9,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
The Santa Clause,0.2,0.3,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.4,0.0,0.95,0.6,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Terrifier,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Enchanted,0.1,0.2,0.95,0.15,0.0,0.85,0.0,0.7,0.0,0.6,0.05,0.9,0.7,1.0,0.0,0.0,0.0,0.8,0.95,0.1,0.0,0.9,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Endurance,0.05,0.8,0.0,0.1,0.95,0.0,0.0,0.0,0.1,0.9,0.2,0.1,0.0,0.95,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batman v Superman: Dawn of Justice,0.95,0.7,0.0,0.2,0.1,0.05,0.8,0.0,0.0,0.85,0.6,0.05,0.3,0.99,0.15,0.1,0.5,0.1,0.0,0.7,0.15,0.0,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Talladega Nights: The Ballad of Ricky Bobby,0.6,0.1,0.0,0.05,0.15,0.95,0.0,0.8,0.0,0.2,0.05,0.3,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.25,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Comfort of Strangers,0.05,0.0,0.0,0.1,0.0,0.15,0.2,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Eileen,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Sand Pebbles,0.75,0.6,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.85,0.4,0.1,0.0,0.95,0.9,0.9,0.0,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.95,0.0,0.0,0.0,0.0,0.0
Deadpool,0.95,0.2,0.0,0.05,0.0,0.9,0.1,0.95,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Sharper,0.1,0.05,0.0,0.15,0.0,0.3,0.7,0.4,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.5,0.2,0.25,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0
Äon Flux,0.6,0.45,0.0,0.85,0.0,0.05,0.0,0.0,0.0,0.7,0.1,0.0,0.75,1.0,0.0,0.0,0.05,0.3,0.0,0.2,0.15,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6
Bottoms,0.0,0.0,0.0,0.05,0.0,0.25,0.1,0.3,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nell,0.0,0.0,0.0,0.6,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Repo Man,0.4,0.1,0.0,0.6,0.0,0.7,0.5,0.85,0.0,0.75,0.0,0.0,0.05,1.0,0.15,0.0,0.1,0.2,0.0,0.25,0.15,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The Valet,0.1,0.05,0.0,0.05,0.0,0.7,0.05,0.65,0.0,0.55,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.85,0.0
Junior,0.05,0.1,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.6,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Number 23,0.01,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Land Before Time,0.05,0.85,0.95,0.2,0.01,0.25,0.0,0.01,0.0,0.4,0.1,0.98,0.15,0.99,0.05,0.0,0.0,0.15,0.05,0.02,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.02,0.01
Goosebumps,0.2,0.4,0.0,0.05,0.0,0.7,0.05,0.25,0.0,0.15,0.0,0.85,0.6,0.95,0.0,0.0,0.5,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1
Saw IV,0.85,0.1,0.0,0.05,0.0,0.0,0.9,0.7,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
The War Wagon,0.95,0.8,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.6,0.75,0.2,0.0,1.0,0.9,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.98,0.0,0.0,0.0,0.0
Inferno,0.65,0.7,0.0,0.05,0.1,0.0,0.5,0.0,0.0,0.75,0.2,0.0,0.0,1.0,0.2,0.15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Homeward Bound: The Incredible Journey,0.1,0.75,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.5,0.1,0.95,0.1,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Clear and Present Danger,0.95,0.8,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.85,0.7,0.0,0.0,1.0,0.25,0.0,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.0,0.2,0.0,0.0
Gremlins,0.85,0.7,0.95,0.1,0.0,0.75,0.05,0.0,0.0,0.4,0.15,0.8,0.75,1.0,0.0,0.0,0.6,0.15,0.05,0.2,0.0,0.0,0.0,0.1,0.0,0.65,0.0,0.0,0.6,0.0,0.0,0.0
Zombie Strippers!,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3
The Book of Life,0.1,0.75,0.95,0.8,0.2,0.6,0.05,0.15,0.0,0.7,0.4,0.9,0.9,1.0,0.6,0.0,0.0,0.85,0.8,0.1,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.5,0.0
Fat Albert,0.1,0.2,0.95,0.15,0.0,0.8,0.0,0.25,0.0,0.2,0.0,0.9,0.1,0.95,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Journey to the Center of the Earth,0.75,0.95,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.4,0.7,0.6,0.98,0.05,0.0,0.3,0.0,0.0,0.25,0.0,0.0,0.0,0.8,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Things Will Be Different,0.05,0.0,0.0,0.1,0.3,0.2,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0
Bad Education,0.01,0.01,0.0,0.05,0.85,0.2,0.01,0.25,0.0,0.9,0.01,0.01,0.0,1.0,0.7,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.01,0.0
The Inbetweeners,0.01,0.01,0.0,0.01,0.0,0.95,0.02,0.85,0.0,0.2,0.0,0.15,0.0,1.0,0.01,0.0,0.0,0.05,0.02,0.02,0.0,0.05,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Red One,0.85,0.7,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,1.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
This Is Where I Leave You,0.05,0.01,0.0,0.05,0.01,0.4,0.01,0.2,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0
Mean Streets,0.1,0.0,0.0,0.4,0.0,0.7,0.95,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Bros,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
Tales from the Darkside: The Movie,0.2,0.15,0.0,0.25,0.05,0.4,0.1,0.0,0.0,0.7,0.05,0.1,0.55,0.95,0.05,0.05,0.8,0.1,0.0,0.65,0.15,0.05,0.0,0.3,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.0
Angels Fallen: Warriors of Peace,0.7,0.65,0.0,0.1,0.2,0.05,0.15,0.0,0.0,0.75,0.4,0.25,0.1,0.95,0.5,0.6,0.0,0.15,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.3,0.55,0.0,0.0,0.0,0.0,0.0
The Hangover Part III,0.2,0.15,0.0,0.0,0.0,0.85,0.05,0.7,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Warcraft,0.85,0.75,0.1,0.2,0.05,0.1,0.15,0.0,0.0,0.6,0.7,0.4,0.9,1.0,0.7,0.75,0.2,0.25,0.05,0.2,0.0,0.05,0.0,0.6,0.0,0.5,0.5,0.0,0.05,0.0,0.0,0.0
Rollerball,0.95,0.7,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.8,0.75,0.0,0.05,0.99,0.0,0.1,0.0,0.1,0.0,0.2,0.05,0.0,0.0,0.9,0.85,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Lady in the Water,0.05,0.1,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.85,0.05,0.1,0.3,0.95,0.0,0.0,0.1,0.15,0.0,0.4,0.0,0.2,0.05,0.1,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.0
Silver Linings Playbook,0.01,0.01,0.0,0.05,0.0,0.55,0.0,0.1,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.7,0.0
Miller's Girl,0.05,0.0,0.0,0.2,0.1,0.15,0.0,0.1,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Lone Star,0.1,0.05,0.0,0.25,0.0,0.05,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0
Back to the Future,0.65,0.8,0.0,0.1,0.0,0.9,0.05,0.75,0.0,0.6,0.2,0.95,0.7,1.0,0.15,0.0,0.0,0.25,0.3,0.1,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.85,0.98
Eighth Grade,0.0,0.0,0.0,0.25,0.0,0.8,0.0,0.75,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midway,0.95,0.8,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.7,0.85,0.1,0.0,0.95,0.9,0.8,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.0,0.0,0.0
The Fantastic Four: First Steps,0.7,0.65,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.15,0.5,0.6,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.0
Waterworld,0.85,0.75,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.7,0.1,0.15,0.95,0.15,0.0,0.05,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.9
Venom,0.95,0.2,0.0,0.05,0.0,0.1,0.2,0.15,0.0,0.6,0.1,0.0,0.6,1.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8
The Wonder,0.01,0.01,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,1.0,0.05,0.05,0.0,0.02,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Goosebumps,0.1,0.3,0.0,0.05,0.0,0.6,0.0,0.2,0.0,0.15,0.0,0.7,0.5,1.0,0.0,0.0,0.4,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1
Dune,0.85,0.92,0.0,0.65,0.05,0.05,0.1,0.0,0.0,0.8,0.9,0.15,0.85,0.98,0.2,0.15,0.1,0.25,0.0,0.2,0.0,0.1,0.0,0.95,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
Basic Instinct 2,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Shell,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Save Me,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridesmaids,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Unsung Hero,0.0,0.0,0.0,0.05,0.8,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.0,0.95,0.9,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Problemista,0.1,0.05,0.0,0.15,0.0,0.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0
Basic Instinct,0.1,0.0,0.0,0.05,0.0,0.0,0.6,0.05,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.8,0.2,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Birth of a Nation,0.2,0.05,0.0,0.15,0.4,0.0,0.05,0.0,0.1,0.7,0.6,0.0,0.0,0.95,0.8,0.9,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.0,0.0,0.0,0.0,0.0
The Informers,0.1,0.0,0.0,0.15,0.05,0.0,0.85,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Clear and Present Danger,0.95,0.8,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.75,0.6,0.0,0.0,1.0,0.3,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.25,0.0,0.0,0.35,0.0,0.0
Gremlins,0.85,0.7,0.95,0.1,0.0,0.75,0.05,0.8,0.0,0.2,0.15,0.8,0.9,1.0,0.0,0.0,0.6,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.1
Rachel Getting Married,0.0,0.0,0.0,0.2,0.15,0.05,0.0,0.1,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Incredibles,0.95,0.9,1.0,0.6,0.0,0.85,0.0,0.0,0.0,0.7,0.25,0.98,0.2,1.0,0.0,0.0,0.05,0.3,0.1,0.15,0.0,0.1,0.0,0.4,0.0,0.65,0.0,0.0,0.2,0.0,0.0,0.0
The Package,0.2,0.05,0.0,0.05,0.0,0.15,0.3,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0
Waltzing with Brando,0.0,0.0,0.0,0.8,0.95,0.1,0.0,0.0,0.85,0.9,0.0,0.0,0.0,0.95,0.8,0.9,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
