movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
The American,0.7,0.0,0.0,0.1,0.65,0.05,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.6,0.75,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Sound of Hope: The Story of Possum Trot,0.01,0.05,0.0,0.1,0.95,0.0,0.0,0.0,0.9,0.8,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
The Beguiled,0.01,0.01,0.0,0.35,0.02,0.05,0.02,0.08,0.0,0.95,0.01,0.01,0.0,0.99,0.1,0.5,0.08,0.01,0.01,0.12,0.03,0.02,0.01,0.0,0.0,0.4,0.0,0.02,0.0,0.0,0.0,0.0
White Men Can't Jump,0.05,0.0,0.0,0.1,0.0,0.95,0.05,0.8,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,0.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Apprentice,0.05,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.9,0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarzan the Ape Man,0.85,0.95,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.6,0.2,0.7,0.6,0.98,0.05,0.0,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Monster Hunter,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.6,0.3,0.9,1.0,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.85
Me Time,0.0,0.0,0.0,0.01,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Artist,0.05,0.0,0.0,0.75,0.2,0.1,0.0,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.5,0.6,0.0,0.8,0.4,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Two Popes,0.05,0.01,0.0,0.15,0.95,0.1,0.0,0.05,0.0,0.9,0.05,0.0,0.0,1.0,0.9,0.98,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
I Don't Feel at Home in This World Anymore,0.05,0.0,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0
Austin Powers: International Man of Mystery,0.6,0.7,0.0,0.05,0.0,0.95,0.1,0.0,0.0,0.1,0.0,0.65,0.4,1.0,0.15,0.0,0.05,0.2,0.15,0.75,0.0,0.25,0.0,0.0,0.0,0.55,0.0,0.0,0.85,0.0,0.8,0.5
California Dreaming,0.05,0.1,0.0,0.2,0.0,0.4,0.0,0.15,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
October Sky,0.1,0.2,0.0,0.1,0.9,0.1,0.0,0.0,0.0,0.8,0.1,0.7,0.0,1.0,0.7,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Safe,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Under Siege,0.98,0.75,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Dancer in the Dark,0.05,0.0,0.0,0.7,0.8,0.1,0.0,0.15,0.0,0.95,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Red, White & Royal Blue",0.05,0.1,0.0,0.05,0.0,0.7,0.0,0.15,0.0,0.85,0.0,0.2,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.1,0.0,0.95,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Adaptation.,0.05,0.0,0.0,0.6,0.25,0.4,0.0,0.55,0.0,0.7,0.0,0.0,0.0,0.95,0.1,0.05,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Black Snake Moan,0.2,0.05,0.0,0.6,0.0,0.05,0.1,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.1,0.0,0.1,0.4,0.0,0.15,0.1,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0
Rocky,0.85,0.1,0.0,0.05,0.2,0.05,0.0,0.0,0.0,0.9,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Alien: Covenant,0.85,0.75,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.6,0.5,0.0,0.05,1.0,0.0,0.0,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.98
Beetlejuice,0.05,0.1,0.2,0.3,0.0,0.85,0.0,0.9,0.0,0.4,0.05,0.3,0.7,1.0,0.0,0.0,0.4,0.1,0.15,0.2,0.0,0.05,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Arabesque,0.05,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
I Am Legend,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.0,0.0,0.95,0.0,0.0,0.4,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9
For Your Eyes Only,0.95,0.92,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.2,0.05,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Deadpool & Wolverine,0.95,0.7,0.0,0.05,0.2,0.9,0.1,0.95,0.0,0.4,0.1,0.3,0.15,1.0,0.0,0.0,0.2,0.05,0.0,0.1,0.0,0.1,0.2,0.25,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Machete,0.95,0.7,0.0,0.05,0.0,0.8,0.6,0.0,0.0,0.4,0.1,0.1,0.2,1.0,0.0,0.0,0.25,0.15,0.0,0.4,0.1,0.05,0.0,0.0,0.0,0.85,0.0,0.2,0.75,0.0,0.1,0.05
About Schmidt,0.01,0.05,0.0,0.15,0.1,0.85,0.01,0.75,0.0,0.9,0.0,0.05,0.0,1.0,0.05,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0
Lilo & Stitch,0.2,0.6,0.95,0.3,0.05,0.7,0.0,0.0,0.0,0.5,0.0,0.9,0.75,1.0,0.0,0.0,0.0,0.55,0.4,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.1,0.8
Behind Enemy Lines,0.95,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.0,0.0,0.15,0.0,0.0
Cocktail,0.01,0.01,0.0,0.05,0.0,0.65,0.01,0.0,0.0,0.5,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.2,0.05,0.02,0.01,0.8,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.75,0.0
Sonic the Hedgehog,0.7,0.85,0.95,0.1,0.05,0.6,0.05,0.2,0.0,0.3,0.15,0.9,0.2,1.0,0.0,0.0,0.05,0.25,0.1,0.15,0.0,0.05,0.1,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
World's Greatest Dad,0.05,0.05,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.2,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Wag the Dog,0.1,0.05,0.0,0.15,0.05,0.9,0.05,0.85,0.0,0.7,0.0,0.0,0.0,1.0,0.2,0.15,0.0,0.1,0.05,0.2,0.05,0.05,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Small Things Like These,0.05,0.01,0.0,0.01,0.05,0.15,0.0,0.05,0.0,0.8,0.0,0.4,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forever My Girl,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Double Indemnity,0.05,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.98,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.0
The Frighteners,0.2,0.15,0.0,0.1,0.0,0.65,0.05,0.7,0.0,0.4,0.0,0.05,0.8,1.0,0.0,0.0,0.9,0.1,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Terminator Salvation,0.95,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.1,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.98
The Family,0.1,0.15,0.0,0.05,0.0,0.2,0.05,0.15,0.0,0.4,0.0,0.85,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Green Zone,0.7,0.4,0.0,0.1,0.2,0.05,0.15,0.0,0.0,0.85,0.5,0.0,0.0,1.0,0.75,0.0,0.05,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.65,0.6,0.0,0.0,0.8,0.0,0.0
The Good Shepherd,0.2,0.05,0.0,0.15,0.7,0.05,0.65,0.0,0.0,0.85,0.25,0.0,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.5,0.2,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.0
After We Fell,0.05,0.01,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.65,0.0,0.01,0.0,0.95,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.6,0.0
The Emoji Movie,0.05,0.1,0.95,0.1,0.0,0.6,0.0,0.3,0.0,0.2,0.0,0.7,0.2,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galaxy Quest,0.65,0.15,0.0,0.05,0.0,0.9,0.0,0.85,0.0,0.7,0.05,0.2,0.05,1.0,0.1,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.2,0.95,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Bedroom Window,0.01,0.0,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Favourite,0.1,0.05,0.0,0.5,0.2,0.7,0.05,0.8,0.0,0.95,0.15,0.0,0.0,1.0,0.9,0.9,0.0,0.1,0.0,0.2,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Maria Full of Grace,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.15,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dangerous Liaisons,0.01,0.0,0.0,0.25,0.05,0.1,0.05,0.15,0.0,0.75,0.05,0.0,0.0,1.0,0.2,0.3,0.0,0.05,0.0,0.15,0.1,0.9,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Funny Games,0.05,0.0,0.0,0.6,0.0,0.0,0.15,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Two Jakes,0.2,0.1,0.0,0.4,0.7,0.3,0.6,0.5,0.0,0.9,0.3,0.0,0.0,1.0,0.7,0.8,0.0,0.1,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Tango & Cash,0.95,0.0,0.0,0.1,0.0,0.7,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.5,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.0
Civil War,0.85,0.05,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,1.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
Jason Bourne,0.95,0.7,0.0,0.05,0.1,0.0,0.85,0.0,0.0,0.75,0.2,0.0,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.9,0.15,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.25
RoboCop,0.95,0.05,0.0,0.1,0.0,0.15,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.4,0.0,0.0,0.9
"Six Days, Seven Nights",0.1,0.65,0.0,0.05,0.0,0.7,0.0,0.15,0.0,0.5,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Backtrace,0.2,0.05,0.0,0.15,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
To All the Boys I've Loved Before,0.01,0.01,0.0,0.03,0.0,0.6,0.0,0.15,0.0,0.75,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.02,0.05,0.0,0.95,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.9,0.0
Back to the Future Part III,0.7,0.95,0.0,0.05,0.0,0.8,0.0,0.2,0.0,0.5,0.2,0.9,0.75,1.0,0.3,0.3,0.0,0.1,0.1,0.0,0.0,0.05,0.0,0.85,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0
After Yang,0.05,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3
Almost Christmas,0.0,0.0,0.0,0.05,0.0,0.65,0.0,0.1,0.0,0.4,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Step Brothers,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0
Pearl Harbor,0.85,0.7,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.6,0.75,0.2,0.0,0.95,0.9,0.9,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.15,0.95,0.0,0.0,0.0,0.0,0.0
Freaky Tales,0.1,0.05,0.0,0.15,0.0,0.4,0.1,0.0,0.0,0.3,0.0,0.05,0.1,0.95,0.05,0.0,0.5,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.35,0.0,0.0,0.65,0.0,0.0,0.1
The Covenant,0.6,0.55,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.7,0.2,0.0,0.0,0.95,0.2,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.4,0.0,0.0
Silkwood,0.05,0.0,0.0,0.1,0.9,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.0
Underwater,0.7,0.65,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.85
Poolman,0.2,0.05,0.0,0.15,0.0,0.1,0.3,0.1,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Mr. Nobody,0.05,0.1,0.0,0.8,0.2,0.05,0.0,0.0,0.0,0.95,0.15,0.0,0.1,1.0,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.6
The Whale,0.0,0.0,0.0,0.25,0.15,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coming 2 America,0.2,0.15,0.0,0.05,0.0,0.9,0.0,0.25,0.0,0.3,0.0,0.85,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terminator Salvation,0.95,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.75,0.1,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.98
EuroTrip,0.1,0.25,0.0,0.05,0.0,0.9,0.05,0.75,0.0,0.3,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.85,0.0
The Basketball Diaries,0.1,0.0,0.0,0.05,0.85,0.05,0.2,0.05,0.0,0.9,0.0,0.0,0.0,0.95,0.0,0.05,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Last Song,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.7,0.0,0.65,0.0,1.0,0.0,0.0,0.0,0.25,0.15,0.05,0.0,0.85,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Welcome Home, Roscoe Jenkins",0.1,0.05,0.0,0.05,0.2,0.85,0.05,0.7,0.0,0.6,0.0,0.65,0.0,1.0,0.1,0.0,0.0,0.1,0.05,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.4,0.0
Almost Famous,0.05,0.1,0.0,0.2,0.35,0.55,0.0,0.4,0.0,0.85,0.0,0.0,0.0,1.0,0.05,0.05,0.0,0.9,0.2,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel Magnolias,0.0,0.0,0.0,0.05,0.0,0.65,0.0,0.1,0.0,0.95,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beastly,0.1,0.15,0.0,0.2,0.05,0.3,0.0,0.15,0.0,0.7,0.0,0.25,0.1,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.65,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Casino,0.1,0.0,0.0,0.1,0.6,0.2,0.95,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.4,0.0,0.0,0.1,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.6,0.0,0.0
Flora and Son,0.05,0.0,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.7,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0
Christmas with the Campbells,0.0,0.05,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.2,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Emoji Movie,0.05,0.1,0.95,0.05,0.0,0.6,0.0,0.2,0.0,0.15,0.0,0.8,0.1,0.95,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.05,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Galaxy Quest,0.65,0.1,0.0,0.05,0.0,0.95,0.0,0.9,0.0,0.7,0.05,0.2,0.05,1.0,0.1,0.1,0.0,0.15,0.1,0.1,0.0,0.15,0.1,0.9,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
In the Tall Grass,0.1,0.2,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.05,0.1,1.0,0.0,0.0,0.65,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Split,0.85,0.05,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Shack,0.01,0.05,0.0,0.1,0.15,0.02,0.0,0.0,0.0,0.8,0.05,0.2,0.15,0.95,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Toy Story 2,0.2,0.75,0.95,0.15,0.0,0.8,0.0,0.1,0.0,0.5,0.05,0.9,0.25,1.0,0.0,0.0,0.0,0.1,0.05,0.15,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0
The Naked Gun 2Â½: The Smell of Fear,0.2,0.15,0.0,0.05,0.0,0.95,0.1,0.8,0.0,0.1,0.0,0.25,0.0,1.0,0.05,0.0,0.0,0.1,0.05,0.2,0.0,0.05,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
