movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark_comedy,historical drama,romantic comedy,science fiction
Sunday in New York,0.01,0.05,0.0,0.3,0.05,0.1,0.0,0.02,0.0,0.6,0.0,0.05,0.0,1.0,0.05,0.0,0.0,0.45,0.15,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0
The Bone Collector,0.75,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0
Gettysburg,0.65,0.1,0.0,0.05,0.75,0.0,0.0,0.0,0.0,0.9,0.8,0.05,0.0,1.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.95,0.0,0.0
Beverly Hills Cop: Axel F,0.7,0.1,0.0,0.05,0.0,0.85,0.15,0.6,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Land of Bad,0.2,0.15,0.0,0.1,0.0,0.25,0.3,0.35,0.0,0.5,0.05,0.05,0.0,1.0,0.1,0.1,0.05,0.1,0.0,0.15,0.05,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Oppenheimer,0.0,0.0,0.0,0.1,0.95,0.0,0.05,0.0,0.0,0.9,0.8,0.0,0.0,1.0,0.98,0.99,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0
Primal Fear,0.1,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Now You See Me,0.75,0.2,0.0,0.1,0.0,0.8,0.6,0.7,0.0,0.3,0.0,0.1,0.15,1.0,0.0,0.0,0.0,0.15,0.0,0.9,0.0,0.05,0.1,0.1,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Little Rascals,0.1,0.2,0.0,0.05,0.0,0.95,0.0,0.15,0.0,0.1,0.0,0.9,0.05,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Rain Man,0.01,0.05,0.0,0.15,0.95,0.2,0.05,0.1,0.0,0.98,0.05,0.85,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0
Very Good Girls,0.01,0.01,0.0,0.05,0.01,0.2,0.01,0.25,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.05,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
The Matrix Revolutions,0.95,0.7,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.75,0.0,0.9,1.0,0.0,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Creepshow 2,0.2,0.1,0.0,0.15,0.0,0.35,0.1,0.6,0.0,0.4,0.0,0.05,0.25,1.0,0.0,0.0,0.9,0.05,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Lost City,0.7,0.85,0.0,0.1,0.05,0.6,0.05,0.55,0.0,0.6,0.15,0.7,0.1,1.0,0.0,0.0,0.0,0.15,0.2,0.3,0.0,0.8,0.75,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Walk the Line,0.1,0.05,0.0,0.15,0.95,0.1,0.05,0.05,0.0,0.9,0.05,0.15,0.0,1.0,0.8,0.0,0.0,0.9,0.8,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
Killing Me Softly,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vacation,0.1,0.2,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.15,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0
Regarding Henry,0.0,0.0,0.0,0.05,0.75,0.1,0.0,0.15,0.0,0.95,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deadfall,0.75,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Substance,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rez Ball,0.6,0.1,0.0,0.2,0.0,0.15,0.05,0.0,0.0,0.3,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Anaconda,0.7,0.65,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Wifelike,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0
Friday the 13th: The Final Chapter,0.3,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.98,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
I Am Number Four,0.75,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.1,0.4,0.9,1.0,0.0,0.0,0.1,0.05,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95
The Wraith,0.7,0.4,0.0,0.1,0.0,0.05,0.2,0.0,0.0,0.5,0.05,0.0,0.25,0.95,0.0,0.0,0.6,0.05,0.0,0.65,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.3
Elio,0.05,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Words,0.0,0.0,0.0,0.2,0.6,0.1,0.0,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.1,0.0,0.25,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0
Return of the King: The Fall and Rise of Elvis Presley,0.1,0.0,0.0,0.1,0.95,0.1,0.0,0.0,0.9,0.8,0.05,0.05,0.0,0.9,0.9,0.85,0.0,0.98,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dumbo,0.05,0.6,0.95,0.2,0.0,0.3,0.0,0.0,0.0,0.4,0.1,0.9,0.7,1.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0
JFK,0.0,0.0,0.0,0.1,0.95,0.0,0.8,0.0,0.7,0.9,0.2,0.0,0.0,0.95,0.95,0.9,0.0,0.05,0.0,0.9,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Mighty Joe Young,0.7,0.85,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.6,0.3,0.75,0.6,1.0,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Hudsucker Proxy,0.1,0.1,0.0,0.6,0.0,0.8,0.0,0.7,0.0,0.7,0.0,0.1,0.1,1.0,0.1,0.0,0.0,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0
The Assassination of Jesse James by the Coward Robert Ford,0.25,0.05,0.0,0.7,0.95,0.05,0.9,0.1,0.0,0.98,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.05,0.0,0.8,0.15,0.0,0.0,0.0,0.0,0.75,0.0,0.85,0.0,0.95,0.0,0.0
Assassins,0.95,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
White Boy Rick,0.6,0.1,0.0,0.05,0.95,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.85,0.0,0.0
The Apprentice,0.05,0.0,0.0,0.0,0.2,0.4,0.0,0.15,0.8,0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A History of Violence,0.85,0.0,0.0,0.2,0.15,0.05,0.9,0.1,0.0,0.95,0.05,0.0,0.0,1.0,0.1,0.0,0.1,0.05,0.0,0.7,0.25,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.15,0.0,0.0
Captain Marvel,0.95,0.8,0.0,0.05,0.2,0.1,0.05,0.0,0.0,0.6,0.7,0.5,0.15,1.0,0.1,0.15,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
I Origins,0.05,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6
Monster Trucks,0.7,0.85,0.0,0.05,0.0,0.6,0.0,0.55,0.0,0.4,0.2,0.75,0.7,1.0,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9
Safe House,0.95,0.1,0.0,0.05,0.0,0.1,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0
The Time Machine,0.6,0.75,0.0,0.2,0.05,0.1,0.05,0.0,0.0,0.65,0.25,0.15,0.8,0.95,0.2,0.1,0.25,0.05,0.0,0.4,0.0,0.05,0.0,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Nightmare Alley,0.2,0.1,0.0,0.6,0.05,0.15,0.4,0.3,0.0,0.85,0.05,0.0,0.0,1.0,0.1,0.2,0.35,0.1,0.0,0.7,0.65,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Purple Rain,0.75,0.2,0.0,0.6,0.4,0.1,0.05,0.0,0.0,0.8,0.3,0.15,0.0,1.0,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Wolfwalkers,0.1,0.75,1.0,0.8,0.0,0.2,0.0,0.0,0.0,0.6,0.15,0.9,0.95,1.0,0.2,0.25,0.05,0.5,0.1,0.15,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0
Lost on a Mountain in Maine,0.05,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.6,0.0,0.1,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Secretary,0.05,0.0,0.0,0.15,0.2,0.1,0.0,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
54,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batman Begins,0.95,0.9,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.8,0.1,0.05,0.1,1.0,0.05,0.05,0.1,0.1,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Kingpin,0.85,0.0,0.0,0.1,0.2,0.7,0.95,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0
Airplane II: The Sequel,0.2,0.1,0.0,0.0,0.0,0.85,0.0,0.9,0.0,0.05,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.1
The Grinch,0.05,0.1,0.95,0.2,0.0,0.8,0.0,0.15,0.0,0.4,0.05,0.9,0.25,0.98,0.0,0.0,0.0,0.6,0.45,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Beowulf,0.95,0.9,0.0,0.2,0.15,0.05,0.0,0.0,0.0,0.7,0.85,0.6,0.8,1.0,0.75,0.8,0.2,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0
Poor Things,0.05,0.1,0.0,0.4,0.2,0.3,0.0,0.4,0.0,0.8,0.05,0.0,0.2,1.0,0.1,0.1,0.1,0.0,0.0,0.3,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Stir of Echoes,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Wifelike,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0
The Northman,0.95,0.92,0.0,0.7,0.85,0.05,0.1,0.0,0.0,0.9,0.88,0.0,0.15,1.0,0.98,0.95,0.2,0.25,0.0,0.18,0.05,0.02,0.0,0.0,0.0,0.75,0.12,0.0,0.0,0.0,0.0,0.0
Ant-Man,0.85,0.7,0.0,0.05,0.0,0.6,0.1,0.0,0.0,0.4,0.1,0.65,0.2,1.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.1,0.15,0.9,0.0,0.75,0.0,0.0,0.55,0.0,0.0,0.0
Private Resort,0.1,0.05,0.0,0.15,0.0,0.2,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0
About Cherry,0.1,0.0,0.0,0.05,0.7,0.05,0.2,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Red Dragon,0.2,0.05,0.0,0.15,0.0,0.0,0.95,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.05,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
X-Men: Dark Phoenix,0.95,0.8,0.0,0.05,0.1,0.05,0.0,0.0,0.0,0.85,0.7,0.2,0.4,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Anacondas: The Hunt for the Blood Orchid,0.7,0.6,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.95,0.0,0.0,0.85,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.15,0.0,0.0,0.0
Psycho,0.05,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Possession of Hannah Grace,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Only Angels Have Wings,0.1,0.2,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.75,0.15,0.1,0.0,1.0,0.05,0.05,0.0,0.15,0.1,0.05,0.05,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Words,0.0,0.0,0.0,0.15,0.5,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0
Return of the King: The Fall and Rise of Elvis Presley,0.05,0.0,0.0,0.1,0.95,0.05,0.0,0.0,0.8,0.9,0.15,0.05,0.0,0.8,0.9,0.0,0.0,0.98,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
"Stop, You're Killing Me",0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romeo + Juliet,0.1,0.05,0.0,0.2,0.15,0.05,0.0,0.0,0.0,0.95,0.1,0.15,0.0,1.0,0.15,0.0,0.0,0.1,0.8,0.05,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
The Fundamentals of Caring,0.01,0.0,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.9,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Scream 7,0.1,0.05,0.0,0.05,0.0,0.2,0.05,0.4,0.0,0.25,0.0,0.1,0.0,1.0,0.0,0.0,0.75,0.1,0.0,0.6,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Airport,0.3,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.6,0.15,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Triple Threat,0.8,0.2,0.0,0.05,0.0,0.1,0.15,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.0
