movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Joe Kidd,0.9,0.6,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.7,0.2,0.0,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.95,0.0,0.0,0.0,0.0
Highlander,0.95,0.85,0.0,0.1,0.05,0.15,0.1,0.05,0.0,0.7,0.6,0.05,0.9,1.0,0.1,0.1,0.2,0.15,0.0,0.75,0.05,0.2,0.0,0.9,0.0,0.8,0.05,0.0,0.0,0.0,0.0,0.0
Kimi,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Streets of Fire,0.95,0.7,0.0,0.2,0.0,0.3,0.1,0.15,0.0,0.6,0.1,0.4,0.05,1.0,0.0,0.0,0.0,0.9,0.85,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
I Heard the Bells,0.01,0.01,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Breakdown,0.7,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Stanford Prison Experiment,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0
American Hustle,0.15,0.05,0.0,0.1,0.2,0.75,0.8,0.9,0.0,0.9,0.05,0.0,0.0,1.0,0.2,0.2,0.0,0.1,0.0,0.7,0.6,0.2,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Jurassic Park III,0.85,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.6,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95
A Ghost Story,0.01,0.01,0.0,0.75,0.01,0.01,0.01,0.01,0.0,0.9,0.01,0.01,0.1,1.0,0.01,0.01,0.1,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Spaceman,0.6,0.55,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.7,0.25,0.15,0.1,0.95,0.3,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.8
Guardians of the Galaxy Vol. 3,0.95,0.9,0.0,0.1,0.0,0.75,0.05,0.0,0.0,0.8,0.7,0.6,0.7,1.0,0.0,0.0,0.1,0.85,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.95
Focus,0.7,0.1,0.0,0.05,0.0,0.65,0.8,0.55,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.0,0.3,0.2,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
War Dogs,0.7,0.1,0.0,0.05,0.2,0.6,0.75,0.7,0.0,0.7,0.15,0.0,0.0,1.0,0.4,0.3,0.0,0.05,0.0,0.2,0.1,0.0,0.05,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0
Avatar: Fire and Ash,0.85,0.9,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.7,0.8,0.15,0.75,1.0,0.1,0.0,0.0,0.2,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.95
A Time to Kill,0.1,0.0,0.0,0.05,0.15,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
30 Days of Night,0.75,0.2,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.1
Army of One,0.2,0.05,0.0,0.15,0.95,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
Primer,0.1,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.9
If Only,0.05,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
No Time to Die,0.95,0.92,0.0,0.05,0.1,0.05,0.15,0.0,0.0,0.85,0.8,0.2,0.05,1.0,0.1,0.1,0.0,0.15,0.0,0.7,0.0,0.5,0.0,0.1,0.0,0.9,0.15,0.0,0.0,0.0,0.0,0.0
Body of Lies,0.75,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The SpongeBob SquarePants Movie,0.1,0.6,0.95,0.2,0.0,0.9,0.0,0.3,0.0,0.2,0.0,0.98,0.5,1.0,0.0,0.0,0.05,0.4,0.25,0.1,0.0,0.05,0.1,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Mother!,0.05,0.01,0.0,0.75,0.01,0.1,0.02,0.2,0.0,0.9,0.05,0.0,0.15,0.99,0.02,0.01,0.3,0.1,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Big Year,0.01,0.2,0.0,0.15,0.35,0.65,0.0,0.55,0.0,0.7,0.05,0.4,0.0,1.0,0.25,0.1,0.0,0.1,0.05,0.05,0.0,0.15,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Land of the Dead,0.8,0.1,0.0,0.2,0.0,0.15,0.05,0.3,0.0,0.6,0.15,0.0,0.05,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Wild Robot,0.2,0.85,0.95,0.6,0.0,0.15,0.0,0.0,0.0,0.7,0.25,0.9,0.3,1.0,0.05,0.0,0.0,0.1,0.05,0.1,0.0,0.05,0.0,0.4,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Inheritance,0.05,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0
The Endless,0.2,0.15,0.0,0.1,0.05,0.02,0.05,0.0,0.0,0.6,0.05,0.0,0.25,0.95,0.0,0.0,0.1,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.1
Chocolat,0.05,0.1,0.0,0.6,0.05,0.4,0.0,0.0,0.0,0.8,0.0,0.3,0.0,1.0,0.1,0.0,0.0,0.7,0.5,0.2,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.05,0.4,0.0
Steel Magnolias,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.1,0.0,0.95,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Magic Mike's Last Dance,0.6,0.1,0.0,0.2,0.4,0.85,0.15,0.7,0.0,0.75,0.05,0.1,0.0,1.0,0.0,0.0,0.0,0.7,0.65,0.05,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.6,0.0
Multiplicity,0.05,0.0,0.0,0.05,0.0,0.9,0.0,0.85,0.0,0.3,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.1
The Void,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Near Dark,0.9,0.85,0.0,0.2,0.0,0.1,0.7,0.0,0.0,0.8,0.15,0.0,0.1,1.0,0.05,0.0,0.65,0.15,0.0,0.6,0.25,0.1,0.0,0.0,0.0,0.85,0.0,0.75,0.05,0.1,0.0,0.05
The Frighteners,0.2,0.15,0.0,0.1,0.0,0.65,0.05,0.7,0.0,0.4,0.0,0.1,0.55,1.0,0.0,0.0,0.8,0.15,0.0,0.45,0.0,0.05,0.0,0.1,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Almost Famous,0.05,0.1,0.0,0.25,0.5,0.6,0.0,0.4,0.0,0.85,0.0,0.05,0.0,1.0,0.2,0.45,0.0,0.95,0.15,0.05,0.0,0.2,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Hitcher,0.7,0.2,0.0,0.1,0.0,0.05,0.15,0.05,0.0,0.8,0.05,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Super 8,0.75,0.8,0.0,0.2,0.0,0.1,0.05,0.0,0.0,0.7,0.15,0.65,0.1,1.0,0.05,0.05,0.25,0.3,0.0,0.4,0.0,0.05,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
XXX-mas,0.01,0.01,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.1,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Sinister 2,0.1,0.05,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Apartment,0.05,0.0,0.0,0.2,0.0,0.8,0.1,0.7,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.6,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Twist,0.05,0.2,0.0,0.15,0.3,0.1,0.25,0.05,0.0,0.85,0.0,0.4,0.0,1.0,0.5,0.6,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Quiz Lady,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0
The Last Showgirl,0.05,0.01,0.0,0.75,0.05,0.1,0.05,0.0,0.0,0.85,0.05,0.0,0.0,1.0,0.05,0.0,0.0,0.2,0.05,0.05,0.05,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.05,0.0,0.0
The Village,0.2,0.3,0.0,0.6,0.0,0.05,0.0,0.0,0.0,0.8,0.25,0.0,0.7,1.0,0.4,0.0,0.35,0.1,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.5,0.0,0.0
A Haunting in Venice,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,1.0,0.2,0.0,0.1,0.1,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0
Pieces of a Woman,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Guns of Diablo,0.85,0.7,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.3,0.15,0.0,0.05,0.95,0.25,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.9,0.0,0.2,0.0,0.0
Boss Level,0.95,0.6,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.4,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.3,0.0,0.0,0.8
The Out-Laws,0.7,0.65,0.0,0.05,0.0,0.4,0.6,0.35,0.0,0.5,0.1,0.2,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0
Hulk,0.95,0.2,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.7,0.1,0.15,0.1,1.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.15,0.0,0.0,0.8
Escape to Witch Mountain,0.65,0.95,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.9,0.7,1.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.6
Winter's Tale,0.1,0.15,0.0,0.25,0.4,0.05,0.0,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.1,0.45,0.0,0.1,0.0,0.1,0.0,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Thor,0.95,0.9,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.7,0.8,0.65,0.9,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.85
Mission: Impossible - Fallout,0.98,0.95,0.0,0.05,0.02,0.01,0.1,0.0,0.0,0.2,0.7,0.05,0.01,0.99,0.02,0.0,0.0,0.03,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.01,0.0,0.0,0.01,0.0,0.02
Devotion,0.85,0.7,0.0,0.1,0.95,0.05,0.0,0.0,0.0,0.9,0.6,0.2,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.0,0.1,0.15,0.9,0.0,0.0,0.95,0.0,0.0
The Voyeurs,0.0,0.0,0.0,0.8,0.0,0.05,0.1,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Crimson Peak,0.1,0.2,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.85,0.15,0.0,0.3,1.0,0.1,0.0,0.9,0.15,0.0,0.8,0.1,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.25,0.0,0.0
Annabelle: Creation,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Tombstone,0.95,0.2,0.0,0.05,0.7,0.05,0.1,0.0,0.0,0.9,0.15,0.0,0.0,0.95,0.8,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.98,0.0,0.85,0.0,0.0
Turning Red,0.05,0.15,0.95,0.2,0.1,0.8,0.0,0.7,0.0,0.75,0.0,0.9,0.2,1.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jurassic World Rebirth,0.95,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.6,0.1,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Crossing Delancey,0.05,0.0,0.0,0.2,0.6,0.1,0.05,0.0,0.0,0.8,0.0,0.1,0.0,1.0,0.4,0.7,0.0,0.1,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel Magnolias,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.95,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Maria,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Mortal Engines,0.85,0.95,0.0,0.1,0.05,0.15,0.2,0.0,0.0,0.7,0.8,0.3,0.9,0.98,0.75,0.0,0.1,0.15,0.05,0.6,0.05,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.05,0.65,0.0,0.9
Invasion of the Bee Girls,0.05,0.01,0.0,0.2,0.0,0.7,0.0,0.55,0.0,0.15,0.0,0.1,0.05,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0
102 Dalmatians,0.1,0.3,0.95,0.15,0.0,0.6,0.0,0.1,0.0,0.2,0.0,0.9,0.05,1.0,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Amadeus,0.0,0.0,0.0,0.75,0.95,0.05,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
Luca,0.05,0.9,1.0,0.2,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.95,0.6,1.0,0.0,0.0,0.0,0.7,0.7,0.1,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.5,0.0,0.3,0.0
Driven,0.75,0.2,0.0,0.05,0.1,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Transformers: Rise of the Beasts,0.95,0.85,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.7,0.5,0.75,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.9
The Wrath of Becky,0.05,0.02,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Outlaws and Angels,0.7,0.65,0.0,0.1,0.2,0.05,0.85,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.05,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.25,0.0,0.0
The Frighteners,0.2,0.1,0.0,0.15,0.0,0.6,0.05,0.75,0.0,0.4,0.0,0.05,0.65,1.0,0.0,0.0,0.85,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Almost Famous,0.1,0.2,0.0,0.4,0.6,0.7,0.0,0.65,0.0,0.95,0.05,0.15,0.0,1.0,0.25,0.3,0.0,0.9,0.5,0.05,0.0,0.35,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Balls of Fury,0.85,0.7,0.0,0.1,0.0,0.6,0.2,0.0,0.0,0.3,0.05,0.25,0.05,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.55,0.0,0.0,0.0
Zootopia,0.1,0.65,0.95,0.2,0.05,0.8,0.05,0.0,0.0,0.5,0.0,0.9,0.15,1.0,0.0,0.0,0.0,0.25,0.1,0.15,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.2,0.05
Deception,0.7,0.1,0.0,0.05,0.0,0.0,0.85,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.15,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Public Enemies,0.85,0.1,0.0,0.05,0.9,0.0,0.95,0.0,0.0,0.92,0.15,0.0,0.0,1.0,0.98,0.95,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0
Hoodwinked!,0.1,0.6,0.95,0.2,0.0,0.8,0.0,0.6,0.0,0.3,0.0,0.9,0.7,0.9,0.1,0.0,0.1,0.2,0.1,0.2,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
