movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Point Break,0.95,0.85,0.0,0.05,0.0,0.1,0.7,0.0,0.0,0.6,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
Cinderella,0.05,0.1,0.0,0.15,0.0,0.2,0.0,0.0,0.0,0.5,0.1,0.8,0.6,0.95,0.1,0.0,0.0,0.2,0.4,0.1,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.1,0.4,0.0
The Mist,0.2,0.05,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.7,0.05,0.0,0.05,0.95,0.0,0.0,0.9,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.1
10 Things I Hate About You,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.2,0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.9,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mufasa: The Lion King,0.1,0.75,1.0,0.2,0.05,0.15,0.0,0.0,0.0,0.6,0.4,0.95,0.8,1.0,0.1,0.15,0.0,0.7,0.65,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Teenage Mutant Ninja Turtles: Mutant Mayhem,0.75,0.8,0.95,0.2,0.05,0.9,0.1,0.0,0.0,0.4,0.1,0.9,0.7,0.95,0.05,0.0,0.2,0.5,0.45,0.15,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.7,0.0,0.1,0.6
Lost in Translation,0.01,0.0,0.0,0.85,0.0,0.4,0.0,0.35,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0
Liar Liar,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.2,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Sweeney Todd: The Demon Barber of Fleet Street,0.2,0.05,0.0,0.6,0.1,0.3,0.9,0.75,0.0,0.95,0.15,0.0,0.1,0.99,0.7,0.8,0.65,0.9,0.95,0.8,0.5,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Captivity,0.1,0.05,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.05,0.05,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Predator 2,0.95,0.7,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85
Free Solo,0.95,0.98,0.0,0.7,0.9,0.0,0.0,0.0,0.95,0.9,0.75,0.1,0.0,0.9,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Oddity,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Elvira: Mistress of the Dark,0.2,0.15,0.0,0.1,0.0,0.75,0.05,0.85,0.0,0.1,0.0,0.05,0.6,1.0,0.0,0.0,0.7,0.15,0.1,0.4,0.05,0.05,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.1,0.25
Odd Thomas,0.3,0.5,0.0,0.1,0.0,0.2,0.6,0.15,0.0,0.7,0.05,0.25,0.8,0.95,0.0,0.0,0.2,0.1,0.0,0.85,0.05,0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Homestead,0.05,0.1,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.95,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0
Kama Sutra: A Tale of Love,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man of the West,0.85,0.7,0.0,0.2,0.05,0.05,0.1,0.0,0.0,0.8,0.25,0.1,0.0,0.95,0.15,0.0,0.0,0.15,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.2,0.05,0.98,0.0,0.1,0.0,0.0
Apollo 18,0.6,0.65,0.0,0.05,0.7,0.05,0.0,0.0,0.0,0.8,0.5,0.1,0.1,0.95,0.75,0.0,0.05,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.85,0.0,0.8
Teen Witch,0.05,0.1,0.0,0.05,0.0,0.7,0.0,0.15,0.0,0.2,0.0,0.6,0.75,1.0,0.0,0.0,0.05,0.1,0.15,0.05,0.0,0.15,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Before We Go,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.8,0.4,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Masters of the Universe,0.85,0.7,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.25,0.5,0.6,0.9,0.95,0.0,0.0,0.05,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.75
The Girl on the Train,0.05,0.0,0.0,0.1,0.0,0.1,0.3,0.15,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
G.I. Joe: Retaliation,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.15,0.2,0.1,0.05,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0
The Time Machine,0.2,0.6,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.4,0.1,0.1,0.7,0.95,0.05,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9
Mannequin,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.6,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0
Crank,0.95,0.1,0.0,0.05,0.0,0.2,0.15,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.4,0.0,0.0,0.05
The Grudge,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Reader,0.01,0.0,0.0,0.7,0.85,0.05,0.1,0.0,0.0,0.98,0.05,0.0,0.0,1.0,0.8,0.9,0.0,0.1,0.0,0.6,0.05,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Under Siege 2: Dark Territory,0.95,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Don Jon,0.1,0.0,0.0,0.15,0.05,0.85,0.15,0.7,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.6,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Poltergeist III,0.1,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.3,0.15,1.0,0.0,0.0,0.7,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.1
Little Bites,0.05,0.01,0.0,0.1,0.0,0.75,0.0,0.2,0.0,0.3,0.0,0.15,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lost in Space (1965),0.6,0.85,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.5,0.15,0.7,0.4,1.0,0.0,0.0,0.1,0.15,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.95
Father of the Bride Part II,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.1,0.0,0.2,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
The Stuff,0.05,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
Terrifier 3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0
Margin Call,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Spirit: Stallion of the Cimarron,0.85,0.95,0.98,0.7,0.65,0.1,0.05,0.0,0.0,0.8,0.75,0.9,0.2,0.99,0.8,0.0,0.0,0.6,0.2,0.1,0.0,0.25,0.0,0.0,0.0,0.15,0.2,0.9,0.0,0.85,0.0,0.0
Heist,0.85,0.6,0.0,0.1,0.05,0.2,0.95,0.0,0.0,0.7,0.25,0.1,0.05,0.98,0.05,0.0,0.05,0.1,0.05,0.8,0.1,0.1,0.0,0.0,0.05,0.9,0.05,0.05,0.15,0.05,0.05,0.05
Five Nights at Freddy's 2,0.05,0.05,0.0,0.1,0.0,0.15,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Accountant 2,0.7,0.1,0.0,0.05,0.0,0.15,0.95,0.2,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Lone Survivor,0.98,0.85,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.95,0.7,0.0,0.0,1.0,0.92,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.99,0.0,0.0,0.95,0.0,0.0
Oklahoma!,0.05,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.3,0.4,0.0,1.0,0.3,0.0,0.0,0.9,0.95,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0
Day of the Dead,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.8
The Pursuit of Happyness,0.05,0.0,0.0,0.1,0.95,0.1,0.0,0.0,0.0,0.98,0.0,0.8,0.0,1.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Untitled Paul Thomas Anderson Event Film,0.2,0.15,0.0,0.6,0.05,0.1,0.1,0.2,0.0,0.85,0.05,0.0,0.05,1.0,0.05,0.0,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0
Blood Red Sky,0.75,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Beekeeper,0.1,0.15,0.0,0.25,0.6,0.05,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.95,0.3,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Ambulance,0.95,0.2,0.0,0.05,0.0,0.05,0.8,0.0,0.0,0.75,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Final Destination 5,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0
It,0.05,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.2,0.15,1.0,0.0,0.0,0.8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Kamasutra 3D,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Wolf of Wall Street,0.1,0.0,0.0,0.15,0.95,0.8,0.9,0.95,0.0,0.85,0.05,0.0,0.0,1.0,0.2,0.7,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The King's Daughter,0.2,0.35,0.0,0.1,0.15,0.05,0.0,0.0,0.0,0.6,0.1,0.25,0.05,1.0,0.2,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0
The Girl on the Train,0.05,0.0,0.0,0.1,0.0,0.15,0.3,0.2,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.2,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
The Help,0.0,0.0,0.0,0.05,0.7,0.1,0.0,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Straight Outta Compton,0.7,0.05,0.0,0.05,0.95,0.1,0.75,0.15,0.0,0.9,0.0,0.0,0.0,0.95,0.8,0.85,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Hello, Dolly!",0.0,0.0,0.0,0.05,0.05,0.7,0.0,0.1,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.05,0.0,0.95,0.98,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operation Petticoat,0.75,0.6,0.0,0.05,0.0,0.8,0.0,0.7,0.0,0.2,0.0,0.3,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.15,0.0,0.1,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Flight,0.75,0.0,0.0,0.05,0.4,0.05,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Albany Road,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mac and Me,0.1,0.75,0.95,0.2,0.05,0.6,0.0,0.0,0.0,0.4,0.05,0.9,0.8,0.95,0.0,0.0,0.0,0.25,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.05,0.0
The Thin Red Line,0.95,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.98,0.9,0.0,0.0,1.0,0.9,0.95,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0
Batman: The Movie,0.95,0.8,0.0,0.2,0.05,0.05,0.9,0.0,0.0,0.7,0.1,0.2,0.1,1.0,0.0,0.0,0.15,0.15,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Hunted,0.85,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Grudge,0.05,0.01,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.99,0.0,0.0,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Reader,0.0,0.0,0.0,0.65,0.75,0.01,0.05,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.7,0.8,0.0,0.1,0.0,0.2,0.05,0.3,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Three Stooges,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.0,0.0,0.1,0.0,0.7,0.05,1.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.05,0.0
Jennifer's Body,0.01,0.01,0.0,0.15,0.0,0.85,0.02,0.9,0.0,0.7,0.0,0.0,0.02,1.0,0.0,0.0,0.9,0.05,0.0,0.05,0.0,0.2,0.15,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Noah's Ark,0.7,0.85,0.0,0.2,0.15,0.05,0.0,0.0,0.0,0.75,0.9,0.6,0.5,1.0,0.7,0.0,0.1,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0.0
Phantom Thread,0.05,0.01,0.0,0.85,0.6,0.0,0.01,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.2,0.6,0.0,0.7,0.15,0.05,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
